start_date,end_date,alternative,size,treatment,ffrtarget,target_before,target_change,decision,text
2001-06-26,2001-06-27,b,-0.25,E,3.75,4.0,-0.25,b,"Instead, the Committee may deem it appropriate to ease policy at this meeting. Aggregate demand again has proven weaker than anticipated and has yet to show con crete signs of firmin g, while declines in resource utilizatio n are likely to relieve pressures on prices. In these circumstances, the Committee may view the staff’s assessment of the economic outlook as reasonably likely and acceptable, but it may see the risk to that forecast as uncomfortably weighted to the downside. With the economy already soft for three quarters, the extent and further d uration of the forces acting to restrain spending still very unclear, and the degree of the countervailing stimulus from the easier monetary and fiscal policies quite uncertain, an additional easing of policy by 25 basis points would provide greater assurance of a satisfactory strengthening of economic activity. Moreover, a rate cut smaller than those earlier this year would be approp riate if the Com mittee saw p olicy as already reaso nably accommodative and therefore wished to proceed more cautiously on the thought that the easing cycle might need to be brought to a close before long. Braking the pace of easing would likely limit the tendency of market participants, observed after recent policy actions, to extrapolate further easing, which might otherwise lead to financial conditions that the Committee viewed as excessively stimulative.
(16) With market participants putting a little more than even odds on a 50 basis point move at this meeting, short-term interest rates would move up on an announcement of a 25 basis point easing, even if accompanied by a statement that the risks were still tilted toward weakness. Market participants are unlikely to revise up significantly their forec ast of the low p oint for the targe t funds rate, but th ey probably would push that point further into the future, implying that intermediate- and longer- term interest rates would only edge higher. With the Federal Reserve still expected to ease again, the negative reaction in stock markets could well be limited. However, if the smaller size of the action and the words o f the announcement fostered the b elief that the easing cycle had come to an end, a more pronounced reaction in markets would be likely."
2001-06-26,2001-06-27,c,-0.5,E,3.75,4.0,-0.25,b,"Alternatively, the Committee may see aggregate demand or inflation pressures as likely to be noticeably weaker than in the staff forecast, arguing for a more forceful easing of 50 basis points. The near-term prospects for corporate earnings are bleak, raising the possibility of larger declines in equity prices than are built into the staff forecast. The resulting hit to household wealth, along with the more rapid rise in unemployment, could sap consumption spending considerably. Even if the staff has
14
judged the fundamentals of spending correctly, the Committee may view the inflation outlook to be more favorable than in the Greenbook. In particular, the Committee may interpret the good inflation perform ance of the past few years as resulting more from lasting changes in underlying labor market conditions and less from the temporary effects of the acceleration of productivity than is implicit in the staff forecast. Ifso,theequilibriumrealfundsratewouldalsobelowerthanisimplicitin the Greenbook, and more forceful policy ease could be seen as necessary to achieve the correct configuration of the actual and equilibrium real rates.
(18) If the Committee reduces the funds rate 50 basis points while retaining a statement of risks weighted toward econ omic weakness, short-term interest rates would likely fall, especially as markets build in further easing this year and defer some of the policy tightening now expected for 2002. Equity markets would be buoyed by the move, but the rally could prove transitory if subsequent earnings reports prove disappointing as is likely under the staff forecast. Real bond yields would likely fall as a consequence of the policy action, and–un less the initial equity market rally were particularly vigorous–nominal yields could decline some as well. Any increase in inflation expectations would be short-lived if, consistent with the Committee’s rationale for its action, the markets subsequently receive evidence of persisting weakness in economic activity and damped inflation."
2001-08-21,2001-08-21,a,0.0,U,3.5,3.75,-0.25,b,"Should the Committee find the staff’s explication of the forces promoting a rebound in economic growth and shaping the inflation outlook to be convincing, it may opt to keep the funds rate unchanged. After all, cumulative policy easing this year has put the real funds rate well below estimates of its equilibrium value (see box on page 13), and this policy stance presumably will, after some further delay, foster a reasonable revival in the growth of spending over time. In that regard, the rapid growth of M2 and other measures of household liquidity so far this year might be taken as a tentative indication that financial conditions are well positioned to support such a rebound. In these circumstances, the Committee may believe that further policy stimulus would carry too great a risk of an overshooting of aggregate demand that would lead to added pressures on inflation and a deterioration in inflation expectations that may prove stubborn to unwind. Indeed, the Committee may be of the view that the slow recovery of aggregate demand in the Greenbook forecast, and the associated easing of pressures in labor markets, is both necessary and desirable so as to provide better assurance that core inflation will be capped going forward, as it is in the staff forecast. The choice of an unchanged federal funds rate target would come as a surprise to financial markets that would be little tempered by an announcement of continued downside risks. Short-term interest rates would back up by a considerable amount and equity prices likely would decline, as the tighter-than-expected monetary policy stance more than offsets the perception that the Federal Reserve sees a stronger economy than previously thought by market participants. The policy surprise would tend to raise bond yields by pushing expected funds rates higher. The likely decline in equity prices, however, would lead investors to anticipate more restraint on consumption via the wealth effect, perhaps limiting the extent to which the expected path of the funds rates is ratcheted up and, accordingly, the pickup in longer-term yields."
2001-08-21,2001-08-21,b,-0.25,E,3.5,3.75,-0.25,b,"The Committee may consider the Greenbook forecast to be both plausible and acceptable, even with the projected delay in the resumption of satisfactory output growth, but still choose to reduce the federal funds rate 25 basis points. In particular, the string of bad news on the econom y may heighten the sense that there are sizable odds on especially adverse outcomes for aggregate demand, particularly for capital spending. The Committee may be of the view that such downside risks to the real side could be countered by a slight further easing in the present situation with little ill effect, as inflation recently has been benign and is likely to remain contained. Given the scope for downside developments, the Committee may be especially averse to surprising markets, in that an unchanged policy stance could risk tightening financial conditions appreciably should market participants begin to question Federal Reserve intentions. Alternatively, the Committee may consider the staff’s outlook, especially the speed and the extent of the projected rise in the unemployment rate, to be unacceptable and to warrant another slight further policy easing as a countervailing move.The selection of a 25 basis point reduction in the funds rate, presumably accompanied by an assessment that the risks are still weighted toward economic weakness, would be almost as accommodative as the average expectation built into financial markets. Accordingly, bond yields likely would edge higher, while stock prices may come under some downward pressure. The recent downdraft of the dollar on foreign currency markets makes it more difficult to predict the probable course of exchange rates. While textbooks teach that policy ease that falls short of market expectations should lead to an appreciation of the currency, the recent market focus on relative spending prospects suggests that the dollar might come under some downward pressure."
2001-08-21,2001-08-21,c,-0.5,E,3.5,3.75,-0.25,b,"Choice of a 50 basis point easing action might follow from the concern that more economic weakness could well be in train than projected in the Greenbook. Although consumption has held up remarkably well so far, an abrupt softening in consumer spending is not implausible given the prospect of a sharp rise in the unemployment rate and already relatively high debt burdens. Moreover, foreign economic activity could well disappoint for a variety of reasons, including deepening crises in certain emerging market economies or additional slowing in the pace of activity in some major industrial economies. Such eventualities would tend to prolong both the inventory liquidation and the decline in capital spending, which would translate into a decline in the equilibrium real funds rate. Although the level of the real funds rate implied by the 31⁄4 percent nominal funds rate of this alternative and prevailing inflation expectations would be appreciably below that which is sustainable in the long run, a rapid policy reversal along the lines of that currently embedded in futures market prices could be undertaken once information finally starts to signal convincingly that more solid economic growth has taken hold. The choice of a 50 basis point easing, combined with a statement continuing to point to downside risks, would be more forceful than markets have priced in for this meeting, though futures market participants seem to expect that a cumulative easing of this magnitude w ill be put in place by early next year. If investors come to believe that the Committee is more concerned about economic softening than previously thought as a result of the surprise component of the action, they would both move the anticipated easing forward in time and augment its cumulative extent. As an immediate consequence, short-term interest rates would move down. The unexpected size of the policy ease would probably prompt a decline in bond yields and the foreign exchange value of the dollar and some increase in equity values, although the magnitud e of these changes would imp ortantly be shaped by the wording of the statement announcing the action."
2001-10-02,2001-10-02,a,-0.25,E,2.5,3.0,-0.5,b,"Easing policy 25 basis points at this meeting might be seen by the Committee as sufficient to induce an adequate recovery of economic growth over the time frame that such policy action would be felt on spending. The Committee might be especially inclined to adopt this o ption if it had reaso n to suspect tha t aggregate demand would snap back relatively promptly. For example, the Committee may read the current political climate as indicating that a considerable degree of fiscal stimulus isintheoffing. OrtheCommitteemaybeoftheviewthatmuchoftheadverse effects of the terrorist attacks on confidence is likely to be short lived. In any case, the outlook for fiscal policy, the state of confidence, and the economy more generally is quite uncertain at this time, and the Committee may prefer to await further developments before committing to a larger policy action. If events turn more adverse than expected in coming weeks, an additional easing step could be taken even before the next meeting. In contrast, should aggregate demand prove resilient, this relatively modest ease would provide a b it more assurance of eventually bringing core inflation down. The announcem ent of a 25 basis point easing would surp rise market participants, likely prompting a rise in interest rates, particularly at the short end of the yield curve, as well as a decline in stock prices. While the market fully expects an announcement that the risks remain tilted toward weakness, a more explicit suggestion of the Committee’s readiness to consider further steps, even in the intermeeting period, would work to limit the market reaction to this policy choice."
2001-10-02,2001-10-02,b,-0.5,E,2.5,3.0,-0.5,b,"If the Committee, like the staff, saw a high probability of protracted economic weakness ahead and, as a consequence, a substantial rise in the unemployment rate and a decline in core inflation, it presumably would ease policy further, as assumed in the Greenbook. The Committee may see the staff forecast as embodying an appreciable enough downward revision to the prospects for spending and inflation pressures to justify reducing the intended federal funds rate 50 basis points at this meeting. The equilibrium real federal funds rate, which summarizes the more persistent factors shaping spending and pressures on resources, is now estimated to be about a full percentage point lower than was thought at the time of the August meeting according to the measures based on the staff forecast as well as historical data (as discussed in the box). Even if the Committee did not think that the factors depressing spending were likely to be long lasting enough to lower the equilibrium real funds rate to that extent, those forces still might be seen as sufficiently persistent to warrant additional policy easing for a time. In addition, with household and business confidence possibly fragile, the Committee may consider it important to be seen as moving aggressively with another half percentage point easing. Indeed, given the prevailing expectation among market participants of such an action, the Committee might be concerned that a smaller-sized ease could trigger an inappropr iate tightening o f other financial co nditions that co uld prove esp ecially problematic given the remaining strains in the financial market infrastructure. Moreover, the Committee may believe that, if aggregate demand proves to be surprisingly stron g, the cost of havin g eased policy a little to o much a t this time wo uld be relatively small given that inflation expectations are likely to remain well contained. Investors have largely priced in a 1⁄2 percentage point easing at this meeting, along with a characterization of the balance o f risks as pointed toward economic weakness. Accordingly, financial market prices likely would be little changed if such expectations were realized. As always, the press release will be scrutinized for hints of the Comm ittee’s policy intention going forward, and any sense in the statement that there were higher-than-expected o dds of subsequent policy easing would trigger a downward adjustment of the expected path of the funds rate. In that circumstance, short- and intermediate-term interest rates would likely decline and equity prices increase."
2001-11-06,2001-11-06,a,0.0,U,2.0,2.5,-0.5,c,"The Committee might choose to leave the federal funds rate unchanged if it were of the view that action at this meeting would be unlikely to affect the contours of the near-term economic downturn and that past monetary policy easing, probable n ew fiscal measu res, and the natu ral resiliency of private demand should provide enough stimulus to underpin a solid economic recovery before long. In effect, the Committee would implicitly be making the judgment that the gap between the current real funds rate and its likely equilibrium value provides a sufficient amount of impetus to economic activity over time (see chart and table). Indeed, the Committee may be especially reluctant to ease policy if it thinks the equilibrium real funds rate is likely to rise in the future–as risk and equity premiums narrow, as is seemingly consistent with recent stock price gains, but also as the thrust of fiscal policy intensifies. With the budget package still working its way through the legislative process, considerable uncertainty surrounds the magnitude of the coming fiscal stimulus. Because this uncertainty should be resolved relatively promptly, the Committee may prefer to keep policy unchanged at this meeting so as to be able to calibrate better its policy action to the size and composition of what becomes law. If the Committee saw easing as a close call, with the federal funds rate as low as 2-1/2 percent, it might be argued that action should be deferred at this meeting so that the Committee would have more scope to respond to potential adverse shocks down the road. As described in the box on the zero bound to nominal interest rates on page 9, this tactic of “saving your ammunition” would follow from the judgment that policy action in a narrow window following an adverse shock would be more effective in bolstering activity over time than lowering rates more aggressively now so that any future shock falls on a stronger economy. Committee inaction at this meeting, even if combined with a statement reaffirming the assessment of predom inant downside risks, would surprise m arket participants. Considerable doubts would be created about whether the federal funds rate would go as low as 1-3/4 p ercent by the early months of next year as m arket participants currently expect. In consequence, other short-term interest rates would move noticeably higher. The likely upward movement of bond yields would be tempered by an immediate selloff of equities. To the extent that the outlook for spending and income turned gloomier, the exchange value of the dollar might fail to appreciate despite the tighter-than-anticipated policy stance."
2001-11-06,2001-11-06,b,-0.25,E,2.0,2.5,-0.5,c,"The Committee may consider the staff forecast to be both probable and, under the circumstances, a satisfactory outcome, and it may judge that an immediate cut in the federal funds rate of 25 basis points is justified. With investors skittish and risks predominately skewed to the downside, the Committee may be reluctant to
adopt a policy stance that is appreciably tighter than financial markets expect, which could further adversely affect household and business sentiment. The small disappointment of market expectations implied by the adoption of this alternative might actually be viewed favorably by the Committee if it wished to slow the current pace of easing from its recent trajectory to help forestall financial markets from building in the expectation of considerably more easing than appropriate to achieve the Committee’s objectives. In effect, a modest disappointment now may pose less of a strain on markets than a more sizable one later on."
2001-11-06,2001-11-06,c,-0.5,E,2.0,2.5,-0.5,c,"The Committee may judge that a 50 basis point policy move is warranted on the grounds that the path of output is likely to fall short of that in the staff forecast–either because the contraction will be greater or the subsequent pickup less robust. The Committee might anticipate the near-term outcomes for spending to be weaker than in the staff outlook if, for example, it suspected that the ongoing contraction of foreign economic activity and the stresses in financial markets of developing countries may portend greater-than-anticipated adverse feedbacks on U.S. production. The Committee may also have doubts that household and business spending will respond as vigorously to likely fiscal initiatives as embedded in the staff forecast. Even if the Committee viewed a 50 basis point move as a bit larger than necessary given its current assessment of the economic situation, the more substantial move might be favored if some weight were placed on the possibility of shocks that would be sufficiently adverse to make the zero bound to nominal interest rates a real constraint on the effectiveness of monetary policy at some point in the future. As already noted, market participants are about evenly split between expecting 1/4 percentage point and 1/2 percentage point of easing at this meeting. Thus, some portion of them would be disappointed by the choice of either action. Working to temper any reaction, though, would be the sense that it is more likely that the timing of the easing they are expecting–in the neighborhood of 3/4 percentage points over the next half year–had chang ed, not the cumulative amou nt. Market participants universally expect that the balance of risks will remain tilted toward economic weakness, so not much would be read in its retention. A 25 basis point easing would prompt some backup in short- and intermediate-term rates and a decline in equity prices. A half point ease, in contrast, would pull short-term rates lower and, unless countered by a clear sense in the statement that the Committee had viewed its action as likely bringing this easing phase to a close, would lead market participants to mark down the entire expected path of policy rates. The implied support to spending would likely bolster equity markets and offset to a considerable extent any downward pressure on the exchange value of the dollar directly emanating from lower interest rates."
2001-12-11,2001-12-11,a,0.0,U,1.75,2.0,-0.25,b,"Even though the prospect of further near-term deterioration in the economy is unappealing, the Committee may view this outcome as unavoidable given the lags in monetary policy. If the Committee saw good prospects of a relatively strong rebound in the economy beginning in the next few quarters, it might leave the stance of monetary policy unchanged. The unexpected strength of several indicators of consum ption and in vestment cou ld be read as su pporting a v iew that econ omic weakness is abating and a turnaround in spending is in train. Indeed, the rise in equity prices and real in terest rates of late likely pro vides evidence th at market par ticipants
have become more optimistic on that score. Such a turnaround would be supported by the monetary stimulus pu t in place–a substantial portion of which has occu rred only recently–that has positioned the real federal funds rate well below the range of estimates of its equilibrium value (see Chart 4 and the tab le on the next page). In these circumstances, the Committee may wish to bide its time, awaiting data that will help it gauge the effects of policy actions to date as well as the resolution of uncertainty on the fiscal policy front. Because market prices appear to incorporate high odds on a 25 basis point easing of monetary policy at this meeting, leaving the target federal funds rate at 2 percent would prompt an appreciable increase in money market interest rates. Longer-term yields could rise somew hat as well; the extent of the backup, however, would probably be limited as long as the Committee, as expected by investors, reiterated its assessm ent that the balan ce of risks is weighte d toward e conomic weakness. However, long-term yields would likely rise by more, and the dollar could firm, if the Committee’s announcement suggested some optimism about economic prospects despite its formal assessment of the balance of risks and, especially, if the Committee shifted to a statement that the risks were balanced. Equity prices might drop initially, but, again, any sense conveyed in the announcement of good odds that the economy would begin to recover before long would probably limit the decline."
2001-12-11,2001-12-11,b,-0.25,E,1.75,2.0,-0.25,b,"The Com mittee might choose to ease policy 25 basis po ints if it viewed the recent positive news on spending as quite tentative and not providing sufficient assurance that a rebound is in store before long. Moreover, the Committee might be worr ied ab out th e poss ibility o f specific shoc ks that could derail the rec overy . Consumer sentiment could decline further in the event of additional terrorist actions or if the current military conflict proves more difficult and protracted than expected. And, equity prices may be seen as embedding unrealistically high expectations for earnings as well as an unusually low equity risk premium. Should investor expectations be disappointed or the equity premium move back toward its historical norm, equity prices could reverse their recent gains, adding to the drag on household spending. In addition, the appearance of stalemate in the Congressional debate on a fiscal stimulus package may be seen as raising the odds that agreement will not be forthcoming. An alternative simulation in the Greenbook illustrated that, without additional fiscal stimulus, the economic recovery could be noticeably more anemic than envisioned in the baseline forecast. While these downside risks may not materialize, the Committee might view the cost of erring on the side of ease as low at this time given the degree of slack at present in resource utilization and the likelihood that inflation will remain subdued or drift down somewhat in the near term. Because investors expect the Committee to ease 25 basis points and to retain its assessment that the risks are weighted toward economic weakness, financial market prices would likely change little in response to such a policy decision. Market participants probably would perceive the 25 basis point move, following three larger steps, as an indication that the easing cycle could be drawing to a close. If the Committee wanted to underscore that perception in markets, it could indicate that the risks were now balanced. In that event, market interest rates could rise as investors moved forward their prevailing expectations of policy tightening, but stock prices and the foreign exchange value of the dollar would be supported if the Federal Reserve’s less pessimistic outlook led market participants to revise up their expectations for the rebound in economic activity."
2001-12-11,2001-12-11,c,-0.5,E,1.75,2.0,-0.25,b,"The Committee might consider reducing the target federal funds rate 50 basis points at this meeting if it thought an unacceptably large opening of slack in the economy was likely. As discussed in the box “A ‘Perfect Foresight’ Policy” on page 11, a “perfect foresight” rule that uses all the information contained in the staff outlook to determine a path for the funds rate that minimizes squared output and inflation gaps over the entire forecast period calls for considerable additional near- term policy easing to counter the projected upward pressure on the unemployment rate. A further sizable easing may be justified not only on the grounds of generating better results than in the staff forecast, but also on the view that the forecast itself has overestimated effective policy stimulus or does not give sufficient weight to forces that will continue to hold back the economy. In particular, if inflation expectations are lower than is embedded in the baseline forecast, then the real short-term interest rate is higher and that will keep real long-term rates elevated and reduce inflation even further than in the staff forecast. Adjusting the nominal funds rate low er in response to the apparent drop in inflation expectations might be viewed as especially desirable if the Committee believed that substantial restraints to private domestic spending persist or that the downturn abroad is likely to be exacerbated by financial strains in certain foreign economies. Moreover, as discussed in a box in the November bluebook, the possibility that conventional monetary policy action ultimately could be constrained by the zero bound to nominal interest rates might incline the Committee to take prompter and more aggressive action now to stimulate economic activity. The Committee might also view the 1 percent core PCE inflation rate projected to prevail toward the end of the forecast interval as too low to p rovide a comfortable buffer against hitting the zero bound to nominal interest rates in the event of a substantial adverse shock to the economy in the future. A 50 basis point policy easing at this meeting would be larger than is embedded in financial market prices. Although short-term rates would decline sharply, the response of long-term yields, stock prices, and the dollar would depend in part on whether investors saw the extent of the move as suggesting, on the one hand, that the economy was considerably weaker than they had perceived or, on the other, that the Committee was intent on restoring strong growth more quickly and with more certainty than previously appreciated. In the first case, bond yields, equity prices, and the exchange value of the dollar all could drop significantly, while, in the second, the decline in bond yields would be significantly smaller and stock prices and the dollar could rally."
2002-01-29,2002-01-30,a,0.0,U,1.75,1.75,0.0,a,"With regard to policy choice at this meeting, the Committee might elect to leave the federal funds rate target unchanged at 13⁄4 percent if it were reasonably confident that the more positive tone to incoming data signals imminent economic recovery. Last year’s implementation of monetary and fiscal stimulus should provide substantial support to spending going forward. Indeed, judging by the gap of the actual real funds rate below staff estimates of its equilibrium value, the stance of monetary policy is already quite stimulative (Chart 5 and table). The resurgence in consumer confidence and the recovery in stock prices over recent months suggest that household outlays will continue to trend higher. With that underlying support to sales and with technological change providing an incentive to buy new capital equipment, a recovery of business investment may be seen as only a matter of time. Under these conditions, the Committee may prefer to stand pat until incoming information sheds additional light on the possible need for a policy adjustment. As the forces restraining aggregate demand abate, at some point the Committee will need to move the funds rate up from its current low level to prevent excessive stimulus from taking hold. Addition al easing now would raise th e amplitud e of that ultima te policy adjustm ent, and put a gr eater premiu m on gettin g the timing o f that policy reversal a bout right, especially if aggregate demand turns out to be stronger than anticipated. Given the uncertainties of forecasting, such fine tuning may run the risk of accentuating the variab ility of a ggreg ate dem and an d asset prices . Given that financial markets place small odds on a reduction in the funds rate target at this meeting, the choice of no change, even with risks weighted toward economic weakness, would induce a slight increase in money market rates and a smaller rise in bond yields."
2002-01-29,2002-01-30,b,-0.25,E,1.75,1.75,0.0,a,"If the Committee perceived substantial remaining downside risks to the economic outlook, it instead might select a 25 basis point reduction in the federal funds rate target to 11⁄2 percent. While some recent indicators of capital spending have been encouraging, a sustained revival may be viewed as far from assured. If investors in stock and corporate bond markets came to question the long-term outlook for high-tech industries and the associated trends for economy-wide profit streams and productivity, the resulting downward adjustment in asset prices would set back the recovery of investment and consumption. Moreover, should the news on the labor market remain bad for a while longer, consumer attitudes may turn out to be morefragilethantheyhaveseemedoflate. Whileeasingpolicyanothernotchwould not appreciably reduce the risks of such adverse outcomes, it would at least put the economy on a slightly stronger footing should any of them eventuate. With an intensification of inflation unlikely to pose a threat in the next couple of years, the potential costs of such a policy action might be seen as small when compared with the cumulative shortfall of resource utilization in the staff forecast. Indeed, limiting disinflation at this point might be welcomed for strategic reasons: The risks associated with operating policy at very low nominal interest rates might incline the Committee toward slightly higher inflation than in the Greenbook forecast–as in the “inflation cushion” strategy described above–in order to be able to put in place low real interest rates if need be in the future. Another 1⁄4 percentage point reduction in the federal funds rate, along with a statement that the risks were weighted to the downside, would come as a surprise to market participants, perhaps prompting a sense that the economic outlook was a little weaker than previously perceived. As a result, some immediate reduction in long-term as well as short-term interest rates likely would occur. "
2002-03-19,2002-03-19,a,0.0,U,1.75,1.75,0.0,c,"If the Committee remains mostly concerned about the possibility that the recovery could falter, it might wish to hold the funds rate unchanged and retain a balance of risks weighted toward economic weakness. The recent spate of stronger-than-expected economic news might stem importantly from a reversal of the temporary depressing effects of the terrorist attacks on aggregate demand , with the pace of growth going forward quite possibly weaker. In the staff forecast, the abatement of the inventory runoff accounts for a considerable portion of the strength in GDP growth over the next few quarters, implying that growth of final demand is noticeably below that of GDP . The forecasted pickup in final demand over the second half of 2002 and in 2003 depends importantly on continued solid grow th in consumer spending–which leaves the personal saving rate at a level that is quite low by the standards of all but the past few years–and a turnaround in investment that is far from assured. Retention of a balance of risks weighted toward economic weakness would surprise many, and would probably pull interest rates modestly lower."
2002-03-19,2002-03-19,b,-0.25,E,1.75,1.75,0.0,c,"Concerns about the strength of final demand, coupled with the possibility that the economy might be able to operate at higher levels of labor utilization without engendering inflation pressures than assumed in the staff forecast, might be viewed as providing the Committee with ample scope to pursue a more accommodative policy. Indeed, such concerns may be sufficiently worrisome to justify easing 1/ 4 percentage point at this meeting (presumably while retaining the balance of risks tilted toward economic weakness). In this view, failing to ease may ultimately induce inflation that is viewed as too low to provide an adequate cushion to set negative real federal funds rates if needed in the future to counteract the effects of adverse demand shocks. But there is also a chance that investors could read the FOMC’s policy statement as presaging a weaker economy than they had anticipated. This possibility would be even more likely if the Committee caught market participants unawares by easing 1/4 percentage point. In either event, stock prices could fall and that decline, in turn, would tend to reinforce the initial decline in interest rates."
2002-03-19,2002-03-19,c,0.0,U,1.75,1.75,0.0,c,"By contrast, the Committee might be inclined to hold the funds rate unchanged and adopt a neutral balance of risks at this meeting if it is more confident that the growth of output will be around its potential and sees inflation as contained. The especially adverse outcomes for the economy that the Committee was worried about at the prior few meetings may seem much less likely now. Indeed, in recent weeks, data surprises have nearly all run on the upside, supporting the view that risks are no longer skewed toward economic weakness. Unlike the outlook at the time of the January meeting, the Greenb ook forecast shows less overall slack in resource utilization, little upd rift in the unem ployment rate, and less of a do wntrend to inflation. To be sure, the real funds rate is unsustainably low, and if the nominal
funds rate were held at its current level for very long, inflation would begin to intensify. But as discussed in the box on the balance of risks, heightened uncertainty about the outlook could have the effect of making the horizon over which the Committee defines the foreseeable future relatively limited. And in that shorter run, at least according to the staff forecast, inflation is likely to drift lower and output growth w ill be a tad above that of its potential. The selection of a neutral balance of risks would be in line with the expectations of the majority of market participants, but some investors would still be surprised by the decision. The effects in financial markets in this case would likely be rather muted but might encompass a small increase in interest rates, a drop in stock prices, and a small rise in the foreign exchange value of the dollar."
2002-03-19,2002-03-19,d,0.0,U,1.75,1.75,0.0,c,"If the Committee reads the strength of recent economic indicators as signaling that lasting economic growth above potential is a distinct likelihood, it might wish to hold the funds rate unchanged and move the balance of risks toward heightened inflation pressures. With the economy seeming to have regained its footing, the Committee might view a balance toward inflation as especially appropriate in light of the un sustainably low level of the real fund s rate, the recent up tick in measures of inflation expectations based on Treasury inflation-indexed securities, and the possibility that sharp increases in oil prices could feed through to prices and wages more generally. Indeed, the surprising resilience exhibited by the economy of late raises the possibility that spending may snap back more rapidly than in the Greenbook. If the Committee were especially concerned that, if it did not move promptly to begin to restore the funds rate to more sustainable levels, inflation pressures could build over time to the point that they would be difficult to contain, it might even choose to implement a quarter-point increase in the target funds rate along with a balance of risks weighted toward inflation pressures. In particular, the apparent turnaround of demand in the high-tech sector, favorable news on productivity, accelerator effects stemming from the recent pickup in output growth, and the business tax incentives included in the fiscal stimulus package might be imparting an even more sizable impetus to investment spending than in the staff forecast. Forces such as these help to explain why some measures of the equilibrium real funds rate have been boosted as much as a half a percentage point over the intermeeting period (Chart 4). Such an increase in estimates of the equilibrium real funds rate im plies that just ma intaining the same degree of policy stimulus would require increasing the nominal funds rate target. Market participants do not expect a move to a balance of risks toward inflation pressures at this meeting, much less one accompanied by a quarter-point increase in the target funds rate. As a result, either choice would push interest rates higher across the term structure while equities could come under heavy selling pressure. The extent of the market reaction could be sizable and, of course , would depend importantly on the wording of the announcement and the associated market perceptions about the future course of policy. In particular, the reaction in markets could be attenuated if the wording of the announcement emphasized that the Committee viewed itself as merely unwinding some of the insurance it had taken out late last year at a time of unusual uncertainty, and that it intended to wait thereafter, rather than embark on a path that would promptly realign the real interest rate to a more normal level."
2002-05-07,2002-05-07,a,0.0,U,1.75,1.75,0.0,d,"The Committee might see it as less likely than does the staff that final sales will pick up in time to support output growth once the impetus from inventories has run its course or, at least, that the risks are skewed in the direction of disappointing economic growth. For example, the Committee may be concerned that the latest reports and commentary on corporate earnings, as well as the recent data on durable goods orders and shipments, suggest that recovery in the technology and telecommunications sectors could be weaker or delayed longer than in the staff forecast. In addition , the combination of lower stock prices and rising unemployment could be seen as weighing more on consumer sentiment and spending than assumed by the staff. Indeed, the recent sharp slowing in money growth, although partly explicable in terms of interest rates and other identifiable factors, might be viewed as suggesting some weakness in households’ income and spending plans. While the staff has revised up its assessment of past and prospective productivity growth, the Committee may put some weight on the possibility that the growth of potential supply has been even higher for, perhaps, a longer time, implying that economic slack is more sizable than assumed by the staff. In such a circumstance, there would be some risk of an unacceptable updrift of unemployment that may produce a decline in inflation, perhaps inclining the Committee to return to a statement that the risks are weighted toward economic weakness. Such an announcement would surprise market participants, because they generally expect the balance-of-risks statement to shift toward heightened inflation pressures before too long. Absent a surprisingly weak employment report tomorrow, the quick reversal of the adoption of a statement of balanced risks at the March FOMC meeting would probably confuse market participants and might be read as signaling a considerable deterioration in the Committee’s confidence in economic expansion. In that case, expectations for policy tightening would be pushed back, interest rates could fall substantially, and stock prices and the foreign exchange value of the dollar could decline."
2002-05-07,2002-05-07,b,0.0,U,1.75,1.75,0.0,d,"In contrast, if the Committee believes that aggregate demand will be stronger than in the staff forecast and that, if policy were to remain unchanged, economic slack will erode fairly soon, then the risks would seem to be weighted toward increased inflation pressures. This more immediate emergence of pressure on resources might eventuate, for example, if economic growth abroad picks up more  quickly than projected by the staff. The Committee might also opt for such a statement if it were concerned about other sources of risks to the inflation outlook, including a widespread jump in health insurance costs, a substantial pass-through of the recent increases in oil prices to prices and wages more generally, and a continuation of the recent weakness in the foreign exchange value of the dollar. While a statement that the risks are weighted toward heightened inflation pressures is consistent with market participants’ expectations for the direction of policy, in light of the perceived tone of recent statements by Federal Reserve officials, such a selection likely would lead investors to move up the timing of their anticipated tightening of policy. As a result, interest rates would rise, especially at shorter maturities, stock prices would fall, and the dollar might appreciate."
2002-05-07,2002-05-07,c,0.25,T,1.75,1.75,0.0,d,"If the Committee views aggregate demand going forward as likely to be more robust than in the staff forecast, then it might choose a 25 basis point increase in the target federal funds rate at this meeting. With the current real federal funds rate well below its likely equilibrium value, the Committee may believe that the time has come to start the process of moving back toward a more neutral stance in order to reduce the possibility of having to make very rapid adjustments later or risk having inflation pressures mount. Indeed, the Committee might view a 25 basis point rate hike as merely taking back a portion of the easing undertaken to support the economy in the aftermath of the terrorist attacks, and such a rate increase might be seen as justified since the economic fallout from the attacks has proven to be considerably smaller than had been feared. A 25 basis point move would probably be unlikely to balance the risks to the outlook on this view, and so the balance-of-risks statement would presumably point to risks weighted toward increased inflation pressures. The choice of a 25 basis point tightening move accompanied by a statement that the balance of risks is weighted toward increased inflation pressures would catch market participants off guard. Moreover, there is some evidence that market  expectations are particularly sensitive to policy moves that mark a change in thedirectionofpolicy. As a result , the tightening could have substantial effects on asset prices, as market participants move up the timing and perhaps increase the cumulative size of expected policy actions. Interest rates would likely rise, especially so on shorter-term instruments, equity markets sell off, and the dollar appreciate on foreign exchange markets."
