year,start_date,end_date,event_type,file_name,Var1,Var2,Var3
1983,1983-05-24,1983-05-24,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","(14) While estimates of the relationship between the aggregates and bank reserve positions are subject to considerable uncertainty, the money supply specifications of alternative B are expected to be consistent with little change in the current degree of restraint on bank reserve positions--that is, with borrowing at the discount window fluctuating around $250 million, associated with a federal funds rate generally just above the current 8½ percent discount rate.","(21) Alternative C, which contemplates an increase in the federal funds rate to the 9 to 9½ percent area, would imply a level of adjustment borrowing between $500 and $700 million at the current discount rate."
1983,1983-07-12,1983-07-13,Meeting,Bluebook,"C Growth from June to Sept. M2 9 8½ 8 M3 8½ 8 7½ M1 7 6 4½ Federal funds rate range 6 to 10 7 to 11 8 to 12 (18) The specifications of Alternative A contemplate no further tightening of money market conditions over the next few months.","(23) Alternative B encompasses a further increase in pressures on bank reserve positions in an effort to increase the-odds that growth in the broad monetary aggregates will remain within their longer-run target ranges and to exert even more restraint on growth of M1.","NO ALTERNATIVE C FOUND"
1983,1983-08-23,1983-08-23,Meeting,Bluebook,"(15) Alternative A contemplates some easing in money market conditions, with federal funds in an 8-1/2 to 9 per cent area and borrowing declining to the $400-$600 million range.","C Growth from June to September M2 8-1/2 8 7-1/2 M3 8-1/2 8 7-1/2 M1 8 7-1/2 7 Federal funds rate range 6 to 9-1/2 6 to 10 7 to 11 Implied July to September growth M2 9-1/4 8-3/4 8-1/4 M3 10 9-1/2 8-3/4 M1 7-1/2 6-3/4 6 (9) The monetary aggregates of alternative B most nearly correspond to the specifications for the third quarter adopted at the last Committee meeting; they differ only by a slightly higher growth for M1 balanced by a slightly lower growth for M2, a change in relationship suggested by incoming data.","The federal funds rate under alternative C might trade in -11the 10 to 10-1/2 per cent range through the end of the quarter."
1983,1983-10-04,1983-10-04,Meeting,Bluebook,"(15) Alternative A contemplates that the federal funds rate would need to fall to an area just above the current 8-1/2 percent -10discount rate--with a drop in borrowing to the $200 to $400 million range-if the Committee were to seek the more rapid growth rates in money specified by this alternative.","NO ALTERNATIVE B FOUND","(19) The federal funds rate under alternative C would be expected to rise to around 10 per cent, with discount window borrowing rising to around $1 billion, as reserve provision is constrained relative to demand."
1983,1983-11-14,1983-11-15,Meeting,Bluebook,"(16) Alternative A involves an easing in bank reserve positions and money market conditions over the next few weeks--with borrowing from the discount window falling into the $350-450 million range and the federal funds rate dropping to around 8-3/4 to 9 percent.","C cations Growth from Sept. to Dec. M2 9-1/4 8-1/2 7-3/4 8-1/2 M3 9 8-1/2 8 8-1/2 Ml 6-1/2 5-1/2 4-1/2 7 Federal funds rate range 6 to 9-1/2 6 to 10 7 to 11 Implied growth from Oct. to Dec. M2 9-1/4 8-1/4 7-1/4 M3 9-1/4 8-1/2 7-3/4 Ml 9 7-1/2 6 (9) Alternative B involves the same growth in the broader aggregates than is currently specified for the September-to-December period; alternatives A and C call for somewhat faster and slower growth in the broader aggregates.","(19) Somewhat tighter reserve conditions are contemplated under alternative C, with discount window borrowing in the neighborhood of $800 to $900 million and the federal funds rate rising to around 10 percent."
1983,1983-12-19,1983-12-20,Meeting,Bluebook,"(22) Alternative A involves an easing of bank reserve positionswith borrowing falling to around $400 million and federal funds dropping to around 9 percent or a little below-that would tend to place M2 and M1 in the upper halves of their tentative longer-run ranges by March.","(19) Borrowing at the discount window would be expected to average around $650 million under alternative B, with federal funds continuing to trade in a 9-1/4 to 9-1/2 percent range, probably nearer the upper end (and possibly a little higher around year-end).","NO ALTERNATIVE C FOUND"
1984,1984-01-30,1984-01-31,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Growth from November to March M2 8-1/2 8 7-1/2 M3 8-1/2 8 7-1/2 M1 7-1/2 6-3/4 6 Federal funds rate ranges 6 to 9-1/2 6 to 10 7 to 11 Implied growth from January to March M2 9-1/4 8-1/4 7-1/4 M3 8-1/2 7-1/2 6-1/2 M1 6-1/2 5 3-1/2 (16) The specifications of alternative B, which are expected to involve little change in money market conditions over the intermeeting period, would bring M2 growth to the middle of its alternative II range by Alternative Levels and Growth Rates for Key Monetary Aggregates M2 Alt.","NO ALTERNATIVE C FOUND"
1984,1984-03-26,1984-03-27,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Growth from March to June Ml 8 6-1/2 5 M2 8-3/4 8 7-1/4 M3 9 8-1/2 8 Federal funds rate ranges 6-1/2 to 7-1/2 to 8-1/2 to 10-1/2 11-1/2 12-1/2 Implied growth from QIV to June M1 7-1/2 7 6-1/4 M2 7-3/4 7-1/2 7 M3 9 8-3/4 8-1/2 (9) The specifications of alternative B, which are those considered most consistent with the staff's GNP outlook, call for some slowing of M1 growth from the pace of the December-to-March period, although this aggregate would remain above the midpoint of its longerrun range in June.","NO ALTERNATIVE C FOUND"
1984,1984-05-21,1984-05-22,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C in March Growth from March to June M1 7 6-1/2 6 6-1/2 M2 8-1/4 8 7-3/4 8 M3 10-1/4 10 9-3/4 8-1/2 Federal funds rate ranges 7 to 11 7-1/2 to 8 to 12 7-1/2 to 11-1/2 11-1/2 Implied growth from April to June Ml 10-1/4 9-1/2 9 9-1/2 M2 8-3/4 8-1/2 8 8-1/2 M3 10 9-1/2 9 7-1/4 (8) The specifications of alternative B, which are expected to be consistent with little, if any, change from the current degree of pressure on bank reserve positions, call for growth in M1 and M2 at rates chosen by the Committee in March.","Discount window borrowing might rise toward $1-1/2 billion under alternative C, which probably would be associated with federal funds trading consistently somewhat above 11 percent."
1984,1984-07-16,1984-07-17,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","NO ALTERNATIVE B FOUND","NO ALTERNATIVE C FOUND"
1984,1984-08-21,1984-08-21,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C FOMC Growth from June to September Ml 4-1/2 4 3-1/2 5-1/2 M2 7-1/4 7 6-3/4 7-1/2 M3 9-1/4 9 8-3/4 9 Federal funds rate range 7-1/2 to 11-1/2 8 to 12 8-1/2 to 12-1/2 8 to 12 (8) Under alternative B, M1 growth would be expected to pick up to around a 6-3/4 percent annual rate in August and September, with growth larger in the latter month.","NO ALTERNATIVE C FOUND"
1984,1984-10-02,1984-10-02,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","NO ALTERNATIVE B FOUND","NO ALTERNATIVE C FOUND"
1984,1984-11-07,1984-11-07,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","B FOMC specifications Growth from September to December M1 3-1/2 2-1/2 6 M2 7-1/2 7 7-1/2 M3 9-1/2 9-1/4 9 Federal funds rate range 7 to 11 8 to 12 8 to 12 (8) Under alternative B, M1 is expected to grow fairly rapidly over the last two months of the quarter-at about a 7 percent annual rate.","NO ALTERNATIVE C FOUND"
1984,1984-12-17,1984-12-18,Meeting,Bluebook,"(15) The money supply specifications of alternative A are expected to entail an increase in total reserves of about 15 percent at an annual rate from November to March, accompanied by a drop in the funds rate to 8 percent or a little below.","C Growth from Nov. to March M1 8 6-3/4 5-1/2 M2 9-1/2 8-1/2 7-1/2 M3 9 8-1/2 8 Federal funds rate range 6 to 10 7 to 11 8 to 12 (9) The aggregates specifications of alternative B, which are expected to be consistent with maintenance of about the current degree of pressure on reserve positions, would place all of the money supply measures in March close to the upper limits of their tentative longer-run ranges for 1985 established last July.","NO ALTERNATIVE C FOUND"
1985,1985-02-12,1985-02-13,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Growth from Dec. to March Ml 8-3/4 8 7-1/4 M2 11-1/2 10-1/2 9-1/2 M3 10-1/2 9-3/4 9 Federal funds rate range 5 to 9 6 to 10 7 to 11 (16) The specifications of alternative B, which are expected to involve continuation of about the existing degree of pressure on reserve positions, can be considered most consistent with growth over a longer period within the ranges of alternative II.","NO ALTERNATIVE C FOUND"
1985,1985-03-26,1985-03-26,Meeting,Bluebook,"(14) Alternative A contemplates some easing of pressures on reserve positions, with borrowing dropping to around $200 million and the federal funds rate declining to close to the 8 percent discount rate.","C Growth from March to June M1 7-1/2 6-1/2 5 M2 8 7 5-1/2 M3 8-3/4 8 7 Associated federal funds rate range 5-1/2 to 9-1/2 6 to 10 7 to 11 (8) M1 growth at around a 6-1/2 percent annual rate from March to June under alternative B represents a fairly considerable moderation from the average pace of the past three months.","NO ALTERNATIVE C FOUND"
1985,1985-05-21,1985-05-21,Meeting,Bluebook,"(14) Alternative A contemplates lesser restraint on reserve conditions than B. Borrowing would be expected to drop to around minimum levels--perhaps around $200 to $250 million--and the federal funds rate to fall to somewhat under the current 7-1/2 percent discount rate.","On that basis, alternative B is suggested as consistent with maintaining the existing degree of pressure on reserve positions, although the associated funds rate is likely to be lower than during the past several weeks owing to the cut in the discount rate.","NO ALTERNATIVE C FOUND"
1985,1985-07-09,1985-07-10,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Growth from June to Sept. M1 7 5-1/2 4 M2 8-1/2 7-1/2 6-1/2 M3 8 7-1/4 6-1/2 Associated federal funds rate range 5 to 9 6 to 10 7 to 11 (19) Alternative B contemplates a slowing of M1 growth to a 5-1/2 percent annual rate over the June-to-September period, consistent with seasonal and adjustment borrowing at the discount window at around the $350 million level used in constructing reserve paths since the last FOMC meeting.","NO ALTERNATIVE C FOUND"
1985,1985-08-20,1985-08-20,Meeting,Bluebook,"Alternative A would very probably involve growth for the second half above the Committee's M1 target.","NO ALTERNATIVE B FOUND","NO ALTERNATIVE C FOUND"
1985,1985-10-01,1985-10-01,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","(11) Alternative B assumes unchanged pressures on reserve positions, with adjustment plus seasonal borrowing at the discount window between $450 and $550 million and federal funds trading around 8 percent, or a bit higher.","(17) Alternative C assumes some tightening of reserve conditions consistent with a marked slowing of M1 growth over the next three months to around a 5-1/2 percent annual rate and with enough moderation of M2 growth -12possibly to move just within the target range for the year."
1985,1985-11-04,1985-11-05,Meeting,Bluebook,"-10(12) Alternative A contemplates an easing of reserve pressures, with discount window borrowing falling to $200 to $300 million and the federal funds rate dropping to around the 7-1/2 percent discount rate.","* a a  o I I I I I I I I I I I I I 0 N D J F M A M J J A S 0 N D J 1984 1985 3250 3150 3050 -2950 2850 Chart 4 DEBT BIl I Ions of doll r 1 6800 -ACTUAL LEVEL -PROJECTED LEVEL S  o o B  I I I I I I I I I L I I 1 SN D J F M A M J J A S 0 N D J 1984 1985 -I 6600 W 6400 -6200 -6000 -5800 5600I I I I I I I I I I. . . . . . . -8(9) Alternative B contemplates maintenance of about the current degree of pressure on reserve positions, indexed by discount window borrowing of $450 to $550 million, with federal funds continuing to trade around 8 percent.","(14) Alternative C assumes an increase in borrowing at the discount window to the $700 to $800 million area, which would be expected -11to involve federal funds trading around 8-1/2 percent."
1985,1985-12-16,1985-12-17,Meeting,Bluebook,"Alternative A conteplates a decline in borrowing to a range of $200 to $250 million and an associated drop in the federal funds rate to near the current 7-1/2 percent discount rate.","C Growth from November to March M1 9-1/2 8-1/2 7-3/4 M2 8 7-1/4 6-3/4 M3 6-1/2 6 5-1/2 Associated federal funds rate range 5 to 9 6 to 10 6-1/2 to 10-1/2 Implied growth from December to March M1 8 6-1/2 5-1/2 M2 7-1/2 6-1/2 5-3/4 M3 5-1/2 5 4-1/2 (8) The specifications of alternative B assume borrowing at the discount window around $400 to $450 million, with federal funds likely to average just below 8 percent.","A slight firming of money market conditions is assumed under alternative C, involving an increase in discount window borrowing to around $550 to $600 million, with federal funds likely to trade in the neighborhood of 8-1/8 percent."
1986,1986-02-11,1986-02-12,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","(18) The specifications of alternative B envision a continuation of discount window borrowing in a range of $300 to $400 million, with federal funds likely to trade around 7-3/4 percent or a little higher.","(24) Alternative C encompasses a modest firming in reserve conditions, with discount borrowing increasing to $450 to $500 million and federal funds trading consistently somewhat above 8 percent."
1986,1986-04-01,1986-04-01,Meeting,Bluebook,"(13) Alternative A encompasses some easing of reserve conditions, with discount window borrowing dropping to minimum levels of $100 to $150 million, and the federal funds rate averaging around, or a little below, the 7 percent discount rate.","C Growth from March to June Ml 9 7-1/2 6 M2 8 7 6 M3 7-1/4 6-1/2 5-3/4 Associated federal funds rate range 5 to 9 5-1/2 to 6 to 10 9-1/2 (8) Under alternative B, which assumes maintenance of about the current degree of pressure on bank reserve positions as indexed by $300 million in borrowing, M1 would be expected to grow at about a 7-1/2 percent annual rate from March to June.","NO ALTERNATIVE C FOUND"
1986,1986-05-20,1986-05-20,Meeting,Bluebook,"(11) Under alternative A, which entails discount window borrowing falling to frictional levels of $100 to $150 million, the funds rate would tend to move below the current 6-1/2 percent discount rate.","The funds rate range of 5 to 9 percent suggested for alternative Bone percentage point lower than the range now in the directive-is about centered on the area of federal funds trading that has prevailed under existing reserve conditions since the discount rate was cut to 6-1/2 percent.","NO ALTERNATIVE C FOUND"
1986,1986-07-08,1986-07-09,Meeting,Bluebook,"(22) Alternative A contemplates an easing of reserve conditions, characterized by frictional discount window borrowing of around $150 million and the federal funds rate averaging a little below 6-1/2 percent.","C Growth from June to September Ml 10 8 6 M2 8-3/4 7-1/2 6-1/4 M3 7-3/4 7 6-1/4 Associated federal funds rate 4 to 8 5 to 9 6 to 10 (19) M1 growth under alternative B, which assumes reserve pressures remain unchanged, would average 8 percent at an annual rate over the next three months.","NO ALTERNATIVE C FOUND"
1986,1986-08-19,1986-08-19,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","(13) Shortand long-term interest rates are expected to remain around their current levels under alternative B, at least initially, though with federal funds continuing to trade in a 6-1/4 to 6-3/8 area some modest upward pressures on interest rates could emerge as market participants begin to reassess the odds on a near-term easing in policy.","(16) Alternative C assumes a tightening of reserve positions, with borrowing from the discount window rising to around $500 million and the federal funds rate backing up to the 6-3/4 to 6-7/8 percent area."
1986,1986-09-23,1986-09-23,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Growth from August to December M2 9-1/2 8-1/2 7-1/2 M3 8-1/2 8 7-1/2 M1 14 12 10 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (8) Under Alternative B, which assumes continuation of the current degree of pressure on reserve positions, growth in M2 and M3 expected over the next four months would leave these aggregates at the 9 percent upper ends of their annual ranges.","NO ALTERNATIVE C FOUND"
1986,1986-11-05,1986-11-05,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Growth from August to December M2 9 8-1/2 8 M3 7-3/4 7-1/2 7-1/4 Ml 13-1/2 12-1/2 11-1/2 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (9) Alternative B assumes continuation of the current degree of pressure on reserve postions, with adjustment plus seasonal borrowing at Alternative Levels and Growth Rates for Key Monetary Aggregates M2 M3 M1 Alt.","NO ALTERNATIVE C FOUND"
1986,1986-12-15,1986-12-16,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Growth from November to March M2 8 7 6 M3 6-1/2 6 5-1/2 M1 14 12 10 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (8) The specifications of alternative B assume borrowing at the discount window of $300 million.","NO ALTERNATIVE C FOUND"
1987,1987-02-10,1987-02-11,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Growth from November to March M2 8-1/2 8 7-1/2 M3 7-3/4 7-1/2 7-1/4 M1 16-1/2 15-1/2 14-1/2 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (18) The specifications of alternative B involve maintaining a reserve path allowance for borrowing at the discount window of $300 million.","(24) Under alternative C, reserve paths would be drawn with a borrowing level of $500 million, which would likely lead to a rise in the federal funds rate to the 6-1/2 percent area."
1987,1987-03-31,1987-03-31,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Growth from March to June M2 7 6 5 M3 6-1/2 6 5-1/2 Ml 10-1/2 9 7-1/2 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (9) Alternative B assumes maintenance of the current degree of pressure on reserve positions, with reserve paths allowing for $300 million of borrowing at the discount window.","(16) Under alternative C, reserve paths would be drawn with a borrowing level of $500 million, which would push the federal funds rate up to the 6-1/2 percent area."
1987,1987-05-19,1987-05-19,Meeting,Bluebook,"(15) Alternative A, which assumes a reduction of borrowing at the discount window to $200 million, would induce the federal funds rate to drop back over time, probably to below 6 percent.","C Growth from March to June M2 4-1/2 4 3-1/2 M3 6-1/4 6 5-3/4 Ml 9-1/4 8-1/2 7-3/4 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (8) Alternative B assumes maintenance of the current $400 million allowance for adjustment and seasonal borrowing.","NO ALTERNATIVE C FOUND"
1987,1987-07-07,1987-07-07,Meeting,Bluebook,"(25) Alternative A assumes a reduction in the borrowing allowance to $300 million; the federal funds rate is likely to decline to the 6 to 6-1/4 percent area.","C Growth from June to September M2 6-1/2 5 3-1/2 M3 8 7-1/2 7 Ml 6 4 2 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (20) Alternative B assumes the current $500 million allowance for adjustment and seasonal borrowing.","NO ALTERNATIVE C FOUND"
1987,1987-08-18,1987-08-18,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Growth from June to September M2 5-1/2 5 4-1/2 M3 5-3/4 5-1/2 5-1/4 M1 5 4 3 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (9) Alternative B is based on retaining $500 million of adjustment plus seasonal borrowing as the assumption in constructing reserve paths.","NO ALTERNATIVE C FOUND"
1987,1987-09-22,1987-09-22,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C ranges Growth from August to December M2 5-1/2 4-1/2 3-1/2 M3 6-1/4 6 5-3/4 Ml 4-1/2 3 1-1/2 Implied growth from Q4'86 to Q4'87 M2 4-1/4 4 4 5-1/2 to 8-1/2 M3 5-1/2 5-1/4 5-1/4 5-1/2 to 8-1/2 M1 6-1/4 6 5-1/2 Associated federal funds rate range 4 to 8 5 to 9 6 to 10 (9) Under alternative B, reserve paths would continue to be drawn with adjustment plus seasonal borrowing at the $600 million level that has been specified since early September.","NO ALTERNATIVE C FOUND"
1987,1987-11-03,1987-11-03,Meeting,Bluebook,"Additional easing would be sought under alternative A, either through a further reduction in the borrowing assumption to $250 million or a 1/2 point cut in the discount rate; the funds rate would be likely to fall to, or a little below, the 6-1/2 percent area.","(11) Alternative B would maintain the easier reserve conditions that have come to prevail recently; the assumption for adjustment and seasonal borrowing would remain at $450 million, with federal funds trading expected to center at 7 percent or a bit below.","Alternative C would involve some slight firming of reserve conditions, with borrowing being increased to $550 million and the funds rate probably moving back to around 7-1/4 percent."
1987,1987-12-15,1987-12-16,Meeting,Bluebook,"(14) The 1/2 percentage point lowering of the federal funds rate under alternative A would bring it to the 6-1/4 to 6-3/8 percent area.","C Implied growth from Tentative 1988 Q4'87 to March range (Q4 to Q4) M2 5-3/4 4-3/4 3-3/4 5 to 8 M3 6-1/2 6 5-1/2 5 to 8 Ml 5-1/2 3-1/2 1-1/2 (9) Alternative B would involve federal funds trading continuing to center around 6-3/4 to 6-7/8 percent.","NO ALTERNATIVE C FOUND"
1988,1988-02-09,1988-02-10,Meeting,Bluebook,"Alternative A would be associated with a reduction in the federal funds rate of about 1/2 percentage point--achieved by a lowering of the borrowing objective to $100 million, a near-frictional level--or by a 1/2 percentage point cut in the discount rate.","The level of adjustment plus seasonal borrowing associated with alternative B, $250 million, is expected to entail federal funds trading around recent 6-1/2 to 6-3/4 percent levels.","Alternative C would be associated with an increase in the borrowing objective to about $450 million and a rise in the federal funds rate of approximately 1/2 percentage point."
1988,1988-03-29,1988-03-29,Meeting,Bluebook,"Under alternative A, federal funds would be expected to trade around the current 6 percent discount rate; this could be accomplished by reducing the discount rate by 1/2 point while keeping the $200 million borrowing objective, or by decreasing this objective.","Alternative B would retain the $200 million assumption for adjustment plus seasonal borrowing now used in constructing paths for nonborrowed reserves, with federal funds rates remaining generally in the 6-1/2 percent area, once any quarter-end pressures were past.","Under alternative C, the borrowing objective would be raised to $400 million and the funds rate would move up to the vicinity of 7 percent."
1988,1988-05-17,1988-05-17,Meeting,Bluebook,"M3 could be supported somewhat by a further shifting of business credit demands to banks as higher bond yields curtail firms' offerings of longer-term debt, necessitating greater reliance on managed liabilities by banks than under alternative B. -12(14) Alternative A would be implemented through restoring the assumption for adjustment plus seasonal borrowing to the level of $200 million that was in force from late January through late March, with federal funds probably returning to the 6-1/2 percent trading area; even lower rates could prevail if seasonal credit, which is now above $200 million, responded relatively little to the decline in reserve pressures.","The federal funds rate would be expected to average around 7 percent under alternative B, and around 7-1/2 and 6-1/2 percent under 2 alternatives C and A.","(12) The increase in discount borrowing to $600 million under alternative C would raise the federal funds rate by 1/2 percentage point and carry Treasury bill rates up by similar amounts."
1988,1988-06-29,1988-06-30,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","-14Growth from June to September M2 6-1/4 5-1/2 4 M3 7-1/4 7 6-1/2 M1 4-1/2 3-1/2 1-1/2 Associated federal funds rate range 5 to 9 5 to 9 6 to 10 (18) Market rates appear to have incorporated the recent firming of policy, which would be retained under alternative B, and most rates should remain near current levels over the near term.","(21) The market does not appear to be anticipating an immediate further monetary tightening as contemplated in alternative C. Thus, the half-point increase in the funds rate under this alternative would prompt other private short-term rates to move up by a similar amount."
1988,1988-08-16,1988-08-16,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","Under alternative B, a federal funds rate of around 8 percent would be consistent with the average relationship that prevailed over the first half of this year between borrowing and the funds rate-discount rate spread.","(13) The tightening of reserve positions under alternative C immediately following the discount rate hike would be somewhat surprising to market participants and the associated 1/2 percentage point increase in the funds rate probably would show through nearly fully in private money market rates."
1988,1988-09-20,1988-09-20,Meeting,Bluebook,"The funds rate would fall to the 7-1/2 to 7-3/4 percent area under alternative A and rise to the 8-1/2 to 8-3/4 percent area under alternative C. (8) The table below presents growth rates of the monetary aggregates for the August-to-December period expected under the three alternatives.","Under alternative B, the federal funds rate would be expected to continue to trade generally in the 8 to 8-1/4 percent area.","The funds rate would fall to the 7-1/2 to 7-3/4 percent area under alternative A and rise to the 8-1/2 to 8-3/4 percent area under alternative C. (8) The table below presents growth rates of the monetary aggregates for the August-to-December period expected under the three alternatives."
1988,1988-11-01,1988-11-01,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Growth from September to December M2 3-1/4 2-1/2 1-3/4 M3 6-1/4 6 5-3/4 M1 1 0 -1 Associated federal funds rate range 5-1/2 to 9-1/2 6 to 10 6-1/2 to 10-1/2 -10(10) Maintenance of current reserve conditions under alternative B is in line with market expectations about the near-term course of policy, and as a consequence any changes in interest rates and dollar exchange rates are likely to be relatively small.","NO ALTERNATIVE C FOUND"
1988,1988-12-13,1988-12-14,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","Under Alternative B, a borrowing objective of $400 million would be retained, and federal funds would be expected to settle mainly into an 8-3/8 to 8-1/2 percent range, though slightly higher rates are possible through year-end.","Alternative C incorporates an increase in intended discount borrowing to $600 million, with the federal funds rate likely to move up to around 8-7/8 to 9 percent."
1989,1989-02-07,1989-02-08,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","NO ALTERNATIVE B FOUND","(25) The rise in the funds rate to around 9-1/2 percent or slightly higher associated with discount borrowing of $800 million under alternative C would be larger than is currently built into market rates."
1989,1989-03-28,1989-03-28,Meeting,Bluebook,"Alternative A entails federal funds around 9-1/4 percent and borrowing of $300 million, and alternative C involves funds around 10-1/4 percent and borrowing of $700 million.","Alternative B maintains the current degree of reserve market pressure, with federal funds trading around 9-3/4 percent or slightly higher in association with adjustment plus seasonal borrowing of $500 million.","Alternative A entails federal funds around 9-1/4 percent and borrowing of $300 million, and alternative C involves funds around 10-1/4 percent and borrowing of $700 million."
1989,1989-05-16,1989-05-16,Meeting,Bluebook,"Under alternative A, the funds rate would decline to the 9-1/4 to 9-3/8 percent area with borrowing around $400 million, and under alternative C federal funds would rise to 10-1/4 to 10-3/8 percent and borrowing to $800 million.","NO ALTERNATIVE B FOUND","Under alternative A, the funds rate would decline to the 9-1/4 to 9-3/8 percent area with borrowing around $400 million, and under alternative C federal funds would rise to 10-1/4 to 10-3/8 percent and borrowing to $800 million."
1989,1989-07-05,1989-07-06,Meeting,Bluebook,"As a consequence, the staff estimates that a funds rate in the 9 to 9-1/8 percent area under alternative A would be consistent with borrowing of perhaps around $550 million.","Under alternative B, federal funds would continue to trade in the 9-1/2 to 9-5/8 percent area.","NO ALTERNATIVE C FOUND"
1989,1989-08-22,1989-08-22,Meeting,Bluebook,"Under alternative A, a funds rate of 8-1/2 to 8-5/8 percent would be expected to be associated with borrowing of $450 million, while under alternative C, a funds rate of 9-1/2 to 9-5/8 percent would accompany borrowing of $650 million.","Alternative B involves federal funds continuing to trade mostly in a 9 to 9-1/8 percent range and adjustment plus seasonal borrowing at the discount window remaining at $550 million.","Under alternative A, a funds rate of 8-1/2 to 8-5/8 percent would be expected to be associated with borrowing of $450 million, while under alternative C, a funds rate of 9-1/2 to 9-5/8 percent would accompany borrowing of $650 million."
1989,1989-10-03,1989-10-03,Meeting,Bluebook,"This also implies that, under alternative A, a decline of only $100 million in the borrowing objective--to $400 million--is likely to be associated with a decrease in the federal funds rate to around 8-1/2 percent; similarly, a rise of only $100 million in borrowing--to $600 million--would be associated with an increase in the federal funds rate to around 9-1/2 percent under alternative C.","Under alternative B, a federal funds rate of around 9 percent would be expected to be associated, at least initially, with adjustment plus seasonal borrowing of $500 million.","This also implies that, under alternative A, a decline of only $100 million in the borrowing objective--to $400 million--is likely to be associated with a decrease in the federal funds rate to around 8-1/2 percent; similarly, a rise of only $100 million in borrowing--to $600 million--would be associated with an increase in the federal funds rate to around 9-1/2 percent under alternative C."
1989,1989-11-14,1989-11-14,Meeting,Bluebook,"In alternative A, a federal funds rate around 8 percent would be accompanied by a borrowing assumption of $100 million.","In alternative B, federal funds would continue to trade around 8-1/2 percent, a level expected to be associated with adjustment plus seasonal borrowing of $200 million.","NO ALTERNATIVE C FOUND"
1989,1989-12-18,1989-12-19,Meeting,Bluebook,"Under alternative A, the federal funds rate would decline to the 8 percent area accompanying a decline in adjustment plus seasonal borrowing to $100 million.","The specifications of alternative B involve federal funds continuing to trade in the 8-1/2 percent area in association with adjustment plus seasonal borrowing of $150 million.","NO ALTERNATIVE C FOUND"
1990,1990-02-06,1990-02-07,Meeting,Bluebook,"The 7-3/4 percent funds rate for alternative A appears roughly consistent with $100 million of borrowing, while the 8-3/4 percent funds rate of alternative C would be accompanied by about $200 million of borrowing.","Alternative B involves federal funds continuing to trade in the 8-1/4 percent vicinity, in association with adjustment plus seasonal borrowing of $150 million.","The 7-3/4 percent funds rate for alternative A appears roughly consistent with $100 million of borrowing, while the 8-3/4 percent funds rate of alternative C would be accompanied by about $200 million of borrowing."
1990,1990-03-27,1990-03-27,Meeting,Bluebook,"Alternative A embodies a 7-3/4 percent federal funds rate and a borrowing assumption of $100 million, while the 8-3/4 percent funds rate of alternative C reflects borrowing of $200 million.","Under alternative B, maintaining federal funds trading around 8-1/4 percent is anticipated to be associated with about $150 million of adjustment plus seasonal borrowing, the assumption used since the last FOMC meeting in constructing reserve paths.","Alternative A embodies a 7-3/4 percent federal funds rate and a borrowing assumption of $100 million, while the 8-3/4 percent funds rate of alternative C reflects borrowing of $200 million."
1990,1990-05-15,1990-05-15,Meeting,Bluebook,"The specifications of alternative A call for federal funds trading around 7-3/4 percent and a borrowing level of $300 million, while those of alternative C call for federal funds in the 8-3/4 percent area, which is likely to involve $400 million of borrowing.","Under alternative B, federal funds would be expected to continue to trade around 8-1/4 percent, with an initial level of adjustment plus seasonal borrowing of $350 million.","The specifications of alternative A call for federal funds trading around 7-3/4 percent and a borrowing level of $300 million, while those of alternative C call for federal funds in the 8-3/4 percent area, which is likely to involve $400 million of borrowing."
