year,start_date,end_date,numberofsentences_altA,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10
1981,1981-02-02,1981-02-03,6,17.25,No target in FRED,"C Growth from December to March M-1A 7½ 6¾ 4¼ M-1B 7½ 6¾ 4¾ M-2 8¾ 8½ 8 Implied growth for January-March M-1A 8 6¾ 3 M-1B 7¾ 6½ 3¾ M-2 8¾ 8½ 7½ Intermeeting federal funds rate range 14 to 20 15 to 21 16 to 22 (13) As shown in the upper panel of charts 1 and 2 on the following pages, alternative A is based on growth in M-1a and M-1B at a rate that would bring the level of these aggregates by March to the midpoints of their tEntative longer-run ranges adopted in July.","This would mean, for instance, that under alternative A actual M-1A 1/ Under alternatives A and B, M-1A would grow at the same rates as M-1B over the December to March period.","For example, implied quarterly average growth in M-1B ranges from a high of 3¾ percent under alternative A to a low of 2 percent under alternative C.","Under alternative A, rates might be near, or perhaps a bit below, current levels over the balance of the quarter.","(17) The aggregate specifications of alternative A would appear to involve growth in total reserves at a 1/1½ percent annual rate from January to March, and, as noted earlier, only a small decline, if any, in the funds rate from the recent trading range of 17 to 19 percent.","While an average level of borrowing at the discount window of about $1¼ billion might be associated with attainment of the alternative A specifications, borrowing demands have been erratic recently--with the funds rate first staying high as borrowing declined and then falling as borrowing rose.","","","",""
1981,1981-03-31,1981-03-31,4,15.23,No target in FRED,"C Growth from February to June M-1B 8-3/4 6-3/4 5-1/2 M-2 12-3/4 12-1/4 12 Implied growth from March to June M-1B 8-3/4 6 4-1/2 M-2 11-1/2 10-3/4 10-1/4 Intermeeting federal funds rate range 13 to 19 14 to 20 15 to 21 (10) As shown in the first chart on the following pages, the alternative A target specifications are designed to return adjusted M-1B by June to the midpoint growth path of the Committee's QIV '80 to QIV '81 longer-run range of 3-1/2 to 6 percent.","(12) The projected strengthening of demand for transactions balances implies that interest rates will probably be under upward pressure over the coming quarter, particularly under the alternative B and C speci- fications, but also possibly to a degree under alternative A.","Under alternative A--which involves growth in total reserves from March to June -11- at a 9-3/4 percent annual rate-we would expect the funds rate to be in a 14 to 16 percent range over the next few-weeks, with borrowing at the discount window ranging around $1 billion, given the current discount rate structure.","(14) Greater restraint on money growth relative to demand would be imposed under alternatives B and C, which involve limiting growth in adjusted M-1B to rates of 6 and 4-1/2 percent, respectively, over the next three months-substantially lower rates than the 8-3/4 percent of alternative A. Growth in total reserves over the period would be at annual rates of -12- 7-3/4 and 6 percent under alternatives B and C, respectively.","","","","","",""
1981,1981-05-18,1981-05-18,3,18.49,No target in FRED,"Alternative A targets M-1B growth in May and June at the 4¾ percent midpoint of its longer-run range, a rate of growth that would keep the level of M-1B just below its midpoint by June.","Even under alternative A--which involves growth in total reserves from April to June at an 8 percent annual rate-- the federal funds rate seems likely to remain in a 17 to 20 percent range over the balance of the quarter.1/ Assuming the present discount rate structure, adjustment borrowing would probably be around $1 to $2 billion.","e--estimated 40,660 40,435 40,450 40,450 300 300 233 2 3 3 e 1,953 2,009 2,023 2,0 2 3 e Appendix II Federal Fund Rates Under Alternative Short-Run Monetary Targets, Assuming Attainment of Midpoint of 1981 M-1B Range in Fourth Quarter Bluebook Alternative B 18¾ 19 18¼ *Alternative A path is that GNP forecast.","","","","","","",""
1981,1981-07-06,1981-07-07,2,19.83,No target in FRED,"C M1-B 10½ 8½ 6½ M2 9½ 8½ 8 Federal funds range 14 to 20 16 to 22 18 to 24 (18) Alternative A was designed to return M1-B to the lower end of its longer-run range by September.","Assuming a fairly smooth month-by-month trajectory, the quarterly average growth of M1-B under alternative A would be 4 percent at an annual rate, as compared to a projected third-quarter growth of nominal GNP of about 7½ percent.","","","","","","","",""
1981,1981-08-18,1981-08-18,6,18.3,No target in FRED,"B Growth from June to September M1-B 7 6 M2 10½ 10 Implied Growth from July to September M1-B 8½ 7½ M2 11½ 10½ Federal funds rate range 15 to 21 16 to 22 (8) Alternative A retains the Committee's 7 percent June-to- September target for M1-B adopted at the last meeting, a target that would require an 8½ percent annual rate of growth over the two-month July-to- September period.","I I1 I I I I I I I I I I O N D J F M A M J 1980 ANK CREDIT - Actual Level 1981 J A S O N 0 N D J 1980 M A M J J 1981 1900 0 Billions of A S 00 alternative A to be on the order of 10½ percent.","(10) To achieve the alternative A specifications, total reserves probably would have to expand at about a 13 percent annual rate in August and September, considerably more than in July.","Even with the alternative A target specifi- cations, income velocity of M-B would rise at a relatively rapid annual rate of about 5 percent this quarter.","It seems reasonable to expect that under alternative A the federal funds rate over the next few weeks might be in the area of 18 percent.","Pressure on thrift institution earnings would be more intense under this alternative than under alternative A, and mortgage rates would probably rise further.","","","",""
1981,1981-10-05,1981-10-06,3,16.57,No target in FRED,"C Growth from September to December M-1B 12 9 6 M2 12½ 11 10 Implied growth from QIV '80 to QIV '81 M1-B 3 2 2 M2 10 9¾ 9 Federal funds rate range 9 to 15 11 to 17 13 to 18 (9) Alternative A is designed to achieve a rapid enough expansion of M1-B over the next three months so that it would reach the lower limit of the FOMC's 3½ to 6 percent longer-run target range by December.","(16) Under alternative A, M1-B growth is targeted to rise at about a 12 percent annual rate from September to December in order to bring this aggregate back to the lower bound of its long-run range by the end of the year.","Such upward interest rate pressures would be intensified as the sharp easing of credit conditions between now and year-end contemplated by alternative A leads to more of a strengthening in economic activity in the first part of next year than is in the current staff projection.","","","","","","",""
1981,1981-11-17,1981-11-17,3,13.33,No target in FRED,"C Growth from September to December M1-B 7 6 5 M2 11 10½ 10 Implied Growth from October to December M1-B 8¾ 7 5¾ M2 12 11¼ 10½ Federal funds rate range 8 to 13 10 to 15 11 to 16 (7) Alternative A maintains the September to December target for M1-B adopted by the Committee at its last meeting, while alternatives B and C reduce that target by one and two percentage points, respectively.","(9) Alternative A--which calls for maintaining the Committee's 7 percent growth rate target for M1-B for the last three months of the 1/ The introduction of International Banking Facilities in early December might have a temporary downward impact on M1-B to the extent that foreign IPC demand deposits are shifted to 2-day notice accounts in IBFs.","Because it is so late in 1981, the impact on annual growth of the aggregates this year from adoption of either of these alternatives rather than continuing with alternative A would be relatively small, as may be noted from the detailed tables on pp. 6 and 7.","","","","","","",""
1981,1981-12-21,1981-12-22,3,12.28,No target in FRED,"(20) Alternative A calls for a 5-1/2 percent growth target for M1 from the fourth quarter to March and 4-1/4 percent from the estimated December level to March, and involves a greater risk that the level of M2 in the first quarter will be above the upper limit of its tentative long-run range.","(21) The contemplated modest decline in short-term interest rates under alternative A might be accompanied by a tendency for the dollar to decline on exchange markets.","Selection of alternative A might involve a larger rise in rates later in the year to compensate for the greater near- term monetary stimulus associated with this approach if the Committee desires to slow money growth later in an effort to achieve midpoint growth for the year.","","","","","","",""
1982,1982-02-01,1982-02-02,3,14.21,No target in FRED,"-10- (12) Continuation of the short-run policy toward M1 adopted at the last meeting is shown as alternative A in the table below.","This option would bring M1 into the upper half of the 2½ to 5½ percent longer- run range by March, assuming this long-run range is based, as has been the case in the past, on the actual average level of M1 in the fourth quarter of the previous year.1/ The risk of sharp interest rate fluctua- tions that might be associated with alternative A, accompanied by potentially adverse implications for economic activity and financial markets, might be reduced by extending beyond the first quarter the horizon over which the Committee targets the return of M1 to within the tentative 2½ to 5½ percent longer-run range--as is contemplated by the three other alternatives in the table.","This approach, like alternative A, would be consistent with growth for 1982 at around the midpoint of the longer-run range.","","","","","","",""
1982,1982-03-29,1982-03-30,3,14.39,No target in FRED,"Alternative A, calling for a 4½ percent rate of growth of M1 in the March-to-June interval, would, as shown in Chart 1, maintain the level of narrow money above the upper end of the Committee's 2½-to-5½ percent longer-run range throughout the second quarter; however, that rate, if sustained over the second half, would bring M1 down to the upper end of range by year-end.","(11) Alternative A, which entails growth of M1 at a 4½ percent rate from March to June, would call for an increase in total reserves over the quarter at about an 8½ percent annual rate.","If the M1 specification of alternative A is adopted for the second quarter, this would imply a further deceleration of M1 growth over the last six months of the year to a 2¾ percent annual rate to be consistent with growth for the year (QIV to QIV basis) at 4¾ percent rate, the middle of the upper half of the FOMC's M1 range for the year (see the top line of the ""4¾"" column in the table below.) The last column of the table shows that growth at about a 4 percent annual rate over the last six months of the year would be consistent with hitting the upper limit of the longer-run range under alternative A--which would provide more scope for financing expected economic recovery.","","","","","","",""
1982,1982-05-18,1982-05-18,4,14.68,No target in FRED,"Alternative A, calling for M1 growth from March to June at a 4 percent rate, would be consistent with a slower approach of both M1 and M2 toward the upper ends of their ranges.","(12) Alternative A, which calls for a 4 percent annual rate of growth in M1 from March to June, probably would result in appreciable interest rate reductions along the maturity spectrum.","(13) The 3-month bill rate under alternative A would probably drop below the current discount rate, and range around 11 percent.","Alternative A would provide less room for growth of M1 in the second half of the year, assuming the present longer-run target range is retained.","","","","","",""
1982,1982-06-30,1982-07-01,5,14.71,No target in FRED,"-5- Longer-run targets (7) Two options that seem reasonable under current circumstances in reconsidering the monetary aggregate targets for 1982 are retention of the present ranges (shown as alternative A below) or adoption of somewhat higher ranges (shown as alternative B).","C Growth from June to September M1 5½ 4 2½ M2 8½ 7¾ 7 Federal funds rate range 10 to 15 11 to 16 12 to 17 (14) Under alternative A, M1 over the next three months would grow at a rate matching that of the upper bound of the Committee's current longer-run range.","Because such a trajectory would mean that there would be no narrowing of the existing absolute gap relative to the top of the range, alternative A might be viewed as especially consistent with a deci- sion to raise the 1982 range or to tolerate a small overshoot.","Under all alternatives, the level of M2 by September would be around its upper limit-- a bit above in the case of alternative A and somewhat below in the case of alternative C. (See charts on the next two pages).","(18) Alternative A, which targets faster growth in M1 than alternative B, could well produce a fairly substantial decline in money market rates.","","","","",""
1982,1982-08-24,1982-08-24,6,9.01,No target in FRED,"Alternative A Alternative B Growth from June to September M1 5 4 M2 10 9-1/2 Implied growth from July to September M1 7-3/4 6-1/4 M2 10-1/4 9-1/2 Federal funds rate range 7 to 12 8 to 13 (10) Alternative A represents the Committee's current third- quarter M1 target of 5 percent, but with an upward revision of the M2 target from 9 to 10 percent in reflection of the strength of this aggregate currently.","(11) Total reserves under alternative A would expand at about a 4-3/4 percent annual rate over the balance of the quarter.","Because money market fund yields would more quickly come into alignment with market rates, M2 and especially M3 growth would probably be a bit slower than under alternative A. (17) In the fourth quarter of the year, interest rates may be under upward pressure as compared with levels anticipated between now and September in either alternative A or B. Nominal GNP growth is expected to be maintained at close to the third-quarter rate in part because of lagged effects of the recent tax cut.","And in the degree that the quantity of money demanded is also increased from the lagged effects of recent short- term rate declines there will be a greater likelihood that a rebound in short-term rates would result from efforts to constrain money growth to -13- the upper end of the longer-run M1 range, with the odds on a rebound greater under alternative A than alternative B. Growth Rate Over September-December to Attain M1 Growth for 1982 at 5% 5-1/2% 6% Alternative A 3 5 7 Alternative B 4 6 8 -14- Directive language Given below is a suggested operational paragraph for the directive.","","","","","",""
1982,1982-10-05,1982-10-05,2,10.9,10,"(17) Alternative A, which targets M1 growth at a 5 percent and M2 at a 9-1/2 percent annual rate from September to December, would probably accommodate an easing in money market conditions over the months ahead.","The language in brackets, which indicates that a shortfall in growth would be acceptable in the context of declining interest rates, is suggested for consideration if the Committee were to opt for alternative A, the most expansive alternative, although it may also be useful for alternative B.","","","","","","","",""
1982,1982-11-16,1982-11-16,4,9.82,9.5,"Alternatives B and C encompass growth rates of M2 (and also M3) for the quarter consistent with the Committee's decision with respect to these aggregates at the previous meeting, while alternative A looks to somewhat higher growth rates.","(13) An increase in the Committee's fourth-quarter M2 target to a 10 percent annual rate, as in alternative A, might be required for some further easing of money market conditions in an environment of continued strong liquidity demands on the part of the public.","(14) Under alternative A, we would expect the federal funds rate to decline from its present level to the area of 8½ percent, with total reserves rising at about an 8 percent annual rate in November and December.","(15) The further easing in bank reserve positions contemplated by alternative A might involve a drop in the 3-month bill rate to around 7½ percent, or perhaps somewhat lower depending on expectations of further policy adjustments.","","","","","",""
1982,1982-12-20,1982-12-21,3,8.79,8.5,"-10- (15) Alternative A calls for a more rapid expansion in aggregates during the first quarter of the year.","Since alternative A would probably be associated with a drop in short-term rates over the near-term--typified by federal funds falling to around 7-1/2 percent and a 3-month Treasury bill to around 6-3/4--it is possible that a fairly substantial reversal of interest rates as the year 1983 progresses may be required under this alternative to restrain M2 growth to its longer-term range (assuming that economic activity improved in the course of the year).","(16) Total reserves might increase at a 9-1/2 percent annual rate over the first three months of the year under alternative A and nonborrowed reserves at a 12-1/2 percent annual rate, assuming adjustment borrowing of around $100 million or so.","","","","","","",""
1983,1983-02-08,1983-02-09,2,8.56,8.5,"-17- (23) Somewhat easier market conditions are implied by alternative A, which involves a drop in the funds rate to the 7 to 8 percent area.","Assuming a cut in the discount rate, the money market specifications of alternative A would generally be consistent with borrowing in the $150 million to $200 million range.","","","","","","","",""
1983,1983-03-28,1983-03-29,3,8.76,8.5,"M2 under alternative A would be just a bit above the upper end of the range by June, and would be down within the range under alternatives B and C, as shown in Chart 1.","(16) Alternative A, which calls for 10 percent M2 growth from March to June, would probably be associated with a drop in the federal funds rate to the 7 to 8 percent area.","(17) Short-term interest rates may decline considerably under alternative A, as market fears of any near-term tightening are allayed and current dealer financing costs drop along with the funds rate.","","","","","","",""
1983,1983-05-24,1983-05-24,3,8.74,8.625,"(18) Alternative A envisions an easing in bank reserve positions that would help move the broader aggregates more in the direction of the short-run path expected at the last Committee meeting, but at the same time -12- would probably cause M1 to move even further above the Committee's previously held expectations for the second quarter.","(19) The approach of alternative A, particularly if it also involved a cut in the discount rate, could lead to fairly sizable declines in short-term interest rates, partly because it would tend to confirm that the Committee was discounting the recent behavior of M1.","(20) Over the longer run, looking toward the year as a whole, alternative A would, with greater probability, involve M1 growth above the FOMC's longer-run range, unless interest rates moved up again in the second half of the year.","","","","","","",""
1983,1983-07-12,1983-07-13,5,9.21,9,"C Growth from June to Sept. M2 9 8½ 8 M3 8½ 8 7½ M1 7 6 4½ Federal funds rate range 6 to 10 7 to 11 8 to 12 (18) The specifications of Alternative A contemplate no further tightening of money market conditions over the next few months.","(20) Under alternative A, M1 growth is anticipated to slow much more substantially than growth in the other aggregates.","Should the public continue to place a substantial amount of savings in components of M1, and over the next few weeks some of the tax cut may well be lodged in such deposits, the velocity of M1 could continue to fall--with M1 1 On a quarterly average basis M1 growth in the third quarter under alternative A would be around 10¾ percent at an annual rate.","(21) Given recent market rate adjustments, it would seem most likely that interest rates would generally remain near current levels under alternative A or decline some.","While thrift deposit flows might be about the same as under alternative A, higher deposit costs would once again begin to eliminate the earnings of a large number of S&Ls and MSBs, exerting upward pressure on mortgage rates.","","","","",""
1983,1983-08-23,1983-08-23,2,9.37,9.5,"(15) Alternative A contemplates some easing in money market conditions, with federal funds in an 8-1/2 to 9 per cent area and borrow- ing declining to the $400-$600 million range.","(16) While growth in the monetary aggregates in the June-to- September period may be only a little stronger under alternative A than alternative B, the easing in bank reserve positions, if sustained through the fourth quarter, would involve a greater chance as the year progresses that M1 growth would accelerate, at least a bit, from what is currently expected to be a moderate August pace and tend to stay above its longer-run range.","","","","","","","",""
1983,1983-10-04,1983-10-04,3,9.62,9.375,"(15) Alternative A contemplates that the federal funds rate would need to fall to an area just above the current 8-1/2 percent -10- discount rate--with a drop in borrowing to the $200 to $400 million range-- if the Committee were to seek the more rapid growth rates in money specified by this alternative.","(16) A substantial rally in financial markets would probably accompany an easing in bank reserve positions of the dimensions suggested in alternative A, with the 3-month bill rate falling to the neighborhood of 8-1/4 percent.","(17) Whether the rate declines contemplated under alternative A, with money market rates hovering around the current discount rate, would be sustained into next year is, at this point, questionable.","","","","","","",""
1983,1983-11-14,1983-11-15,2,9.38,9.375,"(16) Alternative A involves an easing in bank reserve positions and money market conditions over the next few weeks--with borrowing from the discount window falling into the $350-450 million range and the federal funds rate dropping to around 8-3/4 to 9 percent.","(18) The extent of easing in money market conditions contem- plated under alternative A would probably result in a sizable decline in other short-term interest rates, with the 3-month Treasury bill falling into the 8 to 8-1/2 percent area, and a decline in the dollar on foreign exchange markets.","","","","","","","",""
1983,1983-12-19,1983-12-20,1,9.73,9.375,"(22) Alternative A involves an easing of bank reserve positions- with borrowing falling to around $400 million and federal funds dropping to around 9 percent or a little below-that would tend to place M2 and M1 in the upper halves of their tentative longer-run ranges by March.","","","","","","","","",""
1984,1984-01-30,1984-01-31,3,9.31,9.375,"Alternative A calls for more rapid money growth, and alternative C involves slower growth, with M1 growing at the rate specified at the previous meeting.","(21) The more rapid growth of money under alternative A would bring M1 near the upper limit of, and M2 into the upper part of, their respective alternative II longer-run ranges.","In that sense alternative A may be more consistent with the more expansive longer-run growth rates of alternative III.","","","","","","",""
1984,1984-03-26,1984-03-27,4,10.28,9.375,"(14) The specifications of alternative A contemplate more rapid growth of the aggregates, with M1 coming closer to the upper limit of its longer-run range by June and M2 moving above its midpoint.","-11- (15) Borrowing at the discount window under alternative A would be around $550 to $650 million, and nonborrowed reserves would increase at about a 10 percent annual rate.","(16) The approach of alternative A would probably lead to more rapid GNP growth over the spring and summer than in the staff's current forecast.","Alternative A would be consistent with language to ""maintain"" the existing degree of reserve restraint (interpreted as borrowing averaging over time on the order of $650 million).","","","","","",""
1984,1984-05-21,1984-05-22,2,9.01,10.5,"(13) The specifications of alternative A contemplate some easing of pressures on bank reserve positions over the coming inter- meeting period consistent with somewhat faster growth of the aggregates than under alternative B. M1 and M2 would be expected to grow a little faster than the pace chosen by the Committee in March.","Thus, alternative A increases the odds that renewed tightening of money market conditions might be necessary later in the year if the Committee wishes to hold M1 and M2 close to the midpoints of their ranges and M3 and credit to near the upper ends of their ranges.","","","","","","","",""
1984,1984-07-16,1984-07-17,1,11,11,"(23) Alternative A involves a policy approach that keeps M1 growth nearer the upper end of its longer-run range.","","","","","","","","",""
1984,1984-08-21,1984-08-21,3,11.87,11.5,"(13) The specifications of alternative A are designed to bring M1 and M2 closer to the path adopted at the previous Committee meeting, while not leading to much more rapid M3 and credit growth.","(14) The easier reserve and market conditions that are expected to develop under alternative A would probably have their greatest impact on money growth in the final months of the year.","Thus, alternative A seems most consistent with Ml growth more clearly in the upper portion of its range for this year and M2 growth around its midpoint.","","","","","","",""
1984,1984-10-02,1984-10-02,2,11.38,11,"Alternative A calls for somewhat faster money growth over the September-to-December period, consistent with an easing in reserve pressures, while alternative C contemplates somewhat slower money growth, associated with tighter reserve conditions.","(14) The somewhat more rapid money growth specifications of alternative A would be expected to involve a further reduction in pressures on bank reserve positions, with discount window borrowing declining to around $500 million.","","","","","","","",""
1984,1984-11-07,1984-11-07,3,9.47,10,"Alternative A involves an initial easing in bank reserve positions, while no substantial change is contemplated by alternative B. (14) Alternative A contemplates a more expansive reserve posture that would encourage more rapid growth in M1 and M2.","(15) The behavior of monetary aggregates and aggregate re- serves under alternative A is expected to be consistent with borrowing at the discount window of around $400 million, near the currently esti- mated ""frictional"" level.","","","","","","","",""
1984,1984-12-17,1984-12-18,3,8.26,8.75,"- 10 - (14) Alternative A involves growth in the aggregates that would bring them above the upper limits of their tentative longer-run ranges (the width of the ranges of course being narrow early in the year).","(15) The money supply specifications of alternative A are expected to entail an increase in total reserves of about 15 percent at an annual rate from November to March, accompanied by a drop in the funds rate to 8 percent or a little below.","The bracketed language would seem to be more relevant to alternatives B or C, since alternative A contains a growth rate for M1 from November to March that, as de- scribed in paragraph (14), already takes more account of the shortfall.","","","","","","",""
1985,1985-02-12,1985-02-13,2,8.3,8.25,"(21) Alternative A, which contemplates that M1 growth will slow relatively little from the December-January average to around an 8-1/2 percent annual rate over February and March, seems most consistent with long-run alternative I. Borrowing at the discount window might be reduced to its frictional level--about $100-200 million at present.","(22) Market interest rates would be expected to drop fairly sharply in the near term under alternative A, especially if it was accompanied by a lower discount rate.","","","","","","","",""
1985,1985-03-26,1985-03-26,3,8.45,8.375,"A more marked slowing of money growth is specified in alternative C, keeping M1 within the band though still above the upper limit of the cone; alternative A contemplates somewhat more rapid money growth than B that would pull M1 above the upper limit of the band.","(14) Alternative A contemplates some easing of pressures on reserve positions, with borrowing dropping to around $200 million and the federal funds rate declining to close to the 8 percent discount rate.","(16) From the fourth quarter to June, M1 would increase at an 8-3/4 percent annual rate under alternative A. Growth would have to slow to about a 3-1/4 percent annual rate over the last six months of the year, if growth for the year (QIV-to-QIV basis) were to be just below the upper limit of the long-run range.","","","","","","",""
1985,1985-05-21,1985-05-21,1,7.75,7.75,"(14) Alternative A contemplates lesser restraint on reserve conditions than B. Borrowing would be expected to drop to around minimum levels--perhaps around $200 to $250 million--and the federal funds rate to fall to somewhat under the current 7-1/2 percent discount rate.","","","","","","","","",""
1985,1985-07-09,1985-07-10,2,8.13,7.75,"(25) Alternative A contemplates an easing in money market conditions consistent with somewhat more rapid money growth over the June- to-September period.","-18- (26) Alternative A incorporates M1 growth at a 7 percent annual rate over the third quarter, and at a 10-1/2 percent annual rate from its fourth-quarter 1984 base.","","","","","","","",""
1985,1985-08-20,1985-08-20,2,7.99,7.75,"Alternative A would very probably involve growth for the second half above the Com- mittee's M1 target.","(17) Alternative A involves an easing of pressures on bank reserve positions, either through a reduction in borrowings to the $100 to $200 million area or by a drop in the discount rate of, say, 1/2 percentage point with a smaller or no accompanying decline in borrowing.","","","","","","","",""
1985,1985-10-01,1985-10-01,2,8.84,8,"(15) Alternative A assumes a reduction of adjustment plus sea- sonal borrowings to a $250 to $350 million range, or a cut in the discount rate.","The fall in market rates under alternative A could retard a movement by the public away from highly liquid monetary assets.","","","","","","","",""
1985,1985-11-04,1985-11-05,2,8.32,8,"-10- (12) Alternative A contemplates an easing of reserve pres- sures, with discount window borrowing falling to $200 to $300 million and the federal funds rate dropping to around the 7-1/2 percent discount rate.","(13) The drop in market interest rates under alternative A may be appreciable.","","","","","","","",""
1985,1985-12-16,1985-12-17,3,7.84,8,"Alternative A conteplates a decline in borrowing to a range of $200 to $250 million and an associated drop in the federal funds rate to near the current 7-1/2 percent discount rate.","The modest firming of money market conditions associated with alternative C would be expected to bring M1 closer to the upper end of the tentative long-run range, while the easier reserve conditions of alternative A are likely to put M1 near the upper edge of its band.","Should reserve conditions ease, as contemplated under alternative A, long-term interest rates would probably continue to drop, though probably not as rapidly as in recent weeks because further rate declines may begin to foster an actual or anticipated increase in longer-term borrowing.","","","","","","",""
1986,1986-02-11,1986-02-12,4,7.92,7.75,"The differences in the alternatives in that context would be reflected in the degree of near-term bank reserve pressures--with alternative B assuming unchanged pressures and alternative A some easing--and implications for the trajectory of money growth over the months ahead relative to longer-run ranges.","(21) Alternative A assumes a reduction in reserve pressures associated with adjustment plus seasonal borrowing at the discount window -14- lowered to around $150 million.","(22) Under alternative A, M1 growth would be expected to pick up to about an 8-1/2 percent annual rate over February and March, as interest rates decline.","(23) The exact response of these monetary aggregates, especially M1, to the lessening of reserve pressures under alternative A is somewhat difficult to assess.","","","","","",""
1986,1986-04-01,1986-04-01,3,8.06,7.25,"(13) Alternative A encompasses some easing of reserve conditions, with discount window borrowing dropping to minimum levels of $100 to $150 million, and the federal funds rate averaging around, or a little below, the 7 percent discount rate.","(14) M1 growth would be expected to strengthen under alternative A to around 9 percent over March to June, noving this aggregate further above the upper end of its long-run range, though within its parallel band.","-10- (15) Under alternative A, the stronger growth of M2--bolstered by inflows from market instruments mainly into MMMFs and MMDAs--would move this aggregate up into its longer-run range by June.","","","","","","",""
1986,1986-05-20,1986-05-20,3,6.89,6.75,"Alterna- tive B assumes maintenance of about current pressures on reserve positions, while alternative A and alternative C contemplate a moderate easing and tightening of reserve pressures, respectively.","(11) Under alternative A, which entails discount window borrowing falling to frictional levels of $100 to $150 million, the funds rate would tend to move below the current 6-1/2 percent discount rate.","(12) The specifications of alternative A contemplate a less marked deceleration of M over the rest of the quarter, with growth in June close to 9 percent.","","","","","","",""
1986,1986-07-08,1986-07-09,2,6.93,6.875,"(22) Alternative A contemplates an easing of reserve conditions, characterized by frictional discount window borrowing of around $150 million and the federal funds rate averaging a little below 6-1/2 percent.","(Alternative A would also be consistent with a combination of a 6 percent discount rate and maintenance of borrowing at the current $300 million level.)","","","","","","","",""
1986,1986-08-19,1986-08-19,3,6.41,6.375,"Should pressures be eased as under alternative A, M2 in particular would be expected to be more noticeably above the short-run range, though likely remaining just within its long-run range through September.","(14) Alternative A involves an easing of pressures on reserve positions, either through a reduction in regular adjustment plus seasonal borrowing to a frictional level of perhaps $150 million or so, or a cut in the discount rate by 1/2 percentage point with discount borrowing maintained at the current specification of $300 million.","(15) Short-term rates would decline appreciably, with the 3-month Treasury bill rate falling toward 5-1/4 percent under alternative A. Bond yields probably would also decline, but any sustained sizable drop likely would require signs of continuing sluggishness in the economy and lack of price pressures, as well as the absence of substantial weakness in the dollar.","","","","","","",""
1986,1986-09-23,1986-09-23,2,5.89,5.875,"(14) Alternative A assumes either a reduction in discount borrow- ings to a near-frictional level of $150 million or a one-half percentage point cut in the discount rate with borrowings kept at $300 million.","(15) Under alternative A, growth in M2 and M3 of around 9-1/2 and 8-1/2 percent, respectively, would be anticipated from August through December.","","","","","","","",""
1986,1986-11-05,1986-11-05,1,5.94,5.875,"(14) Alternative A assumes either a reduction in discount window borrowing to a near-frictional level of $150 million or a cut in the discount rate of one-half percentage point with borrowing maintained at $300 million.","","","","","","","","",""
1986,1986-12-15,1986-12-16,2,5.93,5.875,"(13) Alternative A assumes a reduction in discount window borrow- ing to a near-frictional level of $150 million or a reduction in the dis- count rate of one-half percentage point with borrowing maintained at $300 million.","(14) Under alternative A, growth in M2 would slow only a little from its average pace of recent months, and by March this aggregate would be in the upper portion of its tentative long-run range.","","","","","","","",""
1987,1987-02-10,1987-02-11,2,6.29,6,"(22) Alternative A assumes a reduction in discount window borrow- ing to $150 million, a near-frictional level, or a one-half percentage point cut in the discount rate with the borrowing allowance maintained at $300 million.","(23) Under alternative A, M2 growth would slow only moderately from its pace of recent months and the level of M2 in March would be within the alternative I long-run range, but near the upper end of the alternative II range and above the alternative III growth cone.","","","","","","","",""
1987,1987-03-31,1987-03-31,1,6.33,6,"(14) Alternative A assumes a reduction in discount window borrow- ing to a near-frictional $150 million or a 50 basis point decrease in the discount rate with borrowing maintained at $300 million.","","","","","","","","",""
1987,1987-05-19,1987-05-19,2,6.88,6.5,"(15) Alternative A, which assumes a reduction of borrowing at the discount window to $200 million, would induce the federal funds rate to drop back over time, probably to below 6 percent.","(16) Under alternative A, short-term interest rates would retrace their recent increases.","","","","","","","",""
1987,1987-07-07,1987-07-07,2,6.73,6.625,"(25) Alternative A assumes a reduction in the borrowing allow- ance to $300 million; the federal funds rate is likely to decline to the 6 to 6-1/4 percent area.","(26) The decline in short-term rates under alternative A would contribute to a resumption of downward pressure on the dollar, potentially to a significant degree if this were seen as adding to inflationary pres- sures.","","","","","","","",""
1987,1987-08-18,1987-08-18,3,6.91,6.625,"(14) Alternative A assumes adjustment plus seasonal borrowing of $300 million would be used to construct reserve paths.","-11- (15) Owing to the decline of short-term market interest rates relative to offering rates on deposits, M2 growth under alternative A would be expected to jump to 7 percent over August and September.","For M3, the 7-1/2 percent growth foreseen for August and September under alternative A would lift this aggregate to around the lower bound of its annual range.","","","","","","",""
1987,1987-09-22,1987-09-22,2,7.32,7.25,"(15) Alternative A assumes that reserve paths would be constructed with borrowing of $400 million.","-13- (16) Under alternative A, all of the monetary aggregates likely would accelerate from their pace of recent months, bringing M3 to the lower bound of its long-run range.","","","","","","","",""
