year,start_date,end_date,numberofsentences_altA,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10,Sentence_11,Sentence_12
1985,1985-07-09,1985-07-10,2,8.13,7.75,"C Growth from June to Sept. M1 7 5-1/2 4 M2 8-1/2 7-1/2 6-1/2 M3 8 7-1/4 6-1/2 Associated federal funds rate range 5 to 9 6 to 10 7 to 11 (19) Alternative B contemplates a slowing of M1 growth to a 5-1/2 percent annual rate over the June-to-September period, consistent with seasonal and adjustment borrowing at the discount window at around the $350 million level used in constructing reserve paths since the last FOMC meeting.","(20) In part, the slowing of M1 growth under alternative B is expected to result from a substantial weakening in the demand deposit component, working off a portion of its recent unusually large bulge.","(21) Under alternative B, M1 by September would be about 10 percent at an annual rate above the fourth-quarter 1984 long-run target base.","(22) Growth of M2 and M3 under alternative B would also be expected to slow relative to their average pace of May and June.","Under alternative B, M2 in September would be just below the upper end of its current long-run range, while M3 would be expected to be a little above the midpoint of its range.","-17- (24) Unchanged reserve and money market conditions, as under alternative B, are likely to be associated with a modest back-up in short- term interest rates as the summer progresses, given fairly widespread expectations of some easing of Federal Reserve policy over coming months.","(27) Alternative C contemplates a more marked slowing of money growth over the months ahead than alternative B, with M1 specified to grow at a 4 percent annual rate.","","","","",""
1985,1985-08-20,1985-08-20,2,7.99,7.75,"* -42550 :- 2500 -1 2450 --1 2400 -1 2350 -1 2300 I I I I I I I I I I I I 0 N D J F M A M J J A S 0 N D 2250 1985 I I I I I I I 1, , I B * * 1984 Chart 3 ACTUAL AND TARGETED M3 Billions of dollars 1 3300 - ACTUAL LEVEL - * SHORT RUN ALTERNATIVES -- 3100 3000 -- 2900 I i SI I I I I I I I I I 2800 S N D J F M A M J J A S 0 N D 1984 1985 I I I I I I -- 3200 * 00 0« Chart 4 ACTUAL AND TARGETED DEBT Billions of dollars 1 6800 - ACTUAL LEVEL -- 6600 - 6400 6200 -- 6000 H 5800 I I I SI I 1 I I I ~I I I I 5600 S N D J F M A M J J A S 0 N D 1984 1985 I I I I I I I I I -8- (8) Alternative B, which assumes reserve pressures indexed by borrowing in a $350 to $450 million range, encompasses growth in M1 from June to September at a 9 percent annual rate.","-9- (11) Under alternative B, both M2 and M3 would be expected to diverge somewhat from the Committee's June-to-September specification for growth at about a 7-1/2 percent annual rate set at the July meeting.","","","","","","","","","",""
1985,1985-10-01,1985-10-01,2,8.84,8,"(11) Alternative B assumes unchanged pressures on reserve positions, with adjustment plus seasonal borrowing at the discount window between $450 and $550 million and federal funds trading around 8 percent, or a bit higher.","(12) Growth of M2 and M3 is also expected to slow in the September-to-December period under alternative B, owing primarily to the deceleration of their M1 component.","-10- (14) Both total and nonborrowed reserves are likely to grow at around a 7 percent annual rate over the final three months of the year, given reserve pressures assumed under alternative B. (16) An easing of reserve pressures would be expected to keep M1 farther above its upper bound than under alternative B and increase the likelihood that M2 would remain slightly above the upper end of its range through December.","","","","","","","","",""
1985,1985-11-04,1985-11-05,2,8.32,8,"* a a  o I I I I I I I I I I I I I 0 N D J F M A M J J A S 0 N D J 1984 1985 3250 3150 3050 -- 2950 2850 Chart 4 DEBT BIl I Ions of doll r 1 6800 -- ACTUAL LEVEL -- PROJECTED LEVEL S -  o o B  I I I I I I I I I L I I 1 SN D J F M A M J J A S 0 N D J 1984 1985 -I 6600 W - 6400 -- 6200 -- 6000 -- 5800 5600I I I I I I I I I I. . . . . . . -8- (9) Alternative B contemplates maintenance of about the current degree of pressure on reserve positions, indexed by discount window borrow- ing of $450 to $550 million, with federal funds continuing to trade around 8 percent.","(10) Growth of the broader aggregates under alternative B would be at the lower end of, or somewhat below, the 6 to 7 percent annual rate for September to December adopted at the previous meeting.","Although, as noted above in paragraph 1, concurrent seasonal adjust- ment yields M1 growth for October that is several percentage points faster than the current seasonal factors, it has very little effect on the seasonally adjusted growth rate for the second half of this year, calculated using the specifications of alternative B. -9- anticipated, partly in association with somewhat greater household saving in the fourth quarter.","(11) With federal funds continuing to trade around 8 percent under alternative B, other short-term interest rates would probably show little net change over the intermeeting period.","","","","","","","",""
1985,1985-12-16,1985-12-17,3,7.84,8,"C Growth from November to March M1 9-1/2 8-1/2 7-3/4 M2 8 7-1/4 6-3/4 M3 6-1/2 6 5-1/2 Associated federal funds rate range 5 to 9 6 to 10 6-1/2 to 10-1/2 Implied growth from December to March M1 8 6-1/2 5-1/2 M2 7-1/2 6-1/2 5-3/4 M3 5-1/2 5 4-1/2 (8) The specifications of alternative B assume borrowing at the discount window around $400 to $450 million, with federal funds likely to average just below 8 percent.","85 to Dec.85 8.7 8.7 8.7 6.2 6.1 6.1 6.0 5.9 5.9 Nov.85 to Mar.86 9.6 8.6 7.8 8.0 7.2 6.7 6.5 6.0 5.6 Dec.85 to Mar.86 7.9 6.5 5.5 7.4 6.4 5.8 5.6 5.0 4.6 Q4 85 to Mar.86 9.5 8.4 7.7 7.7 6.9 6.5 6.2 5.6 5.3 Tentative 1986 Target Ranges: 4 to 7 6 to 9 6 to 9 Chart 1 ACTUAL AND TARGETED M1 Bill ons of do lara 1 680 -ACTUAL LEVEL * SHORT-RUN ALTERNATIVES 660 41- 640 -1620 -1600 -I 580 - 560 I I I I I I I I I I I I I I I I I I I SN D J F M A M J J AS N D J F M A M J J A S O N D 1984 1985 1986 540 CHART 2 ACTUAL AND TARGETED M2 BilI ions of do l ars 1 2850 -ACTUAL LEVEL * SHORT-RUN ALTERNATIVES 2750 -- 2650 2550 -- 2450 -- 2350 I I 1I I I I I I I I I I I I I I I I I I I I I I O N D J F M A M J J A S O N D J F M A M J J A S 0 N D 2250 .. *'f B 19B4 1985 1986 ACTUAL AND TARGETED M3 Bill ione of do II ars I 3600 -ACTUAL LEVEL * SHORT-RUN ALTERNATIVES 9.5 ONDJFMAM J J AS NDJ FMAMJ J AS ND CHART 3 3500 3400 3300 3200 3100 3000 2900 2800 0 * 1984 1985 1986 Chart 4 DEBT Bi I I ions of do II ars 1 7600 -ACTUAL LEVEL ---PROJECTED LEVEL ONDJFMAMJ JASO NDJ FMAM J JAS O ND 7200 6800 6400 6000 5600 1984 1985 1986 (9) Growth of M1 is expected to slow in the early months of next year under all of the alternatives, following rapid expansion in December, with growth decelerating to around 6 to 7 percent under alternative B. Relationships in the first quarter among M1, interest rates, and income are more than usually difficult to predict, however, largely because of uncer- tainties about when the unusual weakness of M1 velocity in recent quarters will wane or be reversed.","Specifically, under alternative B, M1 growth from the fourth- quarter 1985 base to March would be around 8-1/2 percent at an annual rate--above the upper end but within the parallel band associated with its tentative 1986 range.","(13) Assuming little change in reserve market conditions as under alternative B, long-term interest rates are likely to stabilize around their recently reduced levels, or perhaps back up somewhat.","Short-term rates under alternative B could reverse much of their very recent declines, which appear to have been influenced by anticipation of some easing in monetary policy by early next year.","","","","","","",""
1986,1986-02-11,1986-02-12,4,7.92,7.75,"The differences in the alternatives in that context would be reflected in the degree of near-term bank reserve pressures--with alternative B assuming unchanged pressures and alternative A some easing--and implications for the trajectory of money growth over the months ahead relative to longer-run ranges.","(18) The specifications of alternative B envision a continua- tion of discount window borrowing in a range of $300 to $400 million, with federal funds likely to trade around 7-3/4 percent or a little higher.","(19) A pickup in M2 growth is expected under alternative B in February and March, after its sluggish performance in January, as RP behavior ceases to be a drag and core deposits advance more in line with income.","The recent pace of decline in the exchange value of the dollar may not continue under alternative B, though if the dollar is fundamentally tending downward, a significant rise in the exchange rate is unlikely.","","","","","","","",""
1986,1986-04-01,1986-04-01,3,8.06,7.25,"C Growth from March to June Ml 9 7-1/2 6 M2 8 7 6 M3 7-1/4 6-1/2 5-3/4 Associated federal funds rate range 5 to 9 5-1/2 to 6 to 10 9-1/2 (8) Under alternative B, which assumes maintenance of about the current degree of pressure on bank reserve positions as indexed by $300 million in borrowing, M1 would be expected to grow at about a 7-1/2 percent annual rate from March to June.","(9) With reserve conditions unchanged under alternative B, federal funds would be expected generally to trade in the 7-1/4 to 7-3/8 percent area.","1 On a quarterly average basis, M1 would be expected to expand at a 9 percent annual rate in the second quarter under alternative B, implying a drop in velocity at around a 4 percent annual rate, given the staff GNP forecast.","(11) M2 under alternative B would be expected to increase considerably more rapidly from March to June than its relatively sluggish rate of growth in the first quarter, partly as shifts to bond and stock investment vehicles moderate as portfolio adjustments to the recent surge in securities prices abate.","","","","","","","",""
1986,1986-05-20,1986-05-20,3,6.89,6.75,"The funds rate range of 5 to 9 percent suggested for alternative B- one percentage point lower than the range now in the directive-is about centered on the area of federal funds trading that has prevailed under existing reserve conditions since the discount rate was cut to 6-1/2 percent.","N D J F M A M J J A S 0 N D 3100 19861985 Chart 4 DEBT BilI lone of dollars 1 7700 - ACTUAL LEVEL -- 7500 -- 7300 81 7100 6900 -- 6700 I I I I I I I I I I I I I I S N D J F M A M J J A S 0 N D 6500 1985 1986 (8) Under alternative B discount window borrowing would continue around $300 million, with the federal funds rate remaining generally between 6-3/4 and 6-7/8 percent.","(9) M2 growth under alternative B also would slow over the rest of the second quarter--though still recording a much faster advance than during the first three months of the year.","(10) Under alternative B market interest rates are likely to fluctuate near recent levels in coming weeks, with the 3-month Treasury bill rate between 6 and 6-1/4 percent.","","","","","","","",""
1986,1986-07-08,1986-07-09,2,6.93,6.875,"C Growth from June to September Ml 10 8 6 M2 8-3/4 7-1/2 6-1/4 M3 7-3/4 7 6-1/4 Associated federal funds rate 4 to 8 5 to 9 6 to 10 (19) M1 growth under alternative B, which assumes reserve pres- sures remain unchanged, would average 8 percent at an annual rate over the next three months.","M1 growth on a quarterly average basis, though, would drop only to 11-1/2 percent in the third quarter under alternative B, owing to the arithmetic carryover effect of the rapid buildup of cash balances in recent months.","(20) M2 growth under alternative B would slow further from June, remaining close to the midpoint of its longer-run range through September.","M3 would grow at around its pace of both May and June under alternative B, also keeping it close to the midpoint of its longer-run range.","(21) The current market optimism regarding the likelihood of a decline in the discount rate presumably would not be validated under alternative B, and some edging up of rates from their most recent lows could be expected, especially should economic activity begin to show signs of the moderate strengthening as anticipated in the greenbook forecast.","","","","","","",""
1986,1986-08-19,1986-08-19,3,6.41,6.375,"Even so, with reserve conditions about unchanged as assumed for alternative B, growth of the broader aggregates would be expected to come in around the upper end or a bit above the Committee's 7 to 9 percent range for June to September.","(9) Alternative B assumes adjustment plus seasonal borrowing at the discount window averaging around $300 million (abstracting from any Alternative Levels and Growth Rates for Key Monetary Aggregates M2 M3 M1 Alt.","(10) Growth of M1, while diminishing over August and September under alternative B, is likely to remain quite strong at around 13 percent.","(11) The money growth specifications of alternative B imply increases in both M2 and M3 from their fourth-quarter base to September of around 8-1/2 percent at an annual rate, with growth in M1 at nearly a 14 per- cent annual rate through September.","(13) Short- and long-term interest rates are expected to remain around their current levels under alternative B, at least initially, though with federal funds continuing to trade in a 6-1/4 to 6-3/8 area some modest upward pressures on interest rates could emerge as market participants begin to reassess the odds on a near-term easing in policy.","","","","","","",""
1986,1986-09-23,1986-09-23,2,5.89,5.875,"C Growth from August to December M2 9-1/2 8-1/2 7-1/2 M3 8-1/2 8 7-1/2 M1 14 12 10 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (8) Under Alternative B, which assumes continuation of the cur- rent degree of pressure on reserve positions, growth in M2 and M3 expected over the next four months would leave these aggregates at the 9 percent upper ends of their annual ranges.","(9) Under alternative B, reserve paths would continue to be constructed assuming $300 million of adjustment plus seasonal borrowing at the discount window.","(10) M2 growth under alternative B is expected to average around 8-1/2 percent at an annual rate over the remainder of the year, appreciably below its average pace in July and August, but still well in excess of in- come growth.","With money market rates staying around current levels under alternative B, in- flows from market instruments to liquid retail accounts should continue to be stimulated by their relatively attractive returns, though flows would tend to be somewhat smaller than in recent months, reflecting the diminishing impacts of earlier declines in market rates.","(11) M3 also is expected to decelerate from August to December in the specifications of alternative B--to an 8 percent annual rate.","(12) M1 growth, though expected to moderate somewhat from its July-August pace, is still likely to be quite rapid over the rest of the year under alternative B.","","","","","",""
1986,1986-11-05,1986-11-05,1,5.94,5.875,"C Growth from August to December M2 9 8-1/2 8 M3 7-3/4 7-1/2 7-1/4 Ml 13-1/2 12-1/2 11-1/2 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (9) Alternative B assumes continuation of the current degree of pressure on reserve postions, with adjustment plus seasonal borrowing at Alternative Levels and Growth Rates for Key Monetary Aggregates M2 M3 M1 Alt.","(10) M2, under alternative B, is expected to expand at an 8 per- cent rate over November and December, a little below the average pace of September and October and appreciably slower than over the summer months.","The specifications of alternative B imply a 5 percent rate of decrease in M2 velocity in the fourth quarter, given the staff GNP forecast, bringing the drop in velocity for the year to an historically large 4 percent.","(11) Growth of M3 under alternative B also would be expected to slow slightly further over November and December, coming in a little below the 9 percent upper limit of its long-term range.","(12) M1, under alternative B, would be anticipated to expand in November and December at about the reduced average September-October pace- as a rebound in demand deposit growth would offset some moderation in in- flows to OCDs.","","","","","","",""
1986,1986-12-15,1986-12-16,2,5.93,5.875,"C Growth from November to March M2 8 7 6 M3 6-1/2 6 5-1/2 M1 14 12 10 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (8) The specifications of alternative B assume borrowing at the discount window of $300 million.","(9) M2, under alternative B, is expected to slow further from its average growth over October and November, expanding at a 7 percent pace over the November-to-March period--in the middle of its tentative range.","-9- alternative B, M2 would outpace nominal GNP, given the staff forecast, and its velocity thus would decline further in the first quarter, though by considerably less than in the fourth quarter or the year 1986.","(10) Under the specifications of alternative B, M3 would expand at a 6 percent rate from November to March, near the reduced pace of recent months and in the lower half of its tentative range.","However, underlying conditions would seem to continue to point to some moderation in M1 growth under alternative B from the exceptional pace of recent quarters.","","","","","","",""
1987,1987-02-10,1987-02-11,2,6.29,6,"C Growth from November to March M2 8-1/2 8 7-1/2 M3 7-3/4 7-1/2 7-1/4 M1 16-1/2 15-1/2 14-1/2 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (18) The specifications of alternative B involve maintaining a reserve path allowance for borrowing at the discount window of $300 million.","(19) It now appears that maintenance of current conditions in reserve markets under alternative B will be consistent with slightly more rapid growth of the broad money aggregates over the November-to-March period than foreseen at the last FOMC meeting, though within the upper bounds of the Alternative Levels and Growth Rates for Key Monetary Aggregates M2 M3 M1 Alt.","(20) M3 under alternative B also is expected to slow in February and March from the average pace of recent months as credit demands on banks decrease sharply from elevated year-end levels, reducing needs to issue man- aged liabilities.","On balance, M1 growth would slow in February and March under alternative B from the exceptional pace of recent months, although continuing to outpace GNP by a substantial margin.","","","","","","","",""
1987,1987-03-31,1987-03-31,1,6.33,6,"C Growth from March to June M2 7 6 5 M3 6-1/2 6 5-1/2 Ml 10-1/2 9 7-1/2 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (9) Alternative B assumes maintenance of the current degree of pressure on reserve positions, with reserve paths allowing for $300 million of borrowing at the discount window.","(10) Under alternative B, growth in M2 would be expected to strengthen to a 6 percent annual rate over the March-to-June period, lifting this aggregate to the lower end of its long-run range.","(11) M3 growth under alternative B also would be expected to strengthen to a 6 percent rate over the March-to-June period.","(12) Under alternative B, expansion of M1 is anticipated to strengthen to a 9 percent annual rate over March to June.","","","","","","","",""
1987,1987-05-19,1987-05-19,2,6.88,6.5,"C Growth from March to June M2 4-1/2 4 3-1/2 M3 6-1/4 6 5-3/4 Ml 9-1/4 8-1/2 7-3/4 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (8) Alternative B assumes maintenance of the current $400 million allowance for adjustment and seasonal borrowing.","Under normal circumstances, attainment of the alternative B borrowing path and its broad perception as the System's operating objective might be as- sociated with the federal funds rate dropping to appreciably below 6-1/2 percent.","Moreover, the staff expects the dollar to remain under downward pressure with alternative B, in light of slow progress in the adjustment of nominal external imbalances, arising in part from weak growth in our major trading partners.","(10) Under alternative B, M2 growth is expected to be held down in May, in part by the unwinding of tax payment effects.","While an increase in velocity would be expected with the further rise in the average opportunity cost on M2, under alternative B this increase would be somewhat greater than predicted by most available models of M2 demand.","(11) M3 growth is expected to average around 6 percent in May and June under alternative B, keeping this aggregate near the lower end of its long-run range.","(12) Owing to the clearing of tax payments in late April and early May, M1 likely will be flat in May on a monthly average basis before rebound- ing in June to around an 8 percent annual rate under alternative B. June growth would represent a moderation from the average pace since the fourth quarter of last year, in response to the upward movement of market interest rates.","Under alternative B, quarterly average growth for M1, at 7-1/2 percent, still would slightly exceed projected GNP expansion, implying a decline in M1 velocity for the tenth straight quarter.","","","",""
1987,1987-07-07,1987-07-07,2,6.73,6.625,"C Growth from June to September M2 6-1/2 5 3-1/2 M3 8 7-1/2 7 Ml 6 4 2 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (20) Alternative B assumes the current $500 million allowance for adjustment and seasonal borrowing.","(22) M3, under alternative B, would probably expand at a 7-1/2 percent annual rate, up about 2 percentage points from the March-to-June period.","(23) M1 would be expected to grow at a 4 percent annual rate over the June-to-September period under alternative B, implying quarterly average growth at only a 1 percent rate and the first M1 velocity in- crease-at a 5 percent rate--in nearly three years.","","","","","","","","",""
1987,1987-08-18,1987-08-18,3,6.91,6.625,"C Growth from June to September M2 5-1/2 5 4-1/2 M3 5-3/4 5-1/2 5-1/4 M1 5 4 3 Associated federal funds rate range 3 to 7 4 to 8 5 to 9 (9) Alternative B is based on retaining $500 million of adjust- ment plus seasonal borrowing as the assumption in constructing reserve paths.","Likewise, other money market rates generally should vary around current levels under alternative B. Longer-term rates also are most likely to fluctuate near Alternative Levels and Growth Rates for Key Monetary Aggregates M2 M3 M1 ------------------------------------ ------------------------ ------------------------ Alt.","(10) Under alternative B, and the other alternatives as well, M2 growth is projected to strengthen in August and September relative to the weak expansion of recent months.","(11) M3 growth over August and September would be expected to accelerate substantially from its unusually depressed July pace, to a rate of 7 percent under alternative B. Bank credit should resume its expansion, boosting issuance of large CDs.","Since mid-July, growth of both demand deposit balances and NOW accounts has resumed, and expansion of M1 at a 5-1/4 percent rate is expected on average over August and September under alternative B. (13) With respect to the long-run ranges, M2 growth from the fourth quarter to September is expected to come to only 4-1/4 percent under alternative B. Expansion at around an 11-1/2 percent rate over September to December would be required to hit the lower end of the long-run range in the fourth quarter; 9-1/2 percent growth would be needed to bring this aggregate to the lower end of its growth cone in December.","M3 growth from its fourth-quarter base would be at a 5-1/4 percent rate by September under alternative B. Growth of M1 from the fourth quarter of 1986 to September is projected at 6-1/2 percent under alternative B; with rates re- maining close to current levels under this alternative through the third quarter, M1 growth for the year is not likely to differ very much from its growth through September.","","","","","",""
1987,1987-09-22,1987-09-22,2,7.32,7.25,"C ranges Growth from August to December M2 5-1/2 4-1/2 3-1/2 M3 6-1/4 6 5-3/4 Ml 4-1/2 3 1-1/2 Implied growth from Q4'86 to Q4'87 M2 4-1/4 4 4 5-1/2 to 8-1/2 M3 5-1/2 5-1/4 5-1/4 5-1/2 to 8-1/2 M1 6-1/4 6 5-1/2 Associated federal funds rate range 4 to 8 5 to 9 6 to 10 (9) Under alternative B, reserve paths would continue to be drawn with adjustment plus seasonal borrowing at the $600 million level that has been specified since early September.","In light of the higher federal funds rate compared with its level expected at the last FOMC meeting, the federal funds range associated with alternative B, given in the last line of the table, is suggested at 5 to 9 percent; this would be 1 percentage point above the range now in the directive, and more nearly centered on the federal funds rates thought likely to prevail under this alternative.","(10) The slight further firming of short-term rates likely under alternative B would tend to support trading of the dollar on foreign exchange markets at around current levels for a while.","1 (11) The monetary aggregate specifications of alternative B assume that the reserve pressures of this alternative are maintained through year- end.","This forecast might be considered consistent with the reserve conditions of alternative B over the intermeeting period followed by a firming later in the quarter, or with a path intermediate between alternatives B and C. -11- implying quarterly average growth of 3-1/4 percent in the fourth quarter and a 2-1/4 percent rate of velocity expansion.","(12) Growth in M3 from August to December is anticipated at a 6 percent rate under alternative B.","","","","","",""
1987,1987-11-03,1987-11-03,4,6.64,7.3125,"(11) Alternative B would maintain the easier reserve conditions that have come to prevail recently; the assumption for adjustment and sea- sonal borrowing would remain at $450 million, with federal funds trading expected to center at 7 percent or a bit below.","C Growth from September to December M2 6-1/2 6 5-3/4 M3 7-1/4 7 6-3/4 M1 9 8 7-1/2 Associated federal funds rate range 4 to 8 5 to 9 5 to 9 (13) Under alternative B, persistence of the federal funds rate near 7 percent implies that a substantial rise of Treasury bill rates would accompany a partial restoration of normal interest rate relationships.","(14) M3 growth over the fourth quarter at around 7 percent is expected under alternative B, bringing growth for the year to 5-3/4 per- cent, just within its annual range.","(15) Under the reserve market conditions of alternative B, most bond yields might edge higher as the increased preference for fixed-income securities subsides and the possibility of further near-term monetary ease is seen as diminishing.","","","","","","","",""
1987,1987-12-15,1987-12-16,3,6.78,6.8125,"C Implied growth from Tentative 1988 Q4'87 to March range (Q4 to Q4) M2 5-3/4 4-3/4 3-3/4 5 to 8 M3 6-1/2 6 5-1/2 5 to 8 Ml 5-1/2 3-1/2 1-1/2 (9) Alternative B would involve federal funds trading continuing to center around 6-3/4 to 6-7/8 percent.","Private short-term rates should decline once year-end pressures have passed, while Treasury bill yields could edge higher, with the 3-month bill rate rising to above 6 percent under alternative B. (11) Under the unchanged reserve market conditions of alternative B, M2 growth from November to March likely would pick up from the 3-1/2 percent average pace of October and November, placing this aggregate -12- just below the 5 percent lower bound of the growth cone associated with its tentative 1988 range by March.","(12) M3 is expected to grow at a 6 percent annual rate from Novem- ber to March under alternative B, about the same pace as in recent months; such growth would keep this aggregate through March well within its tentative range for 1988.","(13) M1 growth is expected to average 4 percent over the next four months under alternative B.","","","","","","","",""
1988,1988-02-09,1988-02-10,4,6.58,6.625,"Current reserve and money market conditions would be maintained under alternative B while alternatives A and C would involve somewhat easier or somewhat tighter conditions, respectively.","The level of adjustment plus seasonal borrowing associated with alternative B, $250 million, is expected to entail federal funds trading around recent 6-1/2 to 6-3/4 percent levels.","C Growth from November to March M2 7 6-1/2 6 M3 6-1/4 6 5-3/4 Ml 6-3/4 6 5-1/4 Associated federal funds rate range 4 to 8 4 to 8 5 to 9 Implied growth from December to March M2 8-1/2 8 7-1/2 M3 7-1/2 7-1/4 7 M1 10 9 8 (16) Alternative B contemplates a continuation of reserve conditions now expected to prevail after the recent slight easing.","(17) Under the specifications of alternative B, M2 would be expected to grow in February and March at nearly a 7 percent annual rate, a little above the average pace of December and January.","(18) M3, under alternative B, would advance at a 6 percent annual rate from November to March as growth over February and March strengthens somewhat from the 5 percent average of December and January.","","","","","","",""
1988,1988-03-29,1988-03-29,2,6.64,6.5,"--II - II -r 0% -4 820 -- 800 -- 780 -- 760 740 I I I I I I I I I I O N D J F M A M J J A S O N D 720 1988 - Actual Level -- - Estimated Level ------ Growth From Fourth Quarter - Short Run Altematives 900 - 880 -1 860 I I I 1987 c Chart 4 DEBT Billions of dollars - Actual Level 9400 -1 9300 11% 9200 - 9100 - 9000 7% 8900 8800 8700 -8600 -8500 8400 - 8300 8200 -- 8100 I I I I I I I I I I I I I I O N D J F M A M J J A S O N D 8000 1987 1988 (10) With recent conditions in the reserves market maintained under alternative B, interest rates would tend to remain around current levels, at least for a time.","(11) Given the financial conditions associated with alternative B, M2 and M3 are expected to grow at 7 and 6-1/2 percent annual rates, respectively, from March to June, leaving them well into the upper halves of their 4 to 8 percent annual ranges.","On a March-to-June basis, M1 is expected to increase at a rate of about 4-1/2 percent under alternative B. Demand deposits are anticipated to strengthen only a little on balance over the next three months, after the somewhat inexplicable weakness through the first quarter.","","","","","","","","",""
1988,1988-05-17,1988-05-17,1,7.3,7,"The assumption for adjustment plus seasonal borrowing would be kept at $400 million under alternative B and would be raised or lowered by $200 million under alternatives C and A, respectively.","The federal funds rate would be expected to average around 7 percent under alternative B, and around 7-1/2 and 6-1/2 percent under 2 alternatives C and A.","Under alternative B, the effects on money demand for the March-to-June period of somewhat higher interest rates than anticipated at the last FOMC meeting are offset by upward revisions to income, and the growth rates of M2 and M3, respectively, are projected to be 2.","The intermeeting consultation range for the federal funds rate suggested for alternative B in the table below is 5 to 9 percent, up from 4 to 8 percent at present, in order to be better centered on expected federal funds rates.","C Growth from March to June M2 7-3/4 7 6-1/4 M3 6-3/4 6-1/2 6-1/4 M1 6-1/2 5-1/2 4-1/2 Associated federal funds rate range 4 to 8 5 to 9 5 to 9 (9) Market interest rates now appear to incorporate the policy stance of alternative B. Thus, with federal funds continuing to trade around 7 percent, the three-month Treasury bill rate could remain in the 6-1/4 percent area in the near term.","(10) Under alternative B, opportunity costs of holding liquid retail accounts would remain higher through midyear than in recent months, given the likely very gradual response of offering rates on such accounts to the recent rise in market rates.","-10- (11) M3 growth should moderate to around a 6-1/4 percent rate over May and June under alternative B. Money market mutual funds in M3 probably will decline further for a while as returns lag behind recently elevated short-term market rates.","M3 could be supported somewhat by a further shifting of business credit demands to banks as higher bond yields curtail firms' offerings of longer-term debt, necessitating greater reliance on managed liabilities by banks than under alternative B. -12- (14) Alternative A would be implemented through restoring the assumption for adjustment plus seasonal borrowing to the level of $200 mil- lion that was in force from late January through late March, with federal funds probably returning to the 6-1/2 percent trading area; even lower rates could prevail if seasonal credit, which is now above $200 million, responded relatively little to the decline in reserve pressures.","","","",""
1988,1988-06-29,1988-06-30,3,7.68,7.4375,"Alternative B would continue to specify adjustment plus seasonal borrowing at the discount window of $550 million.","Federal funds are expected to trade in a range around 7-1/2 percent or a little below under alternative B and would move up toward the 8 percent area under alternative C and down to 7-1/4 percent or a bit below under alternative A. (17) The table below gives June-to-September growth of the monetary 2 aggregates anticipated under the three alternatives.","-14- Growth from June to September M2 6-1/4 5-1/2 4 M3 7-1/4 7 6-1/2 M1 4-1/2 3-1/2 1-1/2 Associated federal funds rate range 5 to 9 5 to 9 6 to 10 (18) Market rates appear to have incorporated the recent firming of policy, which would be retained under alternative B, and most rates should remain near current levels over the near term.","(19) Under alternative B, the widening of opportunity costs over the spring would continue to exert a restraining influence on M2 and M1 in the months ahead.","(20) M3, under alternative B, is expected to pick up a little over June to September from the pace of recent months as outflows from money funds abate with the stable interest rates assumed under this alternative.","","","","","","",""
1988,1988-08-16,1988-08-16,0,8.41,8.125,"Alternative B maintains the current $600 million assumption for adjustment plus seasonal borrowing and alternative C increases intended borrowing to $800 million.","Under alternative B, a federal funds rate of around 8 percent would be consistent with the average relationship that prevailed over the first half of this year between borrowing and the funds rate-discount rate spread.","However, expectations of a further tightening of policy could persist under alternative B, causing funds to trade somewhat higher, in an 8 to 8-1/4 percent range.","C Growth from June to September M2 3-1/2 3 M3 5-1/2 5-1/4 M1 5-1/2 4-3/4 Implied growth from July to September M2 3-3/4 3 M3 5-1/2 5 Ml 3-3/4 2-3/4 Associated federal funds rate range 6 to 10 6-1/2 to 10-1/2 (9) Financial markets in recent days have largely built in a federal funds rate of around 8-1/8 percent, although some further adjust- ments may occur under alternative B. (10) M2 under alternative B is expected to increase at a 3-3/4 percent pace over the last two months of the quarter, slightly higher than in July.","(12) Under alternative B, average M3 growth over August and September is projected to stay at its 5-1/2 percent July pace, despite a pickup in bank and thrift credit.","","","","","","",""
1988,1988-09-20,1988-09-20,2,8.05,8.125,"Under alternative B, the federal funds rate would be expected to continue to trade generally in the 8 to 8-1/4 percent area.","(10) M2 is expected to continue to grow at a 3 percent annual rate from August to December under alternative B, with particular weakness in liquid deposits; M1 is projected to increase at only a 1/2 percent annual rate over this period.","(11) M3 likely would continue to grow at a 5 percent rate under alternative B, and its velocity would edge up again in the fourth quarter.","","","","","","","","",""
