year,start_date,end_date,numberofsentences_altC,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10,Sentence_11,Sentence_12
1981,1981-07-06,1981-07-07,2,19.83,No target in FRED,"(23) Alternative C calls for more constraint on reserve growth over the next three months than alternative B--with total reserves growing at an 8 percent annual rate--should the Committee wish, for example, to take an approach that provided greater assurance that broader aggregates would come within current longer-run ranges.","(24) Even under alternatives A or B, the earnings problems of thrift institutions would remain intense, although they obviously would be greatest with the higher interest rates implied by alternative C.","","","","","","","","","",
1981,1981-08-18,1981-08-18,0,18.3,No target in FRED,"No Sentences Alternative C","","","","","","","","","","",
1981,1981-10-05,1981-10-06,3,16.57,No target in FRED,"Alternative C is designed to bring M2 closer to its target for the year, with the projected small overshoot accounted for mainly by shifts of funds out of non-M2 assets into ASCs; such an approach would Alternative Levels and Growth Rates for Key Monetary Aggregates M1-A M1-B Alt.","Alternative B falls midway between the two approaches.1/ (10) Under the specifications of alternative C we would expect growth in M1-B at a 6 percent annual rate over the September to December period to be consistent with maintaining M2 relatively near to the upper limit of its longer-run target range.","(12) Total reserves would need to expand at a 3 percent annual rate over the last three months of the year if the monetary specifications of alternative C are to be achieved.","","","","","","","","",
1981,1981-11-17,1981-11-17,4,13.33,No target in FRED,"-11- (13) Alternative B would require expansion in total reserves at a 6 percent annual rate over the last two months of the year, while growth in reserves under alternative C would be at a 4½ percent annual rate.","The aggre- gates specifications of alternative C are likely to be associated with a funds rate in a 12 to 14 percent range, implying the that the funds rate could drop below the current discount rate.","Under alternative C, that might also develop, but it would be less certain as the weight of Treasury financings and possible market disappointment about the likely course of the funds rate (and hence of dealer financing costs) would work to hold bill and other short-term rates up.","The nonborrowed reserve path for alternative C, the alternative involving the least expansion in reserves, might be initially constructed on the basis of $400 million in borrowing.","","","","","","","",
1981,1981-12-21,1981-12-22,2,12.28,No target in FRED,"(22) Alternative C--which calls for virtually no growth in M1 between December and March--may be expected to bring M2 into the upper part of its tentative long-run range by March.","Alternative C, on the other hand, by exerting near-term restraint would probably be associated with lower rate levels later in the year, reflecting not only the greater scope for faster money growth at that time but also possibly weaker economic activity.","","","","","","","","","",
1982,1982-02-01,1982-02-02,3,14.21,No target in FRED,"Alternative C, which involves about a 2½ percent annual rate of growth over the last two months of the current quarter, is designed to reach the upper end of the M1 range by September.","If alternative C were adopted in conjunction with a rebasing of the long-run range, growth by the fourth quarter would be around the midpoint of the range.","(19) Alternative C, which calls for growth of M1 at about a 2½ percent annual rate from January to March, would involve an increase in total reserves over the balance of the quarter at about a 2 percent 1/ Such an interest rate is consistent with the near-term financial condi- tions assumed in the Greenbook GNP projection.","","","","","","","","",
1982,1982-03-29,1982-03-30,3,14.39,No target in FRED,"The alternative C specification of 1½ percent M1 growth would place that aggregate at about the middle of the upper half of the range by mid-year.","(14) Alternative C, involving a 1½ percent rate of growth of M1 over the March-to-June period, would require a growth in total reserves at a 5½ percent rate.","If the Committee were to adopt the second-quarter targets of alternatives B or C, some acceleration in growth over the 6-month June-to-December period--to just above a 4 percent annual rate under alternative C--would be in prospect even if growth for the year were constrained to 4¾ percent.","","","","","","","","",
1982,1982-05-18,1982-05-18,3,14.68,No target in FRED,"Alternative C calls for more restrictive short-run targets than either A or B, and both aggregates would be within their long-run ranges by June.","(14) Alternative C, which calls for limiting M1 growth to a 1½ percent rate from March to June, implies an increase in total reserves over the latter period at a 4 percent rate.","Alternative C, of course, provides the most scope for monetary expansion in the second half, but has a slightly greater risk of delaying the onset of economic recovery.","","","","","","","","",
1982,1982-06-30,1982-07-01,4,14.71,No target in FRED,"Under alternative B, M1 would expand at a rate that, if sustained, would result in growth for the year at about the 5½ percent upper bound of the longer- run range, while alternative C contemplates growth in M1 which would move the aggregate to just within this year's range by September.","Under all alternatives, the level of M2 by September would be around its upper limit-- a bit above in the case of alternative A and somewhat below in the case of alternative C. (See charts on the next two pages).","(20) Alternative C sets the most restrictive monetary target, with M1 growth during the third quarter specified at only 2½ percent.","(21) The firming in the funds market expected under alternative C should be accompanied by moderately higher market rates generally but with the likelihood that commercial paper and CD rates may rise more rapidly than Treasury bill rates as concerns about spreading financial problems are exacerbated.","","","","","","","",
1982,1982-08-24,1982-08-24,0,9.01,No target in FRED,"No Sentences Alternative C","","","","","","","","","","",
1982,1982-10-05,1982-10-05,2,10.9,10,"Alternative C would achieve the upper limit of the Committee's 2-1/2 to 5-1/2 percent longer-run M1 range for 1982, while the growth rates of alternatives B and A would lead to overshoots in the 1/2 to 1 percentage point range.","(15) Alternative C calls for virtually no further growth in M1 from September to December, which would achieve the upper limit of the FOMC's annual target for that aggregate.","","","","","","","","","",
1982,1982-11-16,1982-11-16,1,9.82,9.5,"(16) Alternative C involves M2 growth over the fourth quarter at a 9 percent annual rate and constraint on reserve provision that would probably lead to a federal funds rate of 10 percent or somewhat higher.","","","","","","","","","","",
1982,1982-12-20,1982-12-21,1,8.79,8.5,"(17) Alternative C involves slower growth in the monetary aggregates than alternatives A or B, with M2 growth specified at 10 percent -11- over the first quarter.","","","","","","","","","","",
1983,1983-02-08,1983-02-09,1,8.56,8.5,"(24) Alternative C, which appears most consistent with the tightest of the longer-run alternatives presented, involves a rise in the federal funds rate to the 9 percent area.","","","","","","","","","","",
1983,1983-03-28,1983-03-29,2,8.76,8.5,"Nonetheless, judging from recent behavior, we would expect demand to be sufficiently strong so that an effort to bring M2 growth down to the pace of alternative C might be associated with rising interest rates.","(18) Alternative C is assumed to involve a rise in the federal funds rate to the 9 to 9½ percent area, and an increase in the level of borrowing to the $500 to $700 million range.","","","","","","","","","",
1983,1983-05-24,1983-05-24,1,8.74,8.625,"(21) Alternative C, which contemplates an increase in the federal funds rate to the 9 to 9½ percent area, would imply a level of adjustment borrowing between $500 and $700 million at the current discount rate.","","","","","","","","","","",
1983,1983-07-12,1983-07-13,1,9.21,9,"(26) Alternative C involves an approach that would exert relatively strong restraint on the aggregates and credit markets over the near-term.","","","","","","","","","","",
1983,1983-08-23,1983-08-23,5,9.37,9.5,"(17) Alternative C contemplates a near-term tightening in money market conditions with a view to gaining greater assurance that all of the aggregates, including Ml, would end 1983 within their longer- run ranges.","The federal funds rate under alternative C might trade in -11- the 10 to 10-1/2 per cent range through the end of the quarter.","(18) The size and speed of the tightening in money market conditions contemplated under alternative C is probably not currently anticipated in the market.","(19) Under alternative C, M2 and M3 growth over the June-to- September period might be somewhat below objectives specified at the last Committee meeting, though M1 growth may be close to its 7 per cent third-quarter objective.","The probable dampening effect of these higher interest -12- rates on growth in money and income as the year progresses suggests the likelihood that attaining longer-run money and credit targets for 1984 would involve a substantial easing of interest rates later this year or early next year from the alternative C levels.","","","","","","",
1983,1983-10-04,1983-10-04,2,9.62,9.375,"(18) Alternative C--which calls for some tightening of money money market conditions in the period ahead--would tend to restrain M2 growth within the lower part of its longer-run range, while bringing M1 growth to its midpoint.","(19) The federal funds rate under alternative C would be expected to rise to around 10 per cent, with discount window borrowing rising to around $1 billion, as reserve provision is constrained relative to demand.","","","","","","","","","",
1983,1983-11-14,1983-11-15,1,9.38,9.375,"(19) Somewhat tighter reserve conditions are contemplated under alternative C, with discount window borrowing in the neighborhood of $800 to $900 million and the federal funds rate rising to around 10 percent.","","","","","","","","","","",
1983,1983-12-19,1983-12-20,1,9.73,9.375,"(25) Under alternative C, growth in M2 would be constrained to the lower half of its longer-run range.","","","","","","","","","","",
1984,1984-01-30,1984-01-31,2,9.31,9.375,"Alternative A calls for more rapid money growth, and alternative C involves slower growth, with M1 growing at the rate specified at the previous meeting.","(19) The less rapid growth of money under alternative C, though still leaving the aggregates well within the alternative II longer-run range by March, would also be consistent with the slower annual growth rates of longer-run alternative I.","","","","","","","","","",
1984,1984-03-26,1984-03-27,1,10.28,9.375,"(17) Alternative C involves a more restrictive policy than either A or B--slowing M1 growth, for example, over the March-to-June period to about 5 percent at an annual rate, which would place it at about the middle of its longer-run range by mid-year.","","","","","","","","","","",
1984,1984-05-21,1984-05-22,2,9.01,10.5,"(15) Alternative C involves restraining growth of M1 and M2 to rates below current FOMC short-run objectives and sets in train forces that would work to bring M3 and credit growth back toward their longer- run ranges.","Discount window borrowing might rise toward $1-1/2 billion under alternative C, which probably would be associated with federal funds trading consistently somewhat above 11 percent.","","","","","","","","","",
1984,1984-07-16,1984-07-17,1,11,11,"(25) Alternative C contemplates a very considerable decelera- tion in M1 growth-as more consistent with growth around the midpoint of its longer-run range over the year as a whole-and greater restraint on growth of the broader money and credit aggregates.","","","","","","","","","","",
1984,1984-08-21,1984-08-21,1,11.87,11.5,"-10- (15) Alternative C calls for sane tightening in money market conditions over the period ahead, should it be desired to place even more constraint on the growth of credit.","","","","","","","","","","",
1984,1984-10-02,1984-10-02,2,11.38,11,"Alternative A calls for somewhat faster money growth over the September-to-December period, consistent with an easing in reserve pressures, while alternative C contemplates somewhat slower money growth, associated with tighter reserve conditions.","(16) Alternative C, which involves some tightening of money market conditions over the intermeeting period, would be expected to restrain M1 growth over the balance of the year to a rate below the -11- midpoint of its long-run range and to exert particular restraint on credit growth.","","","","","","","","","",
1984,1984-11-07,1984-11-07,0,9.47,10,"No Sentences Alternative C","","","","","","","","","","",
1984,1984-12-17,1984-12-18,1,8.26,8.75,"(16) Alternative C is designed to hold growth of M1 and M2 to rates close to the midpoints of their tentative long-run ranges and is expected to involve some tightening of reserve conditions.","","","","","","","","","","",
1985,1985-02-12,1985-02-13,2,8.3,8.25,"(23) Alternative C specifies a sharper slowing of money growth in February and March, consistent with a more rapid return of the aggregates toward their longer-run ranges, an approach that may be particularly in line with a Comittee choice of long-run alternative III.","(24) Other interest rates would also be expected to rise substantially under alternative C, with the Treasury bill rate increasing to around 8-3/4 percent.","","","","","","","","","",
1985,1985-03-26,1985-03-26,3,8.45,8.375,"A more marked slowing of money growth is specified in alternative C, keeping M1 within the band though still above the upper limit of the cone; alternative A contemplates somewhat more rapid money growth than B that would pull M1 above the upper limit of the band.","-11- (17) Under alternative C, the 5 percent pace of M1 growth from March to June would keep this aggregate below the upper limit of the band.","The bracketed phrase in the first sentence, which is drawn from the previous directive, seems more appropriate if the Committee opts for alternatives A or B rather than the tightening of alternative C.","","","","","","","","",
1985,1985-05-21,1985-05-21,1,7.75,7.75,"-9- (12) As compared with alternative B, alternative C involves tighter reserve conditions thought more likely to be consistent with constraining M1 growth to the 6 percent path for March to June chosen by the Comittee at its last meeting.","","","","","","","","","","",
1985,1985-07-09,1985-07-10,1,8.13,7.75,"(27) Alternative C contemplates a more marked slowing of money growth over the months ahead than alternative B, with M1 specified to grow at a 4 percent annual rate.","","","","","","","","","","",
1985,1985-08-20,1985-08-20,2,7.99,7.75,"Of the alternatives, B and C are most consistent with moving near to or somewhat below the upper end of the FOMC's 3 to 8 percent long-run range for M1 by the fourth quarter, although the tighter alternative C would provide more assurance.","(14) Alternative C assumes a tightening of reserve positions, with borrowing rising to the $750 to $850 million area.","","","","","","","","","",
1985,1985-10-01,1985-10-01,1,8.84,8,"(17) Alternative C assumes some tightening of reserve conditions consistent with a marked slowing of M1 growth over the next three months to around a 5-1/2 percent annual rate and with enough moderation of M2 growth -12- possibly to move just within the target range for the year.","","","","","","","","","","",
1985,1985-11-04,1985-11-05,1,8.32,8,"(14) Alternative C assumes an increase in borrowing at the discount window to the $700 to $800 million area, which would be expected -11- to involve federal funds trading around 8-1/2 percent.","","","","","","","","","","",
1985,1985-12-16,1985-12-17,3,7.84,8,"A slight firming of money market conditions is assumed under alternative C, involving an increase in discount window borrowing to around $550 to $600 million, with federal funds likely to trade in the neighborhood of 8-1/8 percent.","The modest firming of money market conditions associated with alternative C would be expected to bring M1 closer to the upper end of the tentative long-run range, while the easier reserve conditions of alternative A are likely to put M1 near the upper edge of its band.","The firming of reserve conditions contemplated under alternative C, although slight, would be quite unexpected and would prompt a substantial back up in short-term and long-term rates, at least for a time.","","","","","","","","",
1986,1986-02-11,1986-02-12,2,7.92,7.75,"In the tightening alternative C, both M1 and M2 would be expected to fall short of the December meeting ranges.","(24) Alternative C encompasses a modest firming in reserve condi- tions, with discount borrowing increasing to $450 to $500 million and federal funds trading consistently somewhat above 8 percent.","","","","","","","","","",
1986,1986-04-01,1986-04-01,2,8.06,7.25,"(16) Alternative C entails a firming of reserve conditions characterized by discount window borrowing rising to around $500 million.","(17) M1 growth under the money market and reserve conditions of alternative C would be expected to slow over the March to June period, bringing this aggregate to within its long-run range by June.","","","","","","","","","",
1986,1986-05-20,1986-05-20,2,6.89,6.75,"Alterna- tive B assumes maintenance of about current pressures on reserve positions, while alternative A and alternative C contemplate a moderate easing and tightening of reserve pressures, respectively.","(13) Alternative C encopasses an increase in discount window borrowing to between $450 and $550 million.","","","","","","","","","",
1986,1986-07-08,1986-07-09,1,6.93,6.875,"(24) Alternative C contemplates a tightening of reserve condi- tions and a more sizable slowing of growth in the monetary aggregates from their pace of recent months.","","","","","","","","","","",
1986,1986-08-19,1986-08-19,2,6.41,6.375,"Growth within that range would seem to require a moderate increase in pres- sures on reserve positions, as embodied in alternative C. (16) Alternative C assumes a tightening of reserve positions, with borrowing from the discount window rising to around $500 million and the federal funds rate backing up to the 6-3/4 to 6-7/8 percent area.","","","","","","","","","","",
1986,1986-09-23,1986-09-23,1,5.89,5.875,"(16) Alternative C assumes an increase in discount borrowing to $500 million.","","","","","","","","","","",
1986,1986-11-05,1986-11-05,1,5.94,5.875,"(16) Alternative C contemplates an increase in discount window borrowing to $500 million.","","","","","","","","","","",
1986,1986-12-15,1986-12-16,1,5.93,5.875,"(15) Under alternative C, reserve paths would be drawn with an assumed $500 million of discount window borrowing.","","","","","","","","","","",
1987,1987-02-10,1987-02-11,1,6.29,6,"(24) Under alternative C, reserve paths would be drawn with a borrowing level of $500 million, which would likely lead to a rise in the federal funds rate to the 6-1/2 percent area.","","","","","","","","","","",
1987,1987-03-31,1987-03-31,3,6.33,6,"Expansion in the monetary aggregates under all three alternatives is expected to pick up from the sluggish pace of February and March; even so, growth is projected to be relatively moderate, and by June the broader aggregates would still be well below the midpoints of their ranges under alternatives A and B and at or a bit below the lower bounds under alternative C. Alt.","(16) Under alternative C, reserve paths would be drawn with a borrowing level of $500 million, which would push the federal funds rate up to the 6-1/2 percent area.","Given the weakness of this aggregate in the first quarter, which may have reflected shifts in portfolio preferences, alternative C would tend to bring M2 -12- farther below the lower end of its long-run range over the second quarter.","","","","","","","","",
1987,1987-05-19,1987-05-19,2,6.88,6.5,"(13) Alternative C assumes either a $200 million increase, to $600 million, in the borrowing allowance used to construct reserve paths, or a rise in the discount rate of one-half percentage point.","(14) The continued widening of opportunity costs of monetary assets implied by alternative C would further depress demands for core deposits, with M2 growth from April to June likely slowing to a 2-1/4 percent pace.","","","","","","","","","",
1987,1987-07-07,1987-07-07,2,6.73,6.625,"Under alternative C, the pickup in M2 growth would be inadequate to raise this aggregate to near the lower end of even the alternative II long-run range by September.","(27) Alternative C assumes a $200 million increase in the path allowance for borrowing to $700 million.","","","","","","","","","",
1987,1987-08-18,1987-08-18,2,6.91,6.625,"(16) Alternative C assumes an increase in the reserve path allow- ance for discount window borrowing to $700 million.","-12- (17) The backup in short-term market rates under alternative C, together with lagging returns on deposits, would widen opportunity costs of holding liquid monetary assets.","","","","","","","","","",
1987,1987-09-22,1987-09-22,2,7.32,7.25,"(13) Under alternative C, the borrowing assumption would be raised to $800 million.","(14) Under alternative C, M2 growth over the August-to-December period would slow to about a 3-1/2 percent pace, as opportunity costs of holding M2 balances widened substantially further.","","","","","","","","","",
1987,1987-11-03,1987-11-03,5,6.64,7.3125,"Alternative C would involve some slight firming of reserve conditions, with borrowing being increased to $550 million and the funds rate probably moving back to around 7-1/4 percent.","(18) Alternative C calls for a slight firming of reserve pres- sures, indexed by an increase in borrowing of only $100 million, and a rise in the federal funds rate to 7-1/4 percent.","Even so, the choice of alternative C before any dollar decline were generally linked with renewed inflation concerns would risk further disquieting domestic financial markets.","Growth in the aggregates under alternative C would be retarded a little over the rest of the quarter by the renewed upward movement in opportunity costs -14- on monetary assets.","In keeping with the asymmetric specifications in the bluebook, alternative A calls for decreasing ""somewhat"" and alternative C for increas- ing ""slightly"" the degree of pressure on reserve positions.","","","","","","",
1987,1987-12-15,1987-12-16,2,6.78,6.8125,"They are based on the options of maintaining current reserve and money market conditions, or seeking somewhat easier (alternative A) or somewhat tighter (alternative C) conditions.","(17) The higher interest rates of alternative C can be expected to prevent M2 from accelerating much from its recent pace.","","","","","","","","","",
1988,1988-02-09,1988-02-10,4,6.58,6.625,"Alternative C would be associated with an increase in the borrowing objective to about $450 million and a rise in the federal funds rate of approximately 1/2 percentage point.","(20) The tightening of conditions under alternative C would be entirely unexpected, and probably would result in substantial increases in both short- and, at least initially, long-term interest rates.","Under the tighter reserve conditions of alternative C, the broad aggregates would remain within the lower halves of their tentative ranges through March.","By reversing most of the interest rate declines since October, Alternative C would tend to keep money growth on a fairly slow path over coming months, dropping further below the midpoint of the tentative ranges, and might be most consistent with the growth rates in long-run alternative III.","","","","","","","",
1988,1988-03-29,1988-03-29,3,6.64,6.5,"Under alternative C, the borrowing objective would be raised to $400 million and the funds rate would move up to the vicinity of 7 percent.","(14) The more restrictive monetary posture of alternative C, at least at this time, would come as some surprise to financial markets.","(15) The broader monetary aggregates under alternative C would post a more marked slowing over the course of the quarter than under the other alternatives, as the effects of the rebound in market interest rates increasingly took hold.","","","","","","","","",
1988,1988-05-17,1988-05-17,3,7.3,7,"(12) The increase in discount borrowing to $600 million under alternative C would raise the federal funds rate by 1/2 percentage point and carry Treasury bill rates up by similar amounts.","While the course of economic activity and prices would not be much affected by small variations in the time path of interest rates, alternative C is closer to what was contemplated in the staff GNP forecast, which anticipates a fairly substantial rise in money market yields through early 1989.","(13) The higher market interest rates associated with alternative C would further damp money growth.","","","","","","","","",
1988,1988-06-29,1988-06-30,4,7.68,7.4375,"Alternative C would specify a borrowing level of $750 million.","Federal funds are expected to trade in a range around 7-1/2 percent or a little below under alternative B and would move up toward the 8 percent area under alternative C and down to 7-1/4 percent or a bit below under alternative A. (17) The table below gives June-to-September growth of the monetary 2 aggregates anticipated under the three alternatives.","(21) The market does not appear to be anticipating an immediate further monetary tightening as contemplated in alternative C. Thus, the half-point increase in the funds rate under this alternative would prompt other private short-term rates to move up by a similar amount.","(22) The boost in opportunity costs under alternative C would reduce monetary growth substantially below the pace of recent months.","","","","","","","",
1988,1988-08-16,1988-08-16,6,8.41,8.125,"Alternative B maintains the current $600 million assumption for adjustment plus seasonal borrowing and alternative C increases intended borrowing to $800 million.","Federal funds likely would trade between 8-1/2 and 8-3/4 percent under alternative C, perhaps more toward the lower end of this range if the additional firming acted to dispel expectations of still further near-term policy moves.","(13) The tightening of reserve positions under alternative C immediately following the discount rate hike would be somewhat surprising to market participants and the associated 1/2 percentage point increase in the funds rate probably would show through nearly fully in private money market rates.","(14) With the higher interest rates of alternative C, M2 is pro- jected to record only 3 percent growth over August and September.","Growth of M3, by contrast, would probably not be damped enough under alternative C to move below its midpoint, even by year-end.","Long- term debt issuance by businesses likely would be more restrained under alternative C, shifting some business credit demands to banks, despite a probable further increase in the prime rate.","","","","","",
1988,1988-09-20,1988-09-20,3,8.05,8.125,"The funds rate would fall to the 7-1/2 to 7-3/4 percent area under alternative A and rise to the 8-1/2 to 8-3/4 percent area under alternative C. (8) The table below presents growth rates of the monetary aggre- gates for the August-to-December period expected under the three alterna- tives.","(12) With markets not now expecting a near-term tightening of policy, the rise in the federal funds rate under the firmer reserve condi- tions of alternative C would be about matched by increases in other short- term rates--perhaps including the prime rate.","The further rise in oppor- tunity costs under alternative C would likely damp M2 growth to only a 2 percent rate over the August-to-December period, and its M1 component would be expected to decline a little.","","","","","","","","",
1988,1988-11-01,1988-11-01,2,8.39,8.125,"(16) With little anticipation of a near-term tightening of policy remaining in the market, short-term interest rates would climb about 1/2 percentage point under alternative C. -14- (17) Under alternative C, M2 would expand at only a 2 percent rate over the remainder of the year.","","","","","","","","","","",
1988,1988-12-13,1988-12-14,4,8.58,8.375,"Alternative C incor- porates an increase in intended discount borrowing to $600 million, with the federal funds rate likely to move up to around 8-7/8 to 9 percent.","Under both alternatives, M2 growth over coming months would be relatively restrained, reflecting recent and, under alternative C, prospective increases in mar- ket interest rates.","(14) Although market rates incorporate some near-term firming of policy, an immediate rise in federal funds to the 8-7/8 to 9 percent area associated with alternative C likely would elicit some further increase in short-term market interest rates.","(15) M2 growth probably would be held down to a 3 percent annual rate from November to March under alternative C, placing this aggregate just at the lower end of its tentative 1989 target range.","","","","","","","",
1989,1989-02-07,1989-02-08,1,9.08,9,"-15- Short-run policy alternatives (20) The two near-term policy alternatives presented involve adjustment plus seasonal discount borrowing of $600 million for alterna- tive B with funds trading at around 9 percent or a bit above, and borrow- ing of $800 million for alternative C with funds 1/2 percentage point higher.","","","","","","","","","","",
1989,1989-03-28,1989-03-28,3,9.9,9.75,"Alternative A entails federal funds around 9-1/4 percent and borrowing of $300 million, and alternative C involves funds around 10-1/4 percent and borrowing of $700 million.","The funds rate range suggested for alternatives B and C is a per- centage point above the 7 to 11 percent range now in the directive, better centering the range on current (alternative B) or somewhat higher (alternative C) expected funds rates.","With the further rise in market rates, M2 would expand at a 2 percent annual rate over the March-to-June period under alternative C, only a bit faster than the December-to-March pace.","","","","","","","","",
1989,1989-05-16,1989-05-16,1,9.79,9.75,"(13) The tightening of policy under alternative C would be a considerable surprise to financial markets, and would likely induce a substantial-backup in rates.","","","","","","","","","","",
1989,1989-07-05,1989-07-06,3,9.49,9.5625,"Under alternative C, funds would trade around 10 percent or a bit higher with borrowings of $850 million.","(31) The tightening of reserve conditions under alternative C would come as a surprise to the financial markets.","(32) Under alternative C, M2 would expand over the June-to-Sep- tember period at a 5 percent rate and would remain below the lower bound of its annual growth cone in September (though on a trajectory to touch that lower bound in the fourth quarter).","","","","","","","","",
1989,1989-08-22,1989-08-22,3,8.94,9.0625,"Under alternative A, a funds rate of 8-1/2 to 8-5/8 percent would be expected to be asso- ciated with borrowing of $450 million, while under alternative C, a funds rate of 9-1/2 to 9-5/8 percent would accompany borrowing of $650 million.","(11) Under alternative C, market interest rates would back up abruptly, given that the Federal Reserve policy tightening would come as a surprise.","(17) Alternative C, by widening opportunity costs on liquid balances, would tend to retard M2 growth to a 4-1/2 percent rate in Sep- tember.","","","","","","","","",
1989,1989-10-03,1989-10-03,2,9.16,9.0625,"This also implies that, under alternative A, a decline of only $100 million in the borrowing objective--to $400 million--is likely to be associated with a decrease in the federal funds rate to around 8-1/2 percent; similarly, a rise of only $100 million in borrowing--to $600 million--would be asso- ciated with an increase in the federal funds rate to around 9-1/2 percent under alternative C. M3 growth would strengthen to a 5 percent rate over the September-to-December period under alternative A. (14) The tightening of policy under alternative C would come as a surprise to the markets, especially in the present international environ- ment.","","","","","","","","","","",
1989,1989-11-14,1989-11-14,0,8.44,8.5,"No Sentences Alternative C","","","","","","","","","","",
1989,1989-12-18,1989-12-19,2,8.56,8.5,"Federal funds would return to the 9 percent area under alternative C, associated with adjustment plus seasonal borrowing of $200 million.","(17) Alternative C would restrain M2 growth to around the upper bound of its 1990 growth cone by March, putting it on a track toward the middle of its tentative range; such a move would seem to increase the odds on more noticeable progress toward price stability, with assistance from a stronger dollar, albeit with greater risk of an economic downturn.","","","","","","","","","",
1990,1990-02-06,1990-02-07,2,8.22,8.25,"The 7-3/4 percent funds rate for al- ternative A appears roughly consistent with $100 million of borrowing, while the 8-3/4 percent funds rate of alternative C would be accompanied by about $200 million of borrowing.","(26) By contrast, the 1/2 percentage point increase in the funds rate under alternative C would restrain December-to-March growth of M2 and M3 to 6-1/2 and 3-1/4 percent, respectively, positioning them just below the upper bound and at the lower bound of their respective tentative ranges by March.","","","","","","","","","",
1990,1990-03-27,1990-03-27,3,8.25,8.25,"Alternative A embodies a 7-3/4 percent federal funds rate and a borrowing assumption of $100 million, while the 8-3/4 percent funds rate of alternative C reflects borrowing of $200 million.","(11) The rise in the federal funds rate under alternative C to 8-3/4 percent also would surprise market participants, inducing an across- the-board increase of comparable size in other short-term rates.","Under the tighter financial market conditions of alternative C, M2 and M3 growth from March to June likely would slow to 5 and 3-1/2 percent rates, respectively.","","","","","","","","",
1990,1990-05-15,1990-05-15,2,8.27,8.25,"The specifications of alternative A call for federal funds trading around 7-3/4 percent and a borrowing level of $300 million, while those of alternative C call for federal funds in the 8-3/4 percent area, which is likely to involve $400 million of borrowing.","(12) The tighter reserve conditions under alternative C would be expected to keep money growth damped.","","","","","","","","","",
1990,1990-07-02,1990-07-03,2,8.32,8.25,"Alternative A embodies an expected federal funds rate of 7-3/4 percent and discount borrowing of $400 million, while alternative C incorporates a funds rate of 8-3/4 percent and borrowing of $500 million.","(27) The tightening of monetary policy under alternative C would not accord with the prevailing expectations of investors, and interest rates across the maturity spectrum, along with the exchange value of the dollar, would ratchet higher.","","","","","","","","","",
1990,1990-08-21,1990-08-21,2,8.08,8,"Under alterna- tive A, the drop in the federal funds rate to 7-1/2 percent would accom- pany a reduction in borrowed reserves to roughly $450 million, while the 8-1/2 percent federal funds rate under alternative C would correspond to about $550 million in borrowing.","(15) Under alternative C, a considerable backup in short-term rates would appear likely, as a monetary policy tightening would fly in the face of market expectations.","","","","","","","","","",
1990,1990-10-02,1990-10-02,2,8.25,8,"(13) The tightening of monetary policy under alternative C would be seen under current circumstances as signalling an aggressive stance against the inflationary consequences of the oil shock.","Velocity would still decline under alternative C, though by less as opportunity costs widened with the rise in short-term market interest rates.","","","","","","","","","",
1990,1990-11-13,1990-11-13,4,7.73,7.75,"Under alternative A, the funds rate would move down to the 7-1/4 percent area, while under alternative C it would firm slight- ly, returning to around the 8 percent level prevailing at the last meet- ing.","Under alternative A, the initial level of borrowing would be lowered to $200 million (or the discount rate could be cut by 1/2 percentage point), while under alternative C it would be raised to $275 million.","(11) Under alternative C, the dollar would retrace at least some of its recent decline in response to a rise in the federal funds rate.","The firming in M2 growth under alternative C would be quite modest and this aggregate would be entering the new year around the lower end of its tentative 1991 range.","","","","","","","",
1990,1990-12-18,1990-12-18,0,7.44,7.25,"No Sentences Alternative C","","","","","","","","","","",
1991,1991-02-05,1991-02-06,0,6.1,6.25,"No Sentences Alternative C","","","","","","","","","","",
1991,1991-03-26,1991-03-26,3,6.08,6,"Under alternative C, the federal funds rate would rise to 6-1/2 percent and the initial borrow- ing level would be increased to $175 million.","-11- (11) The tightening of policy under alternative C would surprise market participants, coming on the heels of recent easing measures, and bill rates would rise by 1/2 percentage point.","(18) The tighter money market conditions of alternative C would slow M2 from the pace of December to March, holding this aggregate down to the midpoint of its 1991 range by June.","","","","","","","","",
1991,1991-05-14,1991-05-14,0,5.8,5.75,"No Sentences Alternative C","","","","","","","","","","",
1991,1991-07-02,1991-07-03,1,6.38,5.75,"(28) Alternative C also would catch market participants un- awares, and short-term interest rates likely would adjust upward rather sharply.","","","","","","","","","","",
1991,1991-08-20,1991-08-20,0,5.54,5.5,"No Sentences Alternative C","","","","","","","","","","",
1991,1991-10-01,1991-10-01,0,5.6,5.25,"No Sentences Alternative C","","","","","","","","","","",
1991,1991-11-05,1991-11-05,0,5.09,5,"No Sentences Alternative C","","","","","","","","","","",
1991,1991-12-17,1991-12-17,0,4.65,4.5,"No Sentences Alternative C","","","","","","","","","","",
1992,1992-02-04,1992-02-05,0,4,4,"No Sentences Alternative C","","","","","","","","","","",
