,Date,Speaker,content
3525,1988-03-29,CROSS," [Statement--see Appendix]  There has been a great deal of concern that, particularly during March, the yen has been held down artificially and the dollar has been held up artificially because of concerns about the Japanese institutions who must complete their bookkeeping at the end of March Much of this has to do with the Japanese insurance companies who, according to the rules that they follow, have to adjust the value of their total holdings of foreign and dollar securities if the dollar falls by 15 percent, on average, during March from the level of a year ago This would mean a very substantial recalculation of the books of these insurance companies And there is a widespread view that that possibility, plus traditional Japanese window-dressing operations, which are very important, have caused the Japanese to take steps to avoid the pressure to cause the yen to rise--to hold the dollar up against the yen, in effect, until after this March 31st date So the question now is whether, after the end of March, there will be some tendency and intention, on behalf of the Japanese particularly, to shift out of dollars or to cease the operations which the market thinks are holding the dollar up, or to take other steps  It would have to go down pretty low at this point We recalculate this every day; we just don't have the latest update Yesterday it was something like 121 or 122 But one argument made in the market about some of the pressure recently is that this is less of a concern now that we've gotten close enough to the end of the fiscal year There is less of a reason for the yen to be held down  They have not been intervening in very heavy amounts, but they have been taking related steps There was a statement by the head of the Japanese insurance groups last night, saying that he didn't expect a lot of sell-off of dollar securities after the end of the fiscal year I assume that the Bank of Japan put him up to that There have been other steps that they have taken to contain some of these pressures  Yes, I think that--  That's right, but--  No, but the year-end is particularly important And this happens even when we don't face the kind of exchange market situations that we face now The Japanese are very conscious of these year-end figures, and toward the end of the fiscal year there are a lot of pressures back and forth, reflecting that concern So this is not a new phenomenon  Well, they've been telling us that they need some slight pressures--again, because of those fiscal year-end kinds of problems But we have not gotten from them evidence that they are tightening beyond that "
3573,1988-06-29,CROSS," Well, it's been an interesting period, Mr Chairman [Statement--see Appendix]  We have had consultations with the other central banks and we've talked with them quite frequently every day But we don't always have the same view of what's happening in the market or what should be done in response I mentioned in my report that the Germans specifically had been quite concerned about the decline in the exchange rate for the mark, which they feel has inflationary implications for them, particularly with what they see as excessive liquidity in their economy They think it is neither good for them, nor for the monetary system more broadly, for the mark to be declining as it has been declining under the circumstances The dollar/mark rate has changed from its low point in January by about 26 pfennigs, which is more than 15 percent And as a surplus country, they feel as though they should not be in a situation with the mark declining; they're a bit concerned about that  Our own activity has been aimed not at trying to drive the dollar down; no one wants to do that But equally, it seems to me, we do not have an interest in seeing the dollar move up to unsustainable levels and then see it fall again Our view is that a substantial amount of what is going on now is indeed a covering of shorts We hear a lot of talk about what's happening in the options market We hear a lot of talk about hedging operations by investors here and    6/29-30/88  elsewhere And we think that a lot of this is a covering of short positions which were built up over the past several months at the time when the market view was that the authorities would not let the dollar rise And therefore, [market participants] could pretty well have a one-way bet on which way to hedge Once this gets cleared out, we still have a huge deficit, and we still have all these other factors that have to be dealt with I don't think anybody thinks we're out of the woods at this point So our efforts in the intervention activities and the other activities we've undertaken have been partly to give ourselves some more currencies Those currencies could become very useful in future months when we could very well be needing them in order to help support the dollar [The intervention sales also were undertaken] to show some resistance to the rise in the dollar, so as not to let it get to levels which are simply going to be unsustainable--because service problems could well disrupt the market again That's how I would [unintelligible] We have operated, as I say, only in deutschemarks, not in yen where the movements have been much less  Well, there have been changes in monetary policy which were intended to support some moves that have taken place But certainly we hear a great deal to suggest that a large part of this is indeed short covering in one form or another--be it dehedging by investors All of last year Japanese investors bought a lot of US dollar-denominated assets, but they hedged a lot of dollar-denominated assets And some of those hedges have been eliminated  Also, we've been hearing for a long time that corporations have been holding off entering the market As the rate has moved up, there has been the need to buy some dollars in order to meet their needs and their requirements But certainly it's our view that a very large amount of this is of the nature, in one form or another, of covering options and other hedging The holders of those short dollar positions became worried at times when they saw that the dollar was moving up And when they detected that, they did decide to short [unintelligible] immediately to keep the dollar from rising  Well, because it has become costly  The dollar was under upward pressure, and also there was a view that the dollar could go up farther and that the authorities would not hold it I think it was, in part, a change in their perception about what the authorities' attitudes were going to be  If the dollar hadn't risen, then there wouldn't have been any need to short [unintelligible]  Sure    6/29-30/88  No, as I said at the beginning, there has been a firm undertone to the dollar because of some improvement in the trade figures embedded in the changes and a changing view of Federal Reserve policy There already was a firm undertone, but this view about what the authorities would do popped up last week  If you look at the change in short-term interest rate differentials, the differentials have gotten much narrower vis-a- vis the mark since the last meeting  That's right  I wasn't trying to suggest that nothing has happened in the dollar  We have a limit I think we're way below that  $12 billion  Set by this Committee, right It's an informal understanding set by this Committee, so it is formal [in that sense] But we are well below those numbers and we're not likely to--  Only just that they--the classes of [unintelligible] But they've got to have--  That's right, to offset the foreign currency counterpart But there are ways of doing it  There are innumerable ways to work out arrangements whereby both the Treasury's and the Federal Reserve's foreign currency balances could be increased  We have daily currency limits, intermeeting period limits, and all of those  We haven't reached any of those during this period  What I was saying was that, obviously, there have been a lot of changes that have occurred in the period, including what has happened to our trade [balance] and all the rest  I would indeed But all I was saying was that even with that improvement, we still have very, very large trade and    6/29-30/88  current account deficits that have got to be financed It has changed; there's no question about that It has shown some improvement  I don't know--I'm not sure how to answer your question Obviously, interest rates are a factor in determining the strength of the dollar And changes in differentials--certainly I wouldn't say they are not significant as well I think they are--  We've been trying to operate so as not to give an impression that we are capping the dollar, and we have been urging the Europeans to operate in a way which would not give an impression that we were putting caps on the dollar at a particular level We have been offering some resistance, but we've been trying to do it in a moderate way There's an old Scottish golfer's prayer, you know, ""May God give me the strength to hit easy"" It's an effort to try to resist, not to absolutely assure that we're trying to cap the exchange rate That's certainly not what we're trying to do  Yes But it's certainly true that during the period when the dollar has been stable, as Ted said, the investors have become very conscious of interest rate differentials and the attractiveness not only of the US dollar, but the Canadian dollar,    6/29-30/88  the Australian currency, and various other currencies where the nominal interest rates are quite attractive  Well, I think the Germans in particular are much more troubled about what they see as the problem of a depreciating mark They're very conscious of that And they think the inflationary implications of excessive liquidity at home, which they think [unintelligible] plus a depreciating currency are very bad They think it is bad from the point of view of international adjustment to have a big surplus country like Germany having a depreciation in its currency They're very conscious of that and they view the problem from that perspective We view it from a different perspective Inevitably, we're going to have those differences of view  Well, I don't think we're under any great illusions about the extent to which intervention can or cannot make fundamental changes Certainly, our effort has been to try to deal with instability rather than to add to it  Well, it depends on against what [the depreciation is measured]  [Secretary's note Several people spoke at once and their comments were unintelligible] "
3616,1988-08-16,CROSS," [Statement--see Appendix]  The average in terms of what?  The United States or worldwide?  We don't really know  We know what we do and they know what they do  On the part of the United States-- Sorry to give you numbers, but worldwide it's probably equal to at least $300 or $400 billion a day  Well, that we don't really know    8/16/88  When we are intervening we are trying to bring about a certain influence And certainly, the market is constantly and intensely out there watching to see what signs we--and by that I mean the central banks collectively--are giving They are very much concerned about whether there is evidence that the central banks are going to [intervene] The central banks can hurt them when they choose to come into the market And they certainly pay great attention to that in all cases And they can, on occasion, keep some of these movements from moving in one direction or another and kind of getting--  Most of our intervention has been done in a way which was designed to be noticed, because that was part of the purpose And I have been impressed with the extent to which the people who watch these things closely have a pretty good fix on the amounts being done, and they know the purposes  That's right  It gets in the balance sheets and we will announce it I give a quarterly report in September, and in that we will indicate that we have purchased these currencies We will not be specific about the source--the counterpart--but we will indicate publicly that we have picked up these currencies "
3640,1988-09-20,CROSS, [Statement--see Appendix] 
3682,1988-11-01,CROSS," [Statement--see Appendix]  I don't think the expectation in the market is that the economy is very weak I think that they had been expecting and thinking that it was growing a lot more robustly and that that was going to lead to higher interest rates and was yielding some upward pressure on the dollar That was the prevailing attitude in which the various statistical releases [came out] all suggesting that the growth is not so robust And so they are reassessing that  Different things prevail in these markets at different times, but that seems to be a very important factor  That's right, as much of this is based on what they had been expecting  Well, as you know, we've been trying to introduce some stability, and I think it's understandable in a period when the dollar is falling about 10 percent that we could be on both sides of [the market with] that sort of exchange rate movements It's not surprising in a number of European countries [to see intervention on] opposite sides of the exchange markets within a matter of [unintelligible] We attempt this, it seems to me, not to try to say with a great degree of precision what is the right exchange rate but to say that we are trying to introduce a greater measure of stability    11/1/88  I think if you look back over the period since the Louvre Accord, there has been somewhat more stability in these exchange rates And it is of some value, some importance, when you think of the problems that arise if, for example, the dollar should start to fall very rapidly against the yen and trigger responses by all of the present holders of the dollars to try to protect themselves We have to walk this narrow line between trying to encourage a certain degree of stability and to keep the financing for this deficit occurring until we can move further toward other financing It seems to me that's the basic policy  Well, not really I think I said earlier that as we moved up toward the election there has been a feeling on the part of a lot of people in the market that the authorities would be particularly careful not to let exchange rates change very wildly, and they succeeded in doing that  All I'm suggesting is that that is what is in the market  I'm a reporter  It certainly has been a factor in the foreign exchange market for some time  -14-    11/1/88  You know, a stronger economy or a weaker economy can lead to all kinds of other things which sometimes lead to strengthening and sometimes to weakness  Well, as the dollar has tended to slide against the yen, we've been hearing more reports of hedging As they get less confident they tend to hedge more; that's the form it takes, but it has the same exchange rate effect  We get reports on this And certainly during some periods this year when the exchange rates appeared to be relatively safe and stable, there was a tendency to shift into the high interest rate currencies by Japanese investors--into the Australian, Canadian, sterling currencies--  It's very hard to be very precise You hear what one person says; then you hear three other people But certainly there is this prevailing concern that as we look forward a few months there are those big problems, and we are going to have a new Adminis- tration That in itself brings a little uncertainty to the situation Are they going to be able to and will they take actions to deal with these problems? So as you look ahead a few months this is very much on their minds  I assume that they are acting on the basis of that concern But it's hard to have any precise numbers "
3704,1988-11-22,CROSS," Alan, you're fading in and out "
3719,1988-12-13,CROSS," [Statement--see Appendix]  I didn't say that I thought it was too weak  The mark has weakened some during the course of this year on a weighted-average basis At the same time, the German current account balance has been strengthening, their trade balance has been strengthening Now with us, our trade balance has been improving, Mr Chairman There is a European entry factor or element to this, and the Germans have been increasing their trade balance with a number of their European partners, both in the EMS and outside the EMS So, their concern has been that the mark not appear to be too weak during the period when they see the trade balance strengthening  Well, we have heard numbers anywhere from $8-1/2 to $12-1/2 billion Now, it gets a little confusing because there are two bases for calculating it these days, and we are not always sure people are talking in the same terms The general view seems to be that the trade deficit will be around $10 billion this time But there are some--  That's CIF, yes  Yes, CIF and seasonally adjusted    12/13-14/88  Well, I wouldn't jump to any big conclusions because we've had other occasions when the number came in very well and the dollar moved down I believe the market has seen that it's possible to get hurt by shorting the dollar too much And I think the trade figures are certainly hanging over the market in an important way So I think a lot of participants are not anxious to do too much until then It could be that a good trade figure would provide a little more support, but it's not a sure thing  That was not our intention and indeed when I got asked, at the press conference when we released this quarterly report, whether we were just trying to smooth the dollar, I said we weren't We are trying to do more than that  Well, for one thing, unless you're really going to intervene in very, very large amounts it's not always crystal clear just what the reaction is going to be to an expenditure of 'X' amount of dollars But also we have to work this out very closely with our colleagues in the Treasury who may or may not feel that it is a good idea to intervene very strongly at a particular time And, also, not in the precise amounts always, but we do try to coordinate our efforts with the other central banks so that we all give the same kind of message There were occasions in this period when a number of people in the market thought that our efforts were not big enough really to smack the exchange rate in a decisive way I do think that over a period of several weeks as we continued to do this that the cumulative effect of this became more noticeable and more important "
3746,1989-02-07,CROSS, [Statement--see Appendix] 
3772,1989-03-28,CROSS," Yes, Mr Chairman, I would I would like to raise one point with respect to the Authorization for Foreign Currency Operations We are currently authorized to maintain [foreign currency] balances up to a total of $12 billion equivalent Our present holdings, at about $94 billion, are well within that limit But in addition to this formal authorization there are three informal limits which are not contained either in the Authorization, the Directive, or the Procedural Instructions These [informal understandings] call for us to limit our holdings of German marks to $8 billion equivalent, Japanese yen to $3 billion equivalent, and other currencies as a group to $1 billion equivalent All of our intervention in recent months has been in marks and we are now about $150 million or a little more above that informal limit for marks We notified the Committee of that situation by a telex that was sent out on March 15th But, Mr Chairman, I would like to propose that the Committee consider eliminating these informal sublimits for the particular currencies so that the $12 billion authorization for foreign currency balances could be used more flexibly I question whether the informal sublimits currently are a very useful management tool The particular currencies that we operate in are determined, of course, by market conditions and other factors And in any event, we    3/28/89  would continue to be under a number of limitations--qualitative as well as quantitative limitations--both with the [Foreign Currency] Subcommittee and the Committee These limits relate to the changes in each currency for a single day and for the intermeeting period as well as changes in the overall balances for a single day in the intermeeting period and so forth I believe these various limits provide for adequate monitoring and control by the Committee and the Subcommittee without the informal sublimits Accordingly, I would recommend that the Committee consider eliminating the three informal sublimits If the Committee did wish to retain those sublimits I would need to request a change in the overall Authorization in order to provide more headroom in the event we need to acquire more marks and yen So, I recommend the elimination of the three informal sublimits  Obviously, we will want over time to acquire various amounts in particular currencies But I don't think that this particular arrangement is the way in which we are best able to do that For example, our holdings of yen have been low and we've been undertaking such measures as we could to raise those holdings both for the System and the Treasury Indeed, we did acquire some yen during this recent period by buying them from a customer But I don't think that the informal sublimit is a very useful mechanism for doing this We have to make decisions and acquire those currencies more or less as conditions permit and as our policies aim us to do I don't think these limits help very much operationally  Well, if I went too far in saying what was the optimum that might raise a lot of questions But we certainly report regularly on the amounts of the individual currencies    3/28/89  Well, at the present time we have $94 billion and the limit is $12 billion Looking ahead, say, for the next year it's certainly conceivable that we would need to go above that I would assume that the Committee would not find it difficult to change the limit at the time, if the conditions arose Or, it could be changed right now when we are reviewing this at our annual review  [Yes] That is a formal authorization and that is public The present authorization is for $12 billion and has been at that level for a couple of years, I guess  Well, we have a $2-1/2 billion [leeway] And, of course, when we intervene we have typically done half of it and the Treasury has done half So that means a potential [increase in U S holdings] of $5 billion worth before we run into a problem I would assume that if conditions were such that we needed a change in the Authorization, it would not be difficult to propose that and to change it at the time  No I'd be happy to have any further headroom the Committee wishes to offer But I can't really make a strong case that it's likely to happen and would require a meeting  Above $600 million requires the Subcommittee's approval and above $1-1/2 billion requires the Committee's approval  That's in all currencies  [Statement--see Appendix]  Well, the Ministry of Finance in Japan thus far often has intervened itself to resist the decline in the yen And the US Treasury has not been prepared up to this point to [intervene unless] we have the agreement of the Japanese before anything is done And the Japanese have not felt that this situation yet warranted intervention Now, in the past day or two the pressures on the yen have become more substantial The Finance Minister did make a statement last night--at which point the yen had weakened to above the 133 level--saying something to the effect that they were watching [developments] very carefully at the 133 level, which was taken by the market as a signal that that might be a key point The rate then moved down a bit below 133 and that's where it is now I imagine there will be discussions of this--certainly this weekend when the G-7 gets together But up to this point the Minister of Finance has not wanted to see intervention or to be involved in intervention to resist the decline  I don't think there has been any very notable change The G-7, of course, met in February and they are going to meet again The general premises within which these activities have been taking place remain more or less the same  Well, I would hope that it wouldn't come to a point where we were operating at cross purposes with the Japanese It would be very difficult if we reached the stage where it was as overt as that These intervention operations obviously work much, much better if all parties are marching together We have seen many times, both with the Germans and the Japanese, that the market pays a lot more attention when they see that we are uniformly aiming in a certain direction, trying to bring about a certain purpose It's difficult to be operating in one direction if the central bank or the government on the other side doesn't agree or indeed is opposed to it So, it's much better to work it out  But even those [transactions] have not been easily arranged  With the Canadians or the others it required working it out with the Japanese But they are a little more amenable to that than if it's going to impact directly on their exchange rate  That's becoming increasingly apparent It is true that up until recently most of the pressures were not in the yen but were in the European currencies But it is moving more and more in that direction and it is becoming clear that we are getting to the point where there is a need to do something about the movement in the yen as well That is part of my own concern And as I say, the    3/28/89  pressures of the past few days have been led by the movements of the yen That's the first time during this recent period of activity where that has been the case; but it is now the case On the other hand, if you look back to the low points--which were at the beginning of last year--the 1988 low point for the mark was 156 and we're now at 188 and the low point for the yen was just over 120 So, it's getting closer but not quite as much  Well, I think there are various factors They are divided There are some in Germany who will say that they could be tightening domestically and not necessarily going through the exchange rate They are divided The mark has moved up against some currencies as well as having softened against the dollar If you look at the mark on a trade-weighted basis you don't get the same picture that you do if you look just at the dollar-mark relationship The Germans, I think, have a genuine problem with respect to the EMS Their concern at the moment is that the EMS is fully stretched--in other words, they are at the top of the band and, as it turns out, Denmark is now at the bottom of the band At those levels they have to intervene fully in order to keep the rates from moving beyond that There were very, very large amounts of intervention in the Danish currency last week, in fact They did on one day, which is a lot for a small country And they did almost the next day The Germans are concerned that--the mark being weak against the dollar and strong against the EMS--if they intervene on the dollar side it's just going to cause a lot more trouble and lead to serious pressures in flows and political problems and all the rest with the EMS  The Danish are down there but the pressures could move to the others, particularly if the question of whether to reform the EMS currency alignments and so forth arose It could lead to pressures The French not too long ago had been under some pressure; they are not at the moment But--  Since Italy is not really in the arrangement, they don't have the same obligation to intervene So they don't have the same problem on the intervention side  We talk to the Germans and we make these points, too But I think you do have to recognize that there are pressures from the EMS angle of it  Well, they have a stagnant economy and they don't want to raise their interest rates So they are having a lot of capital outflows  They are still concerned or have a fear that the dollar-yen relationship is going to move back in the other direction and that it's going to cause problems there At least that's what they say Now, I assume that there is an interest from the point of view of their whole economy and their exports and so forth for them to try not to get back into intervention if they can avoid it But it gets harder and harder to make that case as the rates move We are still at 133 And the last time we were intervening I think it was close to 137 So the yen is not within any new ranges in that sense  In terms of the dollar outlook? I think they are waiting and I think they are moving--  --with a short-term focus to see what's going to happen on this As I said, at the present time these markets are very fickle They watch one thing for a while and then they watch something else But right now they are watching very closely the inflation and monetary policy actions in all these countries because there has been so much attention on and concern about whether inflation is growing worldwide So, that's the main focus of    3/28/89  attention right now what's going to be done about it and what the various players are going to do "
3798,1989-05-16,CROSS," [Statement--see Appendix]  Well, it's not easy to give a generalized statement that covers all the situations The Germans have intervened more or less throughout the period, although not in very large amounts In part, the Germans tend to have a different attitude, tactically, about what is the best way to intervene and [believe] that the intervention is more effective if done in certain ways As for the Japanese, views differ because the institutions are divided over there The Bank of Japan has been much more interested in intervening to stop the decline of the yen than the Ministry of Finance And the Ministry of Finance calls the tune In the past several days the Japanese have begun to take a much more active role in the intervention and they have done against the dollar/yen in each of the past two days  No, we focus our intervention on what has been happening in the market and where the pressures have developed This is the first time we've intervened in yen in a long time But it is because the conditions were such that it seemed to us appropriate to intervene in yen Before then the yen had not fallen so much As I said earlier, the yen had risen substantially more than the other currencies If you look back at the direction in which it has moved, the yen has not been as weak as the other currencies--and still isn't in a sense, if you compare it with where it started off at the time of the Louvre agreement However, the yen did begin to slip more and we were concerned, looking at it from the other direction, about the rise in the dollar The Japanese have been concerned about it too So, we have been intervening as the yen began to slip more in the past three weeks  Yes We talk to them every day, repeatedly We talk about the activities that we're proposing and we work it out with them  Well, the dollar has been on this very strong upward [course] As I said earlier, certainly there's no evidence that we have turned the situation around As the dollar gets higher-- and it has gotten above the levels that have been seen before--there is some greater apprehension and nervousness within the market, partly about what the response of the central banks is going to be and whether the market is going to face a movement in the other direction But so far the pressures have continued to be on the upward side  Well, sometimes the Germans have a view that the way to get the market's attention is to and kick it in the teeth very strongly We get a little nervous about too much of that I don't want to overstate it because we usually are able to work these differences out and reach an agreement  Well, I think that's true To some extent the capital gains already have been a factor In my report I was talking about some of the factors that have been tending to put upward pressure on the dollar Recently, as statistical reports have come out that suggest that the economy may be a little less robust, you do hear people drawing the conclusion that that makes the long bond an opportunity for some capital gains But you're right presumably, if they feel that way they have been acting on that, and that may be a factor that is already discounted to some extent  Obviously, we talk about whatever factors are affecting the directions of the currencies Certainly, the Germans have been concerned at times about the fact that their money has been growing more rapidly than their targets That is certainly a factor affecting their situation  I think they're trying to; I think there are efforts to try to get their own situation under better--  Since the last meeting the short-term interest rate differential between the dollar and the mark has narrowed by 125 basis points and against the yen by 113 basis points There has been--  No, I don't think it has gone the other way Well, I'm not talking about ours, I'm talking about theirs I think theirs has so much--  Well, if I assume that this manifests itself to a large degree in the interest rates, the interest rate movements have certainly been in that direction 1-3/4 points is not an insignificant reduction in the margins for a 6-week period  Yes  I recommend, with respect to the recent activity, that the Committee approve our operations since the last meeting which are just under $14 billion equivalent worth of sales of dollars I would also like to raise with the Committee a point with respect to our foreign currency authorization limit, if I can present that at this time That limit, which is a public figure, provides that the System can hold foreign currency balances up to a total of $12 billion equivalent At present we have nearly $11 billion equivalent As I mentioned earlier, since the Plaza agreement in September of 1985 when we embarked on this practice of a more active intervention role we have bought about $14 billion and we have sold about $14 billion But the value of our foreign currency balances during that same period has doubled from about $5-1/2 billion to about $11 billion The reasons they have doubled are really three-fold One, we have made a profit in that we have sold the dollar when it was relatively high and we have bought the dollar when it was relatively low About 40 percent of that increase in the value of our foreign currency holdings represents those profits A second factor is that we have, along with the Treasury, bought yen--not through intervention operations but through some direct transactions between ourselves and the Japanese Ministry of Finance and other bodies That, too, has added about 40 percent to the increase in the value of these foreign currency balances The third factor is that we have our balances invested and    5/16/89  we continue to earn interest on them; and the remaining roughly 20 percent represents the earnings on our balances So, we now are getting up much closer to the authorized limit of $12 billion I would like to propose that the Committee raise the authorized limit from $12 billion to $15 billion in order to provide more headroom so that if circumstances are such that the value of our foreign currency balances increases we will have room to accommodate that within the authorized limit So my recommendation, Mr Chairman, is that the Committee raise the limit in the Foreign Currency Authorization from $12 billion to $15 billion  No, they are much more heavily in marks  We don't have very many yen at the present time  Well, I doubt that this is a very controversial or newsworthy issue; I don't know It is a matter we report and I don't believe it has gained much attention in the past I proposed a $3 billion increase on the grounds that that would provide some reasonable comfort and that if circumstances arose where something further were needed then we would have to reconsider the question If the Committee proposes a higher figure, that's fine with me  It only becomes effective on the one side of intervention when we're selling dollars, if we're selling any  Yes But I must say that there is some value in having some marbles to play with if we're going to be in this game And I think the level of reserves that we have, compared to almost anything, is really very modest But I think the $3 billion I    5/16/89  proposed would be adequate; if [the Committee preferred] $5 billion, I would be quite happy to see that  That includes it That's all we have in yen We used up our yen balances and have not acquired very much So, we only have that amount; and a large part of that came from outside purchases, not from intervention "
3829,1989-06-05,CROSS," Yes sir, Mr Chairman [Statement--not transcribed] "
3844,1989-07-05,CROSS," [Statement--see Appendix]  We review it every year It was reviewed in March of this year and reestablished without change, as has been done for many years--ever since I've been here  Yes  No  The devaluation of gold in 1933  The logic in a sense is not too different from what the Treasury and the Central Bank have Even when the gold flowed into the country then you were allowed to issue those certificates and receive dollars for them We no longer have the gold flows; we have foreign exchange flows And this, in a sense, is a similar allowance for the Treasury to monetize these assets and gain the dollars for them  It isn't the Fund What this does is to shift the assets in the Fund; it doesn't change the size of the Fund It allows them to transfer one asset to another asset  Yes The dollar has been declining now for several weeks and we're about 8 or 9 percent down from the highs We still have more than $2 billion availability under the open limit  Pardon me?  We value it on the basis at which we have actually made a transaction; so we don't change it when the exchange rates change That is the only way we can do it because, if we didn't handle it that way, we could inadvertently run out of leeway with nothing happening  Well, during this period we did most of it in what we call a discreet manner That is to say, we operated through a bank acting as an agent so that--although the word does get around in some way and people who are following these markets closely can often tell a lot of what's going on--we did not go in openly buying foreign currencies For the most part we had particular banks operating on our behalf in order not to show the extent to which the central banks were in there We had gotten to a point where operating visibly was not really working very effectively and we thought it would be better to operate this way Indeed, it has been much more successful Remember, the other central banks have done the same thing, following our doing it The Germans most recently, and the Japanese too, have been operating in a discreet manner  I think it was a lot more effective because we had reached a point where the market tended to feel that these rates were out of control--well, not out of control but beyond the ranges that the authorities wanted And when they saw the central bank coming in there they almost took that as a basis [for believing] that the dollar was by definition undervalued And they tended to hit it quickly Now, in operating more discreetly we have been able to kind    7/5-6/89  of encourage the dollar down without appearing to try to take on the market in a direct way Under certain conditions one technique is more appropriate and under other circumstances another way is We have felt during this period, given the market conditions that we faced, that this was the better way to operate And I think that has proved to be the case  Let me say a couple of things First, even when we're operating openly we may go to, say, 5 banks out of 100--whatever the number is So it's not as though we operate in the way the domestic Desk does and broadcast [our operations]; we never do that We operate with a certain--we go out to do the transaction Secondly, when we've operated discreetly we have done that with a bank on the understanding that they not reveal this information or talk to other parts of their institution and so forth Now, obviously the word--  Well, in a sense, a bank can do that any time we are in the market and are trading with a bank As I say, if we are operating quite openly we might go out and talk to 5 banks or 10 banks They might choose to join us, and this helps move the market in the direction [we want] if they're convinced that it's going that way We do move around from one institution to another; we don't use the same one, obviously Sometimes we might use several at once, but we do it in a way that they are not supposed to go tell all their customers and others that they are operating on behalf of the Fed  Anybody who is operating to suit our interest against their own interest is going to end up in the hardware business or something pretty soon I don't think any of them do that  We do buy at the best price  We were trying to influence the market; that doesn't mean we were trying to fool the market But I don't know that it would follow that we always have to tell everybody in the market every time we operate That seems to me to be a different matter  Well, we increased it by $10 billion; we had $20 billion and we now have $30 billion  Well, no I certainly don't recall any such time We have always had [some] and, indeed, even though $30 billion is higher than what we've had in the past I suspect the time may come when we will be pleased to have some currencies But--  Let's see  It's $90 billion if you use market price  It's not clear  Right  It might not make any difference; it would depend on what the Treasury's attitude was and what they were able to do about it in part And that creates all kinds of--  Well, or to make some other changes  It's 18815 in marks and 13830 in yen  That's certainly part of the explanation  They've been looking at purchasing managers' [reports] I think there has been a cessation of the things that were driving the dollar up--all these political factors, these portfolio things, that have happened They have tended to focus on other subjects They have seen some evidence that the economy appears to be easing, or is at least slowing down a little; and building on these expectations about what's happening to interest rates is certainly part of it, I think "
3870,1989-08-22,CROSS," [Statement--see Appendix]  No, if you're speaking of--  Well, of course, the exchange market is influenced by a vast number of factors in addition to interest rates But I would not differ from the statements in the Bluebook and all that has been presented, which suggest that higher interest rates would tend to add to the pressure on the dollar But there are many, many other factors involved It depends, of course, on all of the things going on in other countries During the last several months, we've seen some fairly substantial changes in the interest rate differentials between the United States and some of the other major countries And that has not taken away the structure--  That was certainly a factor during this period, and the pressures on the dollar did change at about the time when    8/22/89  there seemed to be a change in the market's perception of US monetary policy But I think what I said was that there are many, many other factors involved that are also going to affect the pressures I don't think it is simply a matter of the interest rates  All I'm saying is that over the past several months we have seen the narrowing of the interest differentials--it has been a couple hundred basis points--and there has continued to be pressure on the dollar despite that  Well, at the present time, the market is [unintelligible] and continues to be reasonably bullish on the dollar; [investors] see the dollar as a good place to be They compare the dollar with some of the [alternatives] and, as I say, there's relative stability here politically and economically as compared with Japan and elsewhere Throughout most of this year there has been a tendency for [investors] looking very long term to see the dollar as a good place to be And there has been some reassessment and shifting of portfolios with a tendency to have a greater share in dollar investments and less concern about hedging against it So, in that sense I think the market has been pretty bullish on the dollar and continues to be  Well, that's not quite what I was saying Given everything that's going on--and not just interest rates--I think there is a firmness and a strong support for the dollar  Legal  Certainly that number, when it was reported, was noted in the exchange market And at least during that day it was certainly a supporting factor They did pay some attention to that "
3896,1989-10-03,CROSS," I'm not even going to report today!  [Statement--see Appendix]  We are at just under $1-1/2 billion below the ceiling Whether it is going to prove necessary to request a further change in that depends very much on how things develop over the months ahead But we do have $1-1/2 billion which, if we share 50/50 with the Treasury, means that there could be a substantial amount of intervention--$3 billion worth--before we would come up against the ceiling  Well, the words in the Communique were exactly what you said and exactly what I read in my statement--that a further rise or an excessive decline could adversely affect the prospects I would say, though, that there is a very, very major difference between going in and hammering the dollar down in falling markets and resisting it when it is rising We didn't always resist it immediately when it showed any increase; we resisted when it was rising and let the market take it down some Obviously, the market knew that the G-7 was trying to guide the dollar down some But the point I was making was that we did recognize and try to take account of, as much as we could, the risks that could follow if we really did go in and hammer the dollar down while it was falling, which we didn't really do  So far as I'm aware, there is none  I am not aware of any target ranges that are in existence While there were some months and months ago, I don't think those have any relevance at the present time  Well, we were talking every day--  Our objective was to curb the dollar's rise and to have it decline some We did not want it to fall an enormous--  We discuss every day what to do for the following day It had fallen a little from time to time; it did not fall in massive amounts on any day We discussed with the others, based on the closing level in New York, say, on Tuesday, what might be a sensible target  There is an understanding that the rise that had occurred was not helpful And there is an effort to bring about greater stability and to reduce the dollar somewhat But no one knows that you need to move the dollar down to XYZ point in order to assure    10/3/89  that it meets with these longer-term [fundamentals] So the intention, as far as I'm concerned, was to try to take away some of this upward momentum and to let it ease off somewhat But, as I say, it hasn't fallen all that much and we haven't driven it down that much We're now at levels we saw in August--that's less than two months ago--and that we saw earlier in May I'm sure that if the dollar were to show a further significant rise this approach would change  We would have stopped  No  We entered in for almost all of that after the dollar had moved up from that 139    10/3/89  We knew of some points that were particularly sensitive in the market as the dollar got up close to 140 [yen] and we went in again in order to try to keep it from going through the 140 level We didn't do enough to keep it from going through  [They warehouse] foreign currencies with us, so they--  Ted's salary for the next 4,000 years--  Approve the transactions that I have already done  No, it's the matter of the money  That's a different issue in my opinion  My understanding is did I act within the authority authorized and provided for by the Committee even though I  -17-    10/3/89  recognized that certain people didn't agree or did not favor the way that was-- "
