start_date,end_date,Header1,Header2,Header3,Header4,Header5,Header6,Header7,Header8,Header9,Header10,Header11
2001-05-15,2001-05-15,"MONEY AND CREDIT AGGREGATES
(Seasonally adjusted annual percentage rates of growth)
Money and Credit Aggregates
Policy Alternatives","With slack emerging in labor
and product markets and energy prices declining, core PCE inflation slips back under","The Committee may find this
outcome especially attractive if it believes that the balance of risks is sufficiently tilted
toward weakness to make the added policy easing bu ilt into asset prices a reasonable","Directive and Balance-of-Risks Language",,,,,,,
2001-06-26,2001-06-27,"Longer-Term Strategies","Directive and Balance-of-Risks Language",,,,,,,,,
2001-08-21,2001-08-21,"The likely decline in
equity prices, however, would lead investors to anticipate more restraint on
consumption via the wealth effect, perhaps limiting the extent to which the expected
path of the funds rates is ratcheted up and, accordingly, the pickup in longer-term","Directive and Balance-of-Risks Language",,,,,,,,,
2001-10-02,2001-10-02,"Policy Alternatives","Directive and Balance of Risks Language",,,,,,,,,
2001-11-06,2001-11-06,"The implied support to spending
would likely bolster equity markets and offset to a considerab le extent any downward
pressure on the exchange value of the do llar directly emanating from lower interest","Directive and Balance-of-Risks Language",,,,,,,,,
2001-12-11,2001-12-11,"",,,,,,,,,,
2002-01-29,2002-01-30,"Directive and Balance-of-Risks Language",,,,,,,,,,
2002-03-19,2002-03-19,"Accounting worries also contributed to the effective exclusion of a few
more firms from the commercial paper market and widened risk spreads in that","Policy Alternatives","Total
PCE inflation, responding largely to higher oil prices, rises a bit over the forecast","Directive and Balance-of-Risks Language",,,,,,,
2002-05-07,2002-05-07,"Policy Alternatives","An unchanged target federal
funds rate, along with a statement indicating that the risks to the outlook are balanced,
would match investors expectations, and so would likely have little effect on financial","In that case,
expectations for policy tightening would be pushed back, interest rates could fall
substantially, and stock prices and the foreign exchange value of the dollar could",,,,,,,,
2002-06-25,2002-06-26,"Policy Alternatives","Directive and Balance-of-Risks Language",,,,,,,,,
2002-08-13,2002-08-13,"Policy Alternatives","The projected slack in the economy offsets the price pressure
from an assumed depreciation of the dollar and a diminished benefit from the
passthrough of lower energy prices to core inflation, so that core PCE inflation runs","Directive and Balance-of-Risks Language",,,,,,,,
2002-09-24,2002-09-24,"The Desk did not intervene during the","Policy Alternatives","That assessment, of course, will depend importantly on
the Committees judgment on the balance of risks and the wording of its","Directive and Balance of Risks Language",,,,,,,
2002-11-06,2002-11-06,"Korean stock prices also participated in
the mid-October technology-driven recovery, but still moved down for the period as a","Policy Alternatives",,,,,,,,,
2002-12-10,2002-12-10,"Market-based Estimates
of the
Likelihood of Approaching the Zero Bound","Policy Alternatives","Directive and Balance-of-Risks Language",,,,,,,,
2003-01-28,2003-01-29,"Policy Alternatives","Directive and Balance-of-Risks Language",,,,,,,,,
2003-03-18,2003-03-18,"Policy Alternatives","Directive and Balance-of-Risks Language",,,,,,,,,
2003-05-06,2003-05-06,"Policy Alternatives",,,,,,,,,,
2003-06-24,2003-06-25,"Policy Alternatives","Instead, the Committee may wish to continue to await more readings on the economy
collected after the Iraq war before reconsidering the need for any further easing
Directive and Assessment of Risks","Market Reaction and Monetary and Credit Aggregates",,,,,,,,
2003-08-12,2003-08-12,"The sizable fluctuations in interest rates were accompanied by a deterioration
in the liquidity of certain markets, although conditions have improved considerably
over the past few days (see the box entitled Liquidity Conditions in Fixed-Income","Policy Alternatives","Overall PCE inflation is expected to run a touch lower than the core rate in","Directive and Risk-Assessment Language",,,,,,,
2003-09-16,2003-09-16,"And lastly, some portion of child tax credit refund
checks, mailed beginning in late July, were likely left at least temporarily in liquid
Policy Alternatives","Policy Announcement, Directive, and Assessment of Risks","Rates could back up some even in this
case if investors read the language as an effort by the Committee to take a step back
from what had been regarded as an implicit commitment to hold the target rate at","Market Reaction","Coupling an unchanged stance of policy with an
assessment either that the risks to growth were now tilted to the upside or that the
risks to inflation were now balanced could prompt an appreciable rise in market
interest rates if that assessment led investors to conclude that a tightening was not far","Monetary and Credit Aggregates",,,,,
2003-10-28,2003-10-28,"In addition,
gross equity issuance jumped in September and even included a rise in initial public","Policy Alternatives","Market Reaction","Monetary and Credit Aggregates",,,,,,,
2003-12-09,2003-12-09,"With state and local debt growth also moderating some,
and federal debt continuing to advance at about its third quarter pace, expansion of
total domestic nonfinancial sector debt is expected to slow a percentage point to a","Policy Alternatives","Market Reaction","Monetary and Credit Aggregates",,,,,,,
2004-01-27,2004-01-28,"Given the declines in
yields and optimism about the outlook for profits, major stock price indexes rose","EMBI+ spreads on both countries bonds narrowed","Core PCE inflation maintains a pace of around","However, if the
Committee now believes that there are upside risks to sustainable growth or that the
risk of disinflation remains clearly larger than the probability of an increase in
inflation, it might want to consider resuming an announcement of the overall risk","Monetary and Credit Aggregates",,,,,,
2004-03-16,2004-03-16,"Policy Alternatives","Alternative C","Alternative A","Money and Debt Forecast","Directive and Balance-of-Risks Language",,,,,,
2004-05-04,2004-05-04,"And, while inflation compensation five to ten
years out implied by TIIS yields moved up some over the intermeeting period, it has
changed little, on net, since last fall, suggesting that longer-term expectations remain","Money and Debt Forecasts","Directive and Balance-of-Risks Language",,,,,,,,
2004-06-29,2004-06-30,"Policy Alternatives","Longer-run Scenarios","Short-Run Policy Alternatives","Money and Debt Forecasts","Directive and Balance-of-Risks Language",,,,,,
2004-08-10,2004-08-10,"Policy Alternatives","Money and Debt Forecasts","Directive and Balance-of-Risks Language",,,,,,,,
2004-09-21,2004-09-21,"At least a portion of the recent decline in the volatilities of financial prices
might unwind as the outlooks for both the economy and monetary policy become less","Money and Debt Forecasts",,,,,,,,,
2004-11-10,2004-11-10,"Policy Alternatives","Money and Debt Forecasts","Directive and Balance-of-Risks Statement",,,,,,,,
2004-12-14,2004-12-14,"Policy Alternatives","If the Committee nonetheless thought the margins of
unused capacity could be relatively narrow and wanted to convey somewhat greater
concern about the inflation outlook, it might do so by noting in the rationale
paragraph that labor market conditions continue to improve, without indicating that
the improvement was gradual, and that the earlier rise in energy prices and an
escalation of business costs have the potential to contribute to upward pressure on","Money and Debt Forecasts","Directive and Balance-of-Risks Statement",,,,,,,
2005-02-01,2005-02-02,"Broad equity indexes, weighed down by higher oil prices and
lackluster earnings announcements and guidance, ended the period down about","Longer-Run Strategy","In particular, the nominal federal funds rate rises to","Short-Run Policy Alternatives","The Committee may also harbor some suspicions about the resilience
of aggregate demand, perhaps on the thought that the saving rate could rise more
rapidly or the drag from net exports intensify more substantially than in the staff","Money and Debt Forecasts","Directive and Balance-of-Risks Statement",,,,
2005-03-22,2005-03-22,"Current futures quotes suggest an expected federal funds rate of about","This might be so even if the Committee anticipates that
resource slack is likely to be eliminated fairly soon, if it also saw downside risks to that
forecastsuch as are discussed in the higher bond premiums scenario in the
Greenbookas significant given the recent run-up in interest rates and rise in oil","Money and Debt Forecasts",,,,,,,,
2005-05-03,2005-05-03,"Assuming that
those differing interpretations about offset each other, there is little reason to
suspect that the market reaction to the adoption of Alternative B would be","Money and Debt Forecasts",,,,,,,,,
2005-06-29,2005-06-30,"Short-Run Policy Alternatives","Money and Debt Forecasts",,,,,,,,,
2005-08-09,2005-08-09,"Household borrowing seems to have slowed a bit in the second quarter but apparently
remained quite brisk, propelled by continued expansion of mortgage debt at close to a
with higher-than-expected tax receipts and a narrowing of the deficit in recent","Money and Debt Forecasts",,,,,,,,,
2005-09-20,2005-09-20,"Money and Debt Forecasts",,,,,,,,,,
2005-11-01,2005-11-01,"Equity prices in many emerging market countries dropped fairly sharply, as
investor demand for riskier assets appeared to abate with increases in U.S. interest",,,,,,,,,,
2005-12-13,2005-12-13,"Year-end pressures in money markets have been minimal (see box entitled Year-end","With energy prices
flattening out, headline inflation roughly matches core inflation over the forecast
Policy Alternatives","Alternative B","Alternative C","The assessment of risks portion of the statement could again indicate that, with
appropriate policy, the risks to both of the Committees dual objectives should be
kept roughly balanced and that policy accommodation can be removed at a measured","Money and Debt Forecasts",,,,,
2006-01-31,2006-01-31,"Money and Debt Forecasts",,,,,,,,,,
2006-03-27,2006-03-28,"As usual, the
Committee could consider combining the policy action and draft language from more
than one alternative or view some of the language options as possibilities for the","However, if members
wanted to signal that the end of the tightening cycle was likely very close, then they
might prefer to state instead that some modest additional policy firming may be","If so,
members may not be content with simply validating existing expectations for
monetary policy tightening, as in Alternative B, preferring instead to hint at a firmer
path of policy by adopting a more hawkish rationale paragraph, as in Alternative C.
Members may be inclined to this course of action if they are particularly worried
about inflation risks, perhaps because of the possibility that increases in labor and
intermediate material costs could put additional upward pressure on prices, as
discussed in an alternative simulation in the Greenbook, or if they have doubts that
the housing market will in fact cool as much as in the staff forecast, given that
aggregate house price data have so far shown only a slight slowdown in the pace of","Money and Debt Forecasts","Directive and Balance of Risks Statement",,,,,,
2006-05-10,2006-05-10,"The Brazilian real strengthened
substantially, while the Mexican peso was about unchanged versus the dollar over the","Market interest rates could back up a few basis points, and downward pressure
on the dollar might be reduced a bit, at least for a time, and equity prices could","Given the size of the policy surprise, volatility, both actual and implied, could","Money and Debt Forecasts",,,,,,,
2006-06-28,2006-06-29,"Such an indication may be particularly appealing if firmer financial conditions were
judged to be desirable to make satisfactory progress toward the Committees","Money and Debt Forecasts",,,,,,,,,
2006-08-08,2006-08-08,"The foreign exchange value of the dollar might be little","Money and Debt Forecasts",,,,,,,,,
2006-09-20,2006-09-20,"The implications for long-term yields could depend in part on what
investors read into the announcement about the Committees longer-term inflation","Even if the Committee found the rate of decline in inflation
forecast in the Greenbook to be generally acceptable, it might wish to firm policy
another step at this meeting to provide more assurance that inflation was headed","Money and Debt Forecasts",,,,,,,,
2006-10-24,2006-10-25,"In all three, the Committee
would acknowledge that economic growth appears to have slowed further in the third
quarter, but the characterization of growth going forward varies across the","Directive and Balance of Risks Statement",,,,,,,,,
2006-12-12,2006-12-12,"Measures of the credit quality of nonfinancial
firms stayed solid, supported by robust earnings and by strong and liquid balance","Money and Debt Forecasts",,,,,,,,,
2007-01-30,2007-01-31,"The growth of consumer credit appears to have remained moderate last","Money and Debt Forecasts",,,,,,,,,
2007-03-20,2007-03-21,"Subsequently, some positive economic data releases and
comments by Federal Reserve officials that were viewed as reassuring prompted a
partial recovery in some financial asset prices, but, in recent days, stock prices, yields,
and policy expectations took another step down as news of strains in the subprime
mortgage market accumulated and investors pondered their implications for economic","Money and Debt Forecasts","Directive and Balance of Risks Statement",,,,,,,,
2007-05-09,2007-05-09,"Update on Medium-Term Strategies","Short-Run Policy Alternatives","Thus, implementing Alternative B is likely to provoke little market","Money and Debt Forecasts",,,,,,,
2007-06-27,2007-06-28,"Stock prices in most
emerging-market countries recorded solid gains over the period, including in China
despite a sharp drop at the end of May related to the increase of a tax on equity","Medium-Term Strategies","Short-Run Policy Alternatives","Money and Debt Forecasts",,,,,,,
2007-08-07,2007-08-07,"Update on Medium-Term Strategies","Short-Run Policy Alternatives","Moreover, the Committee might judge that
maintaining its current policy stance would provide a reasonable weighting of the risks
to its dual objectives: On the one hand, weakness in housing and strains in credit
markets could have a more pronounced effect on overall economic activity than
foreseen in the staff forecast; on the other, the moderation in inflation may not be","Money and Debt Forecasts",,,,,,,
2007-09-18,2007-09-18,"Money Markets","Capital Markets","Market Functioning","In contrast, conditions in the CDS market have improved over
the intermeeting period, especially for index products, and the secondary market for
corporate bonds also functioned well, with bid-asked spreads within their historical
Monetary Policy Expectations and Treasury Yields","Foreign Developments","Short-Run Policy Alternatives","If members find Alternative B attractive, but wish to adopt an
explicit statement of balanced risks, then they might insert the sentence After todays
action, the Committee judges that the downside risks to economic growth are now
roughly balanced by the upside risks to inflation at the start of the assessment of risk","With the Federal Reserve perhaps perceived as
inclined to respond only gradually to the evolving circumstancesan impression that
might be amplified by the Committtees assessment that the risks are tilted to the
downsideinvestors might mark down their outlook for economic growth, leading
long-term yields and equity prices to fall and spreads in credit markets to widen",Money and Debt Forecasts,,
2007-10-30,2007-10-31,"Monetary Policy Expectations and Treasury Yields","Measures of short- and
long-term inflation expectations from the Reuters-Michigan survey ticked down in
Money Markets","The real funds rate path consistent with these outcomes declines from slightly above","Short-Run Policy Alternatives","As usual, the Committee could combine language from different",,,,,,
2007-12-11,2007-12-11,"Monetary Policy Expectations and Treasury Yields","Money Markets","Market Functioning","Foreign Developments","Debt and Money","Update on Medium-Term Strategies","Money and Debt Forecasts",,,,
2008-01-29,2008-01-30,"Respondents to the January Senior Loan Officer Opinion Survey
reported tightening standards and terms over the past three months for a wide range
of business and household loan categories; they also noted a broad softening of loan
Monetary Policy Expectations and Treasury Yields","Capital Markets","Market Functioning Outside of Money Markets","Foreign Developments","Debt and Money","The real federal funds rate increases from about
Monetary Policy Strategies","Money and Debt Forecasts",,,,
2008-03-18,2008-03-18,"Money Markets","Longer-term Corporate Markets","The Municipal Bond Market and Money Market Mutual Funds","Reflecting similar concerns, dislocations were significant
also in the tender option bond (TOB) market, where unwinds have accelerated in recent","Mortgage Markets","Monetary Policy Expectations and Treasury Yields","The option-implied distributions of the federal funds rate between six and twelve months
ahead are now skewed to the downside and show non-negligible odds of very low interest","Update on Monetary Policy Strategies",Short-Run Policy Alternatives,"The risk assessment would
reflect the Committees judgment that the risks to growth outweigh the risks to inflation,
particularly in light of stresses in financial markets, and the statement would end by
noting that the Committee will act in a timely manner as needed to address the evolving",Money and Debt Forecasts
2008-04-29,2008-04-30,"Monetary Policy Expectations and Treasury Yields","Money Markets","The premium on rates
paid by banks of perceived lower credit quality has increased notably in recent","Capital Markets","Implied volatility in the CDS market remain higher than","Monetary Policy Strategies","Money and Debt Forecasts",,,,
2008-06-24,2008-06-25,"Monetary Policy Expectations and Treasury Yields","Foreign Developments","Debt and Money","Monetary Policy Strategies","Money and Debt Forecasts",,,,,,
2008-08-05,2008-08-05,"Financial Institutions","Money Markets","Capital Markets","Foreign Developments","Debt and Money","Given the persistence of slack over most of the period, PCE inflation declines to
Update on Monetary Policy Strategies","Estimates of short-run r* from the
small structural model and the single-equation model are little changed from the last",,,,
2008-09-16,2008-09-16,"The dollar appreciated against many currencies, reportedly reflecting a more
pronounced downward revision in investors outlook for growth abroad than for
growth in the U.S.
Financial Institutions","Monetary Policy Expectations and Treasury Yields","Issuance of student loan asset-backed
securities (ABS) was moderate in August, while there was no issuance of automobile
loan-backed ABS.
Foreign Developments","In an about-face from their policies of recent years,
several other central banks in emerging market countries reportedly intervened in
foreign exchange markets to support their currencies in the face of sharp downward
Debt and Money","Economic Outlook","Both total and core PCE inflation are projected to be a little over
Update on Monetary Policy Strategies","The policy surprise, along with the potentially large and unexpected
movements in asset prices, would likely intensify strains in financial markets, perhaps",,,,
2008-10-28,2008-10-29,"However,
markets generally remain extremely illiquid and volatile, and investors are still quite","Financial Institutions","Market Functioning","Capital Markets","Issuance of asset-backed securities (ABS) collateralized by consumer credit
declined notably in the third quarter, at least partly as a result of historically high","Foreign Developments","Debt and Money","Monetary Policy Strategies",Money and Debt Forecasts,,
2008-12-15,2008-12-16,"Financial Institutions","Market Functioning","Monetary Policy Expectations and Treasury Yields","Debt and Money","Monetary Policy Strategies","Alternatives A, B, and C also
explicitly refer to the possibility of further using the Federal Reserves balance sheet to
support financial markets and economic activity, including by purchasing Treasury","As in Alternative B,
longer-term interest rates may decline a little, but probably not by much, because
investors may be somewhat surprised by the language on the use of the Federal
Reserves balance sheet as a means of further supporting credit markets and economic","Overall, volatility and strains in financial markets would likely
Money and Debt Forecasts",Alternatives for the Directive,"Such a directive is not included under Alternative D
because if the Committee were optimistic enough about the outlook to select that
alternative, it might not want the desk to complete the full amount of the announced",
2009-01-27,2009-01-28,"Many financial institutions posted further
significant losses in the fourth quarter, and their equity prices and credit default swap
(CDS) spreads indicate that investors continued to have significant concerns about
the health of the financial sector and remained uncertain about potential policy","Financial Institutions","Details of these
agreements are provided in the box U.S. Government Assistance to Three Financial","Market Functioning","Monetary Policy Expectations and Treasury Yields","Capital Markets","Nevertheless, municipal bond yields
remained unusually high relative to Treasury yields, consistent with reports indicating
that the credit quality of municipal bonds deteriorated further over the intermeeting
Foreign Developments","Debt, Bank Credit, and Money",Monetary Policy Strategies,"The language in Alternative C makes clear that existing
Federal Reserve policies and programs are viewed by the Committee as helpful, but it
does not hint at any expansion of existing programs or the introduction of new",Money and Debt Forecasts
2009-03-17,2009-03-18,"Market- and
survey-based measures of policy expectations indicate that investors anticipate federal
funds to trade within the current target range at least through the third quarter of this","Financial Institutions","Monetary Policy Strategies","The Case for Alternative A","The Case for Alternative C","An Alternative Structure for the FOMC Statement",,,,,
